participant_id,best_nll,best_initial_guess,best_parameters,AIC,BIC,window_id,window_start,window_end
1,3.832696604862287,"[3.2187658346153643, 0.9933296004208667, 0.08324893047364536, 1.7816385742060656]",[1.84359066e-01 1.00000000e-04 9.26349301e+00 1.00000000e-04],15.665393209724574,16.875733581700757,1,1,10
2,0.6931471805689451,"[2.1904459124834355, 0.686789963624271, 22.99576904993432, 21.469476375202145]",[ 2.19044591  0.68678996 22.99576905 21.46947638],9.38629436113789,10.596634733114074,1,1,10
3,6.856195287973853,"[0.6085022082416189, 0.06401586971618854, 10.285127971644949, 18.75010576882284]",[1.19618187e-01 9.99900000e-01 1.00000000e-04 6.17321214e+00],21.71239057594771,22.92273094792389,1,1,10
4,5.547586433558441,"[0.8972769149463987, 0.9913631897944373, 6.05986751555512, 1.5442915971611841]",[4.99990000e+00 1.04023690e-03 8.96840953e-03 1.00000000e-04],19.09517286711688,20.305513239093067,1,1,10
5,5.534385050521379,"[2.6517293741857912, 0.551667842589913, 18.897676217856887, 11.031125215961582]",[4.99990000e+00 6.91933070e-04 8.36720274e-03 1.00000000e-04],19.06877010104276,20.279110473018942,1,1,10
6,0.6931471805689451,"[0.19654892676811722, 0.22817541855314463, 10.366915345222518, 15.722463846010918]",[ 3.19103998  0.9999     11.25060582 15.35052966],9.38629436113789,10.596634733114074,1,1,10
7,4.599283869550883,"[0.865960621784667, 0.3969571637670268, 1.2586474259275615, 0.017046293866777886]",[1.82335363e+00 9.29410410e-02 1.00000000e-04 1.04623190e+00],17.198567739101765,18.40890811107795,1,1,10
8,3.465735902804727,"[4.7709347952943375, 0.9634773861931606, 0.11343594797556897, 15.180826127311734]",[ 4.7709348   0.96347739  0.11343595 15.18082613],14.931471805609455,16.14181217758564,1,1,10
9,6.421981564901832,"[3.7833568284375376, 0.7523631680677619, 18.00207986386022, 11.430976262437978]",[8.02607514e-02 1.00000000e-04 1.89346276e+01 1.14170008e+01],20.84396312980366,22.05430350177985,1,1,10
10,6.875882914034983,"[1.0056421765247525, 0.1261202921402141, 3.603287399434734, 2.613799406599944]",[3.04341658e-02 1.00000000e-04 1.71405688e-04 6.56005332e+00],21.751765828069964,22.96210620004615,1,1,10
11,0.6931473436310338,"[1.100308884461846, 0.8606043465468689, 3.2189914224837626, 2.6720514958136703]",[2.9632225  0.74928143 2.64130151 2.66086516],9.386294687262067,10.59663505923825,1,1,10
12,4.940928682436166,"[0.24781076848424752, 0.5990669309938943, 18.263349859126375, 0.04738295824532403]",[4.99990000e+00 5.31806273e-04 1.00000000e-04 1.27781848e-02],17.88185736487233,19.092197736848515,1,1,10
13,6.404310548410701,"[1.0139555382135366, 0.08446286873494865, 10.656589388235098, 1.8411089202667865]",[5.18132242e-02 9.99900000e-01 1.00000000e-04 2.02472755e+01],20.8086210968214,22.018961468797585,1,1,10
14,6.405489862200401,"[1.7356812338745733, 0.32925826628675353, 3.1583372771679623, 15.736021044437212]",[ 0.04270689  0.9999      0.47134093 23.9999    ],20.810979724400802,22.021320096376986,1,1,10
15,0.6931471805689451,"[3.783910168044167, 0.5692487559349807, 5.680339444253502, 11.110122346771638]",[ 2.37098968  0.73005914 12.52108496  6.96150561],9.38629436113789,10.596634733114074,1,1,10
16,0.7012502891377124,"[3.536753222713621, 0.8537235203760262, 3.6542461736991245, 9.348728732513546]",[4.9999     0.17422828 0.4646801  0.9819853 ],9.402500578275426,10.61284095025161,1,1,10
17,3.465735902804727,"[4.821648320870152, 0.8475827606687589, 14.368284050727137, 7.872339130384575]",[ 4.82164832  0.84758276 14.36828405  7.87233913],14.931471805609455,16.14181217758564,1,1,10
18,4.497628853027845,"[1.8317524702347368, 0.9922524939163396, 12.486620310923884, 1.226218354814357]",[4.99990000e+00 3.72523266e-04 1.51299448e-02 1.00000000e-04],16.99525770605569,18.205598078031876,1,1,10
19,0.6931471805689451,"[4.3084889923078284, 0.3068180986002457, 5.644433062423121, 8.045410679798136]",[3.57500318e+00 9.99900000e-01 2.39999000e+01 1.00000000e-04],9.38629436113789,10.596634733114074,1,1,10
20,5.231531019652797,"[1.8126474187020183, 0.000714873286908004, 10.90073105013913, 14.21879412168661]",[4.99990000e+00 4.19599616e-04 1.00000000e-04 4.55452935e-03],18.463062039305594,19.673402411281778,1,1,10
21,0.6931471805689451,"[3.6657678519455685, 0.8341496719223471, 19.40450851008204, 13.419923378305564]",[ 3.66576785  0.83414967 19.40450851 13.41992338],9.38629436113789,10.596634733114074,1,1,10
22,0.69314726451259,"[0.4469361436276536, 0.9465171662421334, 8.550518641598778, 9.471798653852083]",[4.99990000e+00 1.06001030e-01 1.92981398e+00 1.20647170e-04],9.38629452902518,10.596634901001364,1,1,10
23,6.080476659885955,"[3.8756341249291273, 0.508796714578636, 1.4804885420033733, 1.2874605914962074]",[4.99990000e+00 1.14439974e-03 7.60403497e-03 1.00000000e-04],20.16095331977191,21.371293691748093,1,1,10
24,5.460623101314109,"[1.2501035741176958, 0.7434624567093578, 9.471333717986447, 7.906879588556754]",[1.04540570e-01 1.00000000e-04 1.00000000e-04 1.02948407e+01],18.921246202628218,20.131586574604402,1,1,10
25,0.6942947315327445,"[1.0874919510184173, 0.016259621580971047, 8.82430224763729, 19.337547518472277]",[4.99990000e+00 6.03938662e-02 1.00000000e-04 7.57246737e-01],9.38858946306549,10.598929835041673,1,1,10
26,5.460583513274937,"[2.485760037450742, 0.8586561775683162, 0.5687990175506252, 0.214573784405639]",[1.98726419e-01 1.00000000e-04 5.13604686e+00 6.40953965e-04],18.921167026549874,20.131507398526058,1,1,10
27,5.2483751880536795,"[1.4930569499330315, 0.6611042341373701, 21.667019791084467, 22.976318178107753]",[7.14635288e-01 8.24738215e-01 1.00000000e-04 2.51567122e+00],18.496750376107357,19.707090748083544,1,1,10
28,3.465735902804727,"[4.84778690966131, 0.4957170209297888, 13.525053109537852, 22.511762613029184]",[ 4.84778691  0.49571702 13.52505311 22.51176261],14.931471805609455,16.14181217758564,1,1,10
29,5.5451774444815625,"[4.648946833285315, 0.2057937544499074, 13.806870807529435, 9.901401860003986]",[ 4.57205971  0.23260692 13.80687081  9.89727165],19.090354888963127,20.300695260939307,1,1,10
30,0.6931471805689451,"[3.1539780675251925, 0.673238038146843, 22.24871565056118, 23.10326557410035]",[ 3.15397807  0.67323804 22.24871565 23.10326557],9.38629436113789,10.596634733114074,1,1,10
31,5.962191854025764,"[0.05592506217890258, 0.17906231048299098, 9.630572863271475, 1.868423869765001]",[4.97813797e+00 8.38368903e-04 5.68146301e-03 1.00000952e-04],19.92438370805153,21.13472408002771,1,1,10
32,3.616392956233046,"[1.7987143520785165, 0.9521326401953747, 3.8521633990256667, 17.388277828465117]",[3.10146193e+00 5.50358953e-04 2.39999000e+01 2.39598557e+01],15.232785912466092,16.443126284442275,1,1,10
33,6.385587661660983,"[1.443728274607195, 0.022863841064501914, 5.967117377295242, 9.585639682339519]",[4.97199217e+00 2.64962207e-04 1.27672705e+00 1.28010387e+00],20.771175323321966,21.98151569529815,1,1,10
34,5.460643363485989,"[2.212237362545095, 0.9113967706189524, 13.248617341945693, 0.4622741420316795]",[8.98795106e-02 1.00000000e-04 1.25350718e+01 4.62597896e-01],18.921286726971978,20.13162709894816,1,1,10
35,0.7046533195708898,"[1.5703935147783077, 0.9901149282212353, 8.552041557391897, 3.3042108409199744]",[4.9999000e+00 1.8904768e-01 6.9906242e-01 1.0000000e-04],9.40930663914178,10.619647011117964,1,1,10
36,6.575108961557846,"[0.6208822853047185, 0.10111480165045575, 0.3056467756305849, 13.985448826382546]",[3.57899447e-02 9.30898003e-01 1.00000000e-04 2.39999000e+01],21.15021792311569,22.360558295091877,1,1,10
37,4.593095920745814,"[2.1954226660020315, 0.4092325996685978, 6.699278065369937, 1.0241464403149887]",[4.9999     0.00565382 1.87982209 1.86104858],17.186191841491627,18.39653221346781,1,1,10
38,0.6932368848308763,"[0.05467772254860895, 0.29066244994889834, 15.761283577960679, 2.1292830250043457]",[4.99990000e+00 8.52792532e-02 1.00000000e-04 1.09568266e-01],9.386473769661752,10.596814141637935,1,1,10
39,0.7459897000162398,"[1.2671140335328672, 0.25244107925611414, 14.369628267289059, 22.914799124423944]",[4.99990000e+00 5.23807539e-02 6.75692918e-01 1.00000000e-04],9.491979400032479,10.702319772008662,1,1,10
40,5.5451774444815625,"[4.507375088935268, 0.1544416036256042, 17.677550944267804, 8.48506662333661]",[ 4.50737509  0.1544416  17.67755094  8.48506662],19.090354888963127,20.300695260939307,1,1,10
41,4.158883094407231,"[4.35039702931701, 0.14851209862725667, 6.174216957313109, 9.379553635332352]",[4.37148866 0.15321463 6.76766899 9.37955364],16.31776618881446,17.528106560790647,1,1,10
42,2.7725894593069484,"[3.6187430818140522, 0.7821910218065323, 3.3702176084160143, 2.9237311715134213]",[4.8842361  0.06469738 3.48531233 3.28677757],13.545178918613896,14.75551929059008,1,1,10
43,6.856826316726035,"[2.613453686280716, 0.40466880602241784, 10.844682015194133, 2.426899379527466]",[1.83817709e-02 9.99900000e-01 1.00000000e-04 2.39999000e+01],21.71365263345207,22.92399300542825,1,1,10
44,0.6931471821574807,"[0.41368339939108434, 0.7413549688523343, 1.0366650692381894, 9.94774705680851]",[4.99803833 0.05717569 0.38880083 2.32541106],9.386294364314962,10.596634736291145,1,1,10
45,3.465735910304598,"[4.802309087211937, 0.748218068771461, 6.829528302594925, 2.047408169894187]",[4.78536268 0.74911249 6.8295283  2.047407  ],14.931471820609197,16.14181219258538,1,1,10
46,3.955791502082488,"[4.416271551723998, 0.5369270528505129, 2.9371051813003817, 3.1256110146204716]",[4.9999     0.01781954 1.65453237 1.73713124],15.911583004164976,17.12192337614116,1,1,10
47,6.421832820252377,"[2.4806019557943944, 0.6598126547247466, 6.095933073748228, 1.6158713497703607]",[1.18362527e-01 1.00000000e-04 5.65414000e+00 6.61652456e-01],20.843665640504753,22.05400601248094,1,1,10
48,5.460577125503801,"[1.558075002105252, 0.8706163375613236, 4.114578987575578, 1.6407965277665817]",[2.00965000e-01 1.00000000e-04 5.49819203e+00 4.25677429e-01],18.9211542510076,20.131494622983787,1,1,10
49,5.4586070135670886,"[0.13727430984971278, 0.982782132542203, 0.6487851078500375, 18.684830722906725]",[0.85532465 0.0036236  0.90855325 0.0846826 ],18.91721402713418,20.12755439911036,1,1,10
50,1.8890596807935527,"[0.7576919503877, 0.24837346757709636, 15.709462096857479, 13.514068895402419]",[4.49413870e+00 1.71624626e-02 1.54615556e-01 1.41736468e-04],11.778119361587105,12.988459733563289,1,1,10
51,5.287497303210186,"[4.839058409010258, 0.512567106359998, 11.637404529607693, 2.49642128884069]",[3.64959655e+00 1.28843280e-02 1.00000000e-04 1.10221545e-01],18.574994606420372,19.785334978396556,1,1,10
52,5.78418251838679,"[1.4190750089043946, 0.9429853928482427, 1.2196250552136387, 4.342305260454072]",[1.97835985 0.06512426 0.73014844 0.88488832],19.568365036773578,20.778705408749765,1,1,10
53,2.0795128871434923,"[3.4238735017035826, 0.9381858536643821, 4.650121539404211, 7.100472285400514]",[4.17128156 0.99989998 4.65012055 7.11062687],12.159025774286985,13.369366146263168,1,1,10
54,6.326137560853995,"[0.7346555484505382, 0.2034043778505424, 19.59691914070093, 15.827182433455564]",[4.99990000e+00 7.44439142e-04 5.09913100e-03 1.00000000e-04],20.65227512170799,21.862615493684174,1,1,10
55,6.327197284646039,"[0.4620425157660024, 0.9486819511474444, 1.2616570319940072, 5.758643432463096]",[4.99990000e+00 3.72067578e-04 1.00000000e-04 5.52603002e-03],20.65439456929208,21.86473494126826,1,1,10
56,0.7013984986540356,"[2.2620680463050014, 0.6289132696528552, 2.2200453261153443, 0.3867764841154748]",[4.99990000e+00 7.30274989e-02 2.00897315e+00 1.00000000e-04],9.402796997308071,10.613137369284255,1,1,10
57,4.660121802454589,"[0.48853420983575047, 0.5842102004313958, 19.677233945505158, 8.861430065397435]",[1.77521974 0.04916826 2.37889111 1.86563651],17.32024360490918,18.53058397688536,1,1,10
58,2.079441547680167,"[2.0095774422726898, 0.5695598293740258, 23.091643547566076, 16.46862041613004]",[ 3.17129032  0.04198497 22.43331797 23.9999    ],12.158883095360334,13.369223467336518,1,1,10
59,6.729472045391629,"[2.6553157522694204, 0.1580041913417222, 1.5191867922039297, 3.185433121438968]",[4.88563165e+00 3.91243046e-04 2.14570582e-03 1.00000000e-04],21.458944090783255,22.669284462759443,1,1,10
60,5.744983938289709,"[0.7246263001632928, 0.5349426813935889, 7.572249624839276, 0.18997870316409224]",[4.99990000e+00 1.18207444e-03 1.00000000e-04 1.05735552e-02],19.48996787657942,20.7003082485556,1,1,10
61,0.6931471805689451,"[2.99916288957973, 0.8220289705850662, 1.68569349034469, 10.129354614828616]",[1.71078477e+00 1.00000000e-04 2.39999000e+01 1.00000000e-04],9.38629436113789,10.596634733114074,1,1,10
62,0.6943072691822496,"[0.982202379309601, 0.4611689887171439, 12.373733877803817, 6.695533465971123]",[4.99990000e+00 7.51586687e-02 9.45774910e-01 1.00000000e-04],9.3886145383645,10.598954910340684,1,1,10
63,5.883324060883532,"[4.033522600039571, 0.8151780712930551, 0.08883128493856728, 4.501941505592124]",[4.99990000e+00 1.15945454e-03 1.00000000e-04 1.59716227e-02],19.766648121767062,20.97698849374325,1,1,10
64,2.079441602923321,"[4.876487429454607, 0.8795189678411314, 20.348581723134643, 1.9907884598365397]",[ 4.87643942  0.87950662 20.34858172  1.99078828],12.158883205846642,13.369223577822826,1,1,10
65,4.852030263922617,"[4.841650441682743, 0.8665285524107418, 3.3721875183156853, 14.516653404396664]",[ 4.9999      0.86652855 23.9999     14.5166534 ],17.704060527845236,18.914400899821416,1,1,10
