SubNo,Group(1=OptHighReward;2=OptLowReward),Block_trial,Block,VarDist_cond,Run_number,Targ1_position,Targ2_position,Red_targ_digit,Blue_targ_digit,Response,Targ_Choice,Acc,OutcomeCond(0=inaccurate;1=lowReward;2=highReward),OutcomeValue,Points,RT,Optimal_Choice,Repeat_Switch
1,1,1,1,1,1,28,46,3,2,3,1,1,1.0,0.45,0.45,2608,0.0,
1,1,2,1,1,2,33,19,3,4,3,1,1,1.0,0.3,0.75,1770,0.0,1.0
1,1,3,1,2,1,28,41,4,2,4,1,1,2.0,0.56,1.31,1373,1.0,1.0
1,1,4,1,2,2,9,30,2,3,3,2,1,1.0,0.53,1.84,1040,0.0,2.0
1,1,5,1,1,1,14,4,4,5,4,1,1,1.0,0.36,2.2,2460,0.0,2.0
1,1,6,1,1,2,47,37,5,3,3,2,1,2.0,1.06,3.26,2757,1.0,2.0
1,1,7,1,1,3,46,39,4,2,4,1,1,1.0,0.64,3.9,2390,0.0,2.0
1,1,8,1,1,4,21,19,2,5,3,0,0,0.0,0.0,3.9,1542,,
1,1,9,1,1,5,13,36,2,3,2,1,1,1.0,0.5,4.4,1537,0.0,
1,1,10,1,2,1,36,3,3,2,3,1,1,2.0,0.65,5.05,2753,1.0,1.0
1,1,11,1,1,1,9,19,3,2,3,1,1,1.0,0.52,5.57,3232,0.0,1.0
1,1,12,1,1,2,51,43,3,5,3,1,1,1.0,0.48,6.05,4008,0.0,1.0
1,1,13,1,1,3,51,16,4,5,4,1,1,1.0,0.59,6.64,945,0.0,1.0
1,1,14,1,1,4,53,42,5,2,3,0,0,0.0,0.0,6.64,1458,,
1,1,15,1,1,5,16,25,2,5,2,1,1,1.0,0.43,7.07,9650,0.0,
1,1,16,1,1,6,22,1,2,5,3,0,0,0.0,0.0,7.07,1961,,
1,1,17,1,2,1,45,47,5,4,5,1,1,2.0,1.53,8.6,3881,1.0,
1,1,18,1,2,2,52,17,3,4,4,2,1,1.0,0.48,9.08,3159,0.0,2.0
1,1,19,1,2,3,52,45,2,4,4,2,1,1.0,0.51,9.59,2998,0.0,1.0
1,1,20,1,2,4,21,24,2,4,4,2,1,1.0,0.63,10.22,1447,0.0,1.0
1,1,21,1,2,5,2,48,2,3,3,2,1,1.0,0.51,10.73,5648,0.0,1.0
1,1,22,1,2,6,26,42,5,3,3,2,1,1.0,0.49,11.22,5162,0.0,1.0
1,1,23,1,1,1,8,6,5,2,5,1,1,1.0,0.4,11.62,3464,0.0,2.0
1,1,24,1,1,2,25,28,4,3,4,1,1,1.0,0.53,12.15,1270,0.0,1.0
1,1,25,1,1,3,36,11,2,3,3,2,1,2.0,0.84,12.99,6529,1.0,2.0
1,1,26,1,1,4,33,21,5,4,4,2,1,2.0,1.27,14.26,2638,1.0,1.0
1,1,27,1,2,1,15,12,5,3,3,2,1,1.0,0.42,14.68,2537,0.0,1.0
1,1,28,1,2,2,6,49,4,2,3,0,0,0.0,0.0,14.68,3740,,
1,1,29,1,2,3,9,21,3,4,4,2,1,1.0,0.6,15.28,1752,0.0,
1,1,30,1,2,4,23,54,2,5,5,2,1,1.0,0.65,15.93,3531,0.0,1.0
1,1,31,1,2,5,28,36,4,5,5,2,1,1.0,0.31,16.24,4752,0.0,1.0
1,1,32,1,1,1,27,4,2,4,2,1,1,1.0,0.33,16.57,3070,0.0,2.0
1,1,33,1,1,2,4,31,3,5,3,1,1,1.0,0.57,17.14,15778,0.0,1.0
1,1,34,1,1,3,26,7,3,5,5,2,1,2.0,0.31,17.45,2862,1.0,2.0
1,1,35,1,2,1,21,33,4,3,4,1,1,2.0,0.83,18.28,11040,1.0,2.0
1,1,36,1,2,2,47,49,2,5,2,1,1,2.0,0.88,19.16,2257,1.0,1.0
1,1,37,1,2,3,39,1,5,3,5,1,1,2.0,0.84,20.0,2568,1.0,1.0
1,1,38,1,2,4,39,49,3,4,4,2,1,1.0,0.65,20.65,8017,0.0,2.0
1,1,39,1,1,1,1,52,4,5,5,2,1,2.0,0.82,21.47,5122,1.0,1.0
1,1,40,1,2,1,50,16,2,4,4,2,1,1.0,0.64,22.11,3104,0.0,1.0
1,1,41,1,2,2,12,18,4,3,3,2,1,1.0,0.36,22.47,3180,0.0,1.0
1,1,42,1,2,3,29,20,3,4,4,2,1,1.0,0.5,22.97,2131,0.0,1.0
1,1,43,1,1,1,35,32,5,4,5,1,1,1.0,0.48,23.45,5123,0.0,2.0
1,1,44,1,2,1,31,5,5,2,2,2,1,1.0,0.31,23.76,6095,0.0,2.0
1,1,45,1,2,2,29,5,2,5,5,2,1,1.0,0.53,24.29,2284,0.0,1.0
1,1,46,1,2,3,54,24,4,5,4,1,1,2.0,0.0,24.29,5227,1.0,2.0
1,1,47,1,2,4,17,2,3,4,4,2,1,1.0,0.67,24.96,6327,0.0,2.0
1,1,48,1,2,5,1,53,3,2,2,2,1,1.0,0.41,25.37,5216,0.0,1.0
1,1,49,1,1,1,28,2,5,3,3,2,1,2.0,0.75,26.12,4642,1.0,1.0
1,1,50,1,1,2,24,17,4,2,2,2,1,2.0,0.6,26.72,3080,1.0,1.0
1,1,51,1,1,3,21,49,5,2,2,2,1,2.0,0.07,26.79,1544,1.0,1.0
1,1,52,1,1,4,16,28,4,5,4,1,1,1.0,0.24,27.03,3904,0.0,2.0
1,1,53,1,2,1,38,13,2,3,3,2,1,1.0,0.49,27.52,4120,0.0,2.0
1,1,54,1,2,2,44,14,5,4,4,2,1,1.0,0.38,27.9,1240,0.0,1.0
1,1,55,1,2,3,50,15,5,4,4,2,1,1.0,0.57,28.47,2271,0.0,1.0
1,1,56,1,1,1,24,32,5,4,5,1,1,1.0,0.56,29.03,3367,0.0,2.0
1,1,57,1,1,2,49,29,2,4,2,1,1,1.0,0.7,29.73,3968,0.0,1.0
1,1,58,1,1,3,39,19,3,2,3,1,1,1.0,0.57,30.3,3776,0.0,1.0
1,1,59,1,1,4,19,35,3,5,3,1,1,1.0,0.42,30.72,7049,0.0,1.0
1,1,60,1,1,5,52,18,2,4,2,1,1,1.0,0.54,31.26,4478,0.0,1.0
1,1,61,1,2,1,49,42,2,4,2,1,1,2.0,0.02,31.28,1757,1.0,1.0
1,1,62,1,2,2,33,30,4,5,5,2,1,1.0,0.5,31.78,7255,0.0,2.0
1,1,63,1,1,1,15,43,2,5,2,1,1,1.0,0.49,32.27,17242,0.0,2.0
1,1,64,1,1,2,5,28,5,2,5,1,1,1.0,0.5,32.77,3813,0.0,1.0
1,1,65,1,2,1,35,37,5,3,5,1,1,2.0,0.35,33.12,6112,1.0,1.0
1,1,66,1,2,2,33,38,4,2,2,2,1,1.0,0.63,33.75,6823,0.0,2.0
1,1,67,1,2,3,42,47,5,2,2,2,1,1.0,0.28,34.03,1166,0.0,1.0
1,1,68,1,2,4,28,39,4,3,4,1,1,2.0,0.7,34.73,7903,1.0,2.0
1,1,69,1,1,1,54,33,4,3,4,1,1,1.0,0.61,35.34,8864,0.0,1.0
1,1,70,1,1,2,37,36,5,3,5,1,1,1.0,0.59,35.93,3520,0.0,1.0
1,1,71,1,1,3,10,8,5,4,5,1,1,1.0,0.57,36.5,2904,0.0,1.0
1,1,72,1,2,1,18,15,3,5,5,2,1,1.0,0.5,37.0,2105,0.0,2.0
1,1,73,1,1,1,46,22,4,3,4,1,1,1.0,0.58,37.58,2582,0.0,2.0
1,1,74,1,1,2,7,21,2,3,2,1,1,1.0,0.57,38.15,2513,0.0,1.0
1,1,75,1,1,3,52,32,2,3,2,1,1,1.0,0.47,38.62,10958,0.0,1.0
1,1,76,1,1,4,22,29,3,5,3,1,1,1.0,0.46,39.08,5174,0.0,1.0
1,1,77,1,1,5,25,22,4,3,3,2,1,2.0,0.36,39.44,3642,1.0,2.0
1,1,78,1,1,6,30,24,4,2,2,2,1,2.0,0.39,39.83,3129,1.0,1.0
1,1,79,1,2,1,30,41,5,2,5,1,1,2.0,0.56,40.39,8089,1.0,2.0
1,1,80,1,2,2,52,2,3,2,2,2,1,1.0,0.54,40.93,4248,0.0,2.0
1,1,81,1,2,3,44,8,3,5,3,1,1,2.0,1.18,42.11,5200,1.0,2.0
1,1,82,1,2,4,18,7,4,2,2,2,1,1.0,0.46,42.57,2239,0.0,2.0
1,1,83,1,2,5,17,42,3,4,3,1,1,2.0,0.79,43.36,3577,1.0,2.0
1,1,84,1,2,6,50,27,3,2,2,2,1,1.0,0.59,43.95,3740,0.0,2.0
1,1,1,2,2,1,51,7,5,2,2,2,1,1.0,0.61,44.56,2417,0.0,
1,1,2,2,2,2,42,2,4,2,2,2,1,1.0,0.38,44.94,2880,0.0,1.0
1,1,3,2,2,3,50,37,5,4,5,1,1,2.0,0.6,45.54,5883,1.0,2.0
1,1,4,2,2,4,33,54,2,3,3,2,1,1.0,0.53,46.07,3594,0.0,2.0
1,1,5,2,2,5,49,19,5,2,2,2,1,1.0,0.38,46.45,3065,0.0,1.0
1,1,6,2,2,6,31,54,3,2,3,1,1,2.0,0.15,46.6,6273,1.0,2.0
1,1,7,2,1,1,1,15,2,3,2,1,1,1.0,0.63,47.23,4056,0.0,1.0
1,1,8,2,1,2,17,33,2,3,2,1,1,1.0,0.48,47.71,2569,0.0,1.0
1,1,9,2,1,3,17,2,2,5,2,1,1,1.0,0.55,48.26,2337,0.0,1.0
1,1,10,2,1,4,29,9,2,5,2,1,1,1.0,0.51,48.77,2569,0.0,1.0
1,1,11,2,2,1,52,2,4,3,3,2,1,1.0,0.43,49.2,5768,0.0,2.0
1,1,12,2,2,2,18,10,3,2,2,2,1,1.0,0.43,49.63,4271,0.0,1.0
1,1,13,2,2,3,37,6,2,5,5,2,1,1.0,0.55,50.18,2247,0.0,1.0
1,1,14,2,2,4,5,43,5,2,2,2,1,1.0,0.39,50.57,3288,0.0,1.0
1,1,15,2,2,5,33,31,4,5,5,2,1,1.0,0.59,51.16,8103,0.0,1.0
1,1,16,2,1,1,30,2,3,5,5,2,1,2.0,0.77,51.93,3544,1.0,1.0
1,1,17,2,1,2,27,8,2,4,4,2,1,2.0,0.11,52.04,2281,1.0,1.0
1,1,18,2,1,3,18,6,2,5,5,2,1,2.0,0.37,52.41,1106,1.0,1.0
1,1,19,2,1,4,33,3,2,4,4,2,1,2.0,0.96,53.37,2649,1.0,1.0
1,1,20,2,1,5,16,2,4,2,2,2,1,2.0,0.26,53.63,1816,1.0,1.0
1,1,21,2,1,6,15,28,3,5,5,2,1,2.0,0.65,54.28,2112,1.0,1.0
1,1,22,2,2,1,11,38,3,5,5,2,1,1.0,0.53,54.81,3764,0.0,1.0
1,1,23,2,2,2,39,42,4,5,4,1,1,2.0,0.51,55.32,8985,1.0,2.0
1,1,24,2,1,1,6,20,5,2,2,2,1,2.0,0.03,55.35,6769,1.0,2.0
1,1,25,2,1,2,27,32,4,3,3,2,1,2.0,0.05,55.4,3240,1.0,1.0
