LEDIS1	Code = 100	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
100	2	1	0	2	1	5	2	5	4	4	2	1	NaN	0	0	4095	0	NaN
100	2	2	0	2	2	27	31	2	4	2	1	1	NaN	0	0	10405	1	2
100	2	3	0	2	3	23	27	4	2	2	2	1	NaN	0	0	4698	0	2
100	2	4	0	2	4	23	21	2	3	2	1	1	NaN	0	0	5451	1	2
100	2	5	0	2	5	4	3	4	5	5	2	1	NaN	0	0	14584	0	2
100	2	6	0	1	1	44	41	5	4	5	1	1	NaN	0	0	9365	0	2
100	2	7	0	1	2	4	5	2	5	2	1	1	NaN	0	0	3882	0	1
100	2	8	0	1	3	3	10	3	2	3	1	1	NaN	0	0	2141	0	1
100	2	9	0	1	4	5	48	5	4	5	1	1	NaN	0	0	3236	0	1
100	2	10	0	2	1	32	54	3	4	4	2	1	NaN	0	0	4496	0	2
100	2	1	1	2	1	29	48	3	2	2	2	1	2	3.000000e-01	3.000000e-01	8118	0	NaN
100	2	2	1	2	2	4	21	3	4	4	2	1	2	5.600000e-01	8.600000e-01	5775	0	1
100	2	3	1	2	3	42	31	5	2	2	2	1	2	6.400000e-01	1.500000e+00	2278	0	1
100	2	4	1	2	4	21	16	2	5	5	2	1	2	1.060000e+00	2.560000e+00	2224	0	1
100	2	5	1	2	5	46	48	5	4	4	2	1	2	1.060000e+00	3.620000e+00	8028	0	1
100	2	6	1	1	1	8	16	4	2	2	2	1	1	5.000000e-01	4.120000e+00	2088	1	1
100	2	7	1	1	2	14	22	5	3	5	1	1	2	6.500000e-01	4.770000e+00	2779	0	2
100	2	8	1	1	3	20	52	2	3	2	1	1	2	5.800000e-01	5.350000e+00	3345	0	1
100	2	9	1	1	4	53	2	2	3	2	1	1	2	4.100000e-01	5.760000e+00	1481	0	1
100	2	10	1	2	1	13	11	5	2	5	1	1	1	5.900000e-01	6.350000e+00	3945	1	1
100	2	11	1	1	1	3	2	3	4	4	2	1	1	4.300000e-01	6.780000e+00	2689	1	2
100	2	12	1	2	1	19	44	2	4	4	2	1	2	1.530000e+00	8.310000e+00	7042	0	1
100	2	13	1	2	2	18	52	5	2	5	1	1	1	4.800000e-01	8.790000e+00	3110	1	2
100	2	14	1	2	3	15	44	5	3	3	2	1	2	5.500000e-01	9.340000e+00	5816	0	2
100	2	15	1	2	4	24	2	4	5	4	1	1	1	6.300000e-01	9.970000e+00	6004	1	2
100	2	16	1	1	1	25	42	2	3	2	1	1	2	5.300000e-01	1.050000e+01	2698	0	1
100	2	17	1	1	2	26	21	2	4	2	1	1	2	4.500000e-01	1.095000e+01	5084	0	1
100	2	18	1	1	3	52	22	3	2	3	1	1	2	1.100000e-01	1.106000e+01	8629	0	1
100	2	19	1	1	4	26	23	3	5	5	2	1	1	5.300000e-01	1.159000e+01	4170	1	2
100	2	20	1	1	5	28	14	4	2	4	1	1	2	8.400000e-01	1.243000e+01	5400	0	2
100	2	21	1	2	1	2	30	3	5	3	1	1	1	6.900000e-01	1.312000e+01	7446	1	1
100	2	22	1	2	2	45	11	4	2	4	1	1	1	4.200000e-01	1.354000e+01	9561	1	1
100	2	23	1	1	1	38	9	3	5	5	2	1	1	6.000000e-01	1.414000e+01	3815	1	2
