LEDIS1	Code = 69	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
69	1	1	0	1	1	44	28	2	4	2	1	1	NaN	0	0	1631	0	NaN
69	1	2	0	1	2	46	43	3	2	2	2	1	NaN	0	0	11463	1	2
69	1	3	0	1	3	22	25	5	2	2	2	1	NaN	0	0	1195	1	1
69	1	4	0	1	4	31	4	4	3	5	0	0	NaN	0	0	3618	NaN	NaN
69	1	5	0	2	1	25	4	4	2	5	0	0	NaN	0	0	2290	NaN	NaN
69	1	6	0	2	2	19	48	4	2	5	0	0	NaN	0	0	2687	NaN	NaN
69	1	7	0	2	3	31	30	2	5	2	1	1	NaN	0	0	4208	1	NaN
69	1	8	0	1	1	17	19	5	2	2	2	1	NaN	0	0	4010	1	2
69	1	9	0	1	2	39	41	2	3	2	1	1	NaN	0	0	8523	0	2
69	1	10	0	2	1	8	3	5	4	4	2	1	NaN	0	0	1842	0	2
69	1	1	1	1	1	19	43	3	4	3	1	1	1	4.500000e-01	4.500000e-01	7831	0	NaN
69	1	2	1	1	2	35	26	4	5	4	1	1	1	3.000000e-01	7.500000e-01	7478	0	1
69	1	3	1	1	3	49	54	5	3	5	1	1	1	5.100000e-01	1.260000e+00	5894	0	1
69	1	4	1	1	4	2	9	4	3	4	1	1	1	5.300000e-01	1.790000e+00	5036	0	1
69	1	5	1	2	1	18	3	4	3	2	0	0	0	0	1.790000e+00	2125	NaN	NaN
69	1	6	1	2	2	40	22	3	5	5	2	1	1	3.600000e-01	2.150000e+00	6046	0	NaN
69	1	7	1	2	3	21	15	4	2	4	1	1	2	1.060000e+00	3.210000e+00	1210	1	2
69	1	8	1	1	1	42	4	4	5	5	2	1	2	1.060000e+00	4.270000e+00	1572	1	2
69	1	9	1	1	2	31	42	4	3	3	2	1	2	4.800000e-01	4.750000e+00	3600	1	1
69	1	10	1	2	1	8	20	2	3	2	1	1	2	6.500000e-01	5.400000e+00	3915	1	2
69	1	11	1	2	2	52	15	4	2	2	2	1	1	5.200000e-01	5.920000e+00	6137	0	2
69	1	12	1	2	3	29	54	4	2	2	2	1	1	4.800000e-01	6.400000e+00	1280	0	1
69	1	13	1	2	4	32	34	5	3	5	1	1	2	8.400000e-01	7.240000e+00	859	1	2
