LEDIS1	Code = 11	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
11	1	1	0	2	1	53	13	5	2	2	2	1	NaN	0	0	13214	0	NaN
11	1	2	0	1	1	44	45	2	5	2	1	1	NaN	0	0	7342	0	2
11	1	3	0	1	2	41	47	3	4	3	1	1	NaN	0	0	14385	0	1
11	1	4	0	1	3	18	8	4	5	4	1	1	NaN	0	0	25453	0	1
11	1	5	0	1	4	26	50	5	2	2	2	1	NaN	0	0	7167	1	2
11	1	6	0	1	5	51	23	2	4	2	1	1	NaN	0	0	3097	0	2
11	1	7	0	1	6	54	27	2	4	5	0	0	NaN	0	0	3426	NaN	NaN
11	1	8	0	2	1	25	34	4	3	4	1	1	NaN	0	0	7243	1	NaN
11	1	9	0	2	2	18	26	3	4	4	2	1	NaN	0	0	2559	0	2
11	1	10	0	2	3	49	24	2	5	5	2	1	NaN	0	0	12006	0	1
11	1	1	1	2	1	25	19	2	4	4	2	1	1	3.800000e-01	3.800000e-01	6488	0	NaN
11	1	2	1	1	1	10	29	4	3	4	1	1	1	5.300000e-01	9.100000e-01	4318	0	2
11	1	3	1	1	2	54	31	3	5	3	1	1	1	3.500000e-01	1.260000e+00	26284	0	1
11	1	4	1	1	3	29	31	4	3	3	2	1	2	3.400000e-01	1.600000e+00	3645	1	2
11	1	5	1	1	4	49	28	2	4	2	1	1	1	3.900000e-01	1.990000e+00	6170	0	2
11	1	6	1	1	5	38	30	2	5	2	1	1	1	3.600000e-01	2.350000e+00	4875	0	1
11	1	7	1	1	6	31	38	3	5	3	1	1	1	3.800000e-01	2.730000e+00	16863	0	1
11	1	8	1	2	1	53	10	3	4	3	1	1	2	3.100000e-01	3.040000e+00	2462	1	1
11	1	9	1	2	2	49	10	4	5	5	2	1	1	5.200000e-01	3.560000e+00	7097	0	2
11	1	10	1	2	3	41	9	5	4	4	2	1	1	4.900000e-01	4.050000e+00	8619	0	1
11	1	11	1	2	4	13	17	3	2	2	2	1	1	6.300000e-01	4.680000e+00	4402	0	1
11	1	12	1	1	1	47	46	3	2	3	1	1	1	4.700000e-01	5.150000e+00	8018	0	2
11	1	13	1	1	2	18	30	4	5	4	1	1	1	3.200000e-01	5.470000e+00	7011	0	1
11	1	14	1	2	1	9	17	4	5	4	1	1	2	5.000000e-01	5.970000e+00	12642	1	1
11	1	15	1	2	2	14	19	4	5	4	1	1	2	5.300000e-01	6.500000e+00	3444	1	1
11	1	16	1	2	3	2	15	3	4	3	1	1	2	6.500000e-01	7.150000e+00	4459	1	1
11	1	17	1	2	4	40	13	2	5	2	1	1	2	7.400000e-01	7.890000e+00	3890	1	1
11	1	18	1	2	5	7	35	4	3	4	1	1	2	1.100000e+00	8.990000e+00	1572	1	1
11	1	19	1	1	1	23	18	5	2	2	2	1	2	2.400000e-01	9.230000e+00	4724	1	2
11	1	20	1	1	2	54	19	2	3	3	2	1	2	6.200000e-01	9.850000e+00	3554	1	1
11	1	21	1	1	3	10	37	5	3	3	2	1	2	4.900000e-01	1.034000e+01	4275	1	1
11	1	22	1	2	1	19	2	3	4	3	1	1	2	2.300000e-01	1.057000e+01	4579	1	2
11	1	23	1	2	2	17	22	4	3	4	1	1	2	1.510000e+00	1.208000e+01	2225	1	1
11	1	24	1	2	3	18	46	4	5	4	1	1	2	3.800000e-01	1.246000e+01	2701	1	1
11	1	25	1	1	1	4	10	2	3	2	1	1	1	3.300000e-01	1.279000e+01	2611	0	1
11	1	26	1	1	2	30	32	5	4	4	2	1	2	1.330000e+00	1.412000e+01	6174	1	2
11	1	27	1	1	3	41	35	2	3	3	2	1	2	6.500000e-01	1.477000e+01	4067	1	1
11	1	28	1	1	4	8	53	5	3	3	2	1	2	7.900000e-01	1.556000e+01	4737	1	1
11	1	29	1	2	1	8	46	4	3	4	1	1	2	1.100000e+00	1.666000e+01	1892	1	2
11	1	30	1	2	2	37	30	5	3	5	1	1	2	8.000000e-02	1.674000e+01	4461	1	1
11	1	31	1	2	3	38	4	3	5	4	0	0	0	0	1.674000e+01	2813	NaN	NaN
11	1	32	1	2	4	48	16	5	2	5	1	1	2	5.600000e-01	1.730000e+01	3016	1	NaN
11	1	33	1	2	5	24	15	2	4	2	1	1	2	4.300000e-01	1.773000e+01	2756	1	1
11	1	34	1	2	6	29	54	5	2	5	1	1	2	1.060000e+00	1.879000e+01	3890	1	1
11	1	35	1	1	1	46	49	2	3	3	2	1	2	4.900000e-01	1.928000e+01	2690	1	2
11	1	36	1	2	1	22	8	5	3	5	1	1	2	7.500000e-01	2.003000e+01	1825	1	2
11	1	37	1	2	2	48	3	5	2	5	1	1	2	1.600000e-01	2.019000e+01	4497	1	1
11	1	38	1	1	1	12	2	3	4	4	2	1	2	1.900000e-01	2.038000e+01	4258	1	2
11	1	39	1	1	2	54	29	2	4	4	2	1	2	6.500000e-01	2.103000e+01	1606	1	1
11	1	40	1	1	3	18	16	5	3	3	2	1	2	5.500000e-01	2.158000e+01	4277	1	1
11	1	41	1	1	4	5	53	3	5	5	2	1	2	1.370000e+00	2.295000e+01	2482	1	1
11	1	42	1	1	5	21	8	2	3	3	2	1	2	3.700000e-01	2.332000e+01	9974	1	1
11	1	43	1	2	1	1	29	5	4	5	1	1	2	1.540000e+00	2.486000e+01	1810	1	2
11	1	44	1	2	2	49	9	3	4	3	1	1	2	1.210000e+00	2.607000e+01	1681	1	1
11	1	45	1	2	3	20	11	4	2	4	1	1	2	2.300000e-01	2.630000e+01	2387	1	1
11	1	46	1	2	4	30	44	3	2	3	1	1	2	4.100000e-01	2.671000e+01	2594	1	1
11	1	47	1	1	1	18	28	2	5	5	2	1	2	5.000000e-01	2.721000e+01	5281	1	2
11	1	48	1	1	2	8	28	3	2	2	2	1	2	8.900000e-01	2.810000e+01	3473	1	1
11	1	49	1	1	3	49	18	5	4	4	2	1	2	1.600000e-01	2.826000e+01	8068	1	1
11	1	50	1	1	4	33	20	4	5	5	2	1	2	1.600000e-01	2.842000e+01	3810	1	1
11	1	51	1	1	5	5	25	3	2	2	2	1	2	4.100000e-01	2.883000e+01	3107	1	1
11	1	52	1	2	1	33	52	4	2	4	1	1	2	4.900000e-01	2.932000e+01	2785	1	2
11	1	53	1	2	2	36	37	3	5	3	1	1	2	6.300000e-01	2.995000e+01	5236	1	1
11	1	54	1	2	3	7	35	5	2	5	1	1	2	1	3.095000e+01	3921	1	1
11	1	55	1	2	4	7	26	4	3	4	1	1	2	7.900000e-01	3.174000e+01	2317	1	1
11	1	56	1	2	5	9	36	3	4	3	1	1	2	8.300000e-01	3.257000e+01	2660	1	1
11	1	57	1	1	1	18	1	5	2	5	1	1	1	6.000000e-01	3.317000e+01	7730	0	1
11	1	58	1	1	2	45	20	2	5	5	2	1	2	8.000000e-01	3.397000e+01	3393	1	2
11	1	59	1	1	3	3	46	3	2	2	2	1	2	1.120000e+00	3.509000e+01	2966	1	1
11	1	60	1	1	4	54	3	5	2	2	2	1	2	6.500000e-01	3.574000e+01	3955	1	1
11	1	61	1	2	1	15	40	3	2	3	1	1	2	1.800000e-01	3.592000e+01	5970	1	2
11	1	62	1	2	2	15	12	2	4	2	1	1	2	4.300000e-01	3.635000e+01	2750	1	1
11	1	63	1	2	3	27	7	2	4	2	1	1	2	7.200000e-01	3.707000e+01	1669	1	1
11	1	64	1	2	4	31	8	5	4	5	1	1	2	5.600000e-01	3.763000e+01	6910	1	1
11	1	65	1	2	5	46	15	3	4	3	1	1	2	2.200000e-01	3.785000e+01	3476	1	1
11	1	66	1	2	6	10	30	4	2	4	1	1	2	1.900000e-01	3.804000e+01	4819	1	1
11	1	67	1	1	1	18	26	2	5	5	2	1	2	4.800000e-01	3.852000e+01	1714	1	2
11	1	68	1	1	2	6	18	4	3	3	2	1	2	6.800000e-01	3.920000e+01	2961	1	1
11	1	69	1	1	3	33	11	2	5	5	2	1	2	3.400000e-01	3.954000e+01	1219	1	1
11	1	70	1	2	1	47	11	4	2	4	1	1	2	2.600000e-01	3.980000e+01	3405	1	2
11	1	71	1	2	2	39	42	2	3	2	1	1	2	4.800000e-01	4.028000e+01	7474	1	1
11	1	72	1	2	3	49	20	5	4	5	1	1	2	4.200000e-01	4.070000e+01	1603	1	1
11	1	73	1	1	1	17	22	5	4	4	2	1	2	5.000000e-02	4.075000e+01	3140	1	2
11	1	74	1	1	2	28	50	5	3	4	0	0	0	0	4.075000e+01	1681	NaN	NaN
11	1	75	1	2	1	36	23	2	3	2	1	1	2	1.110000e+00	4.186000e+01	3988	1	NaN
11	1	76	1	1	1	33	21	5	3	3	2	1	2	7.100000e-01	4.257000e+01	3971	1	2
11	1	77	1	2	1	38	48	4	2	4	1	1	2	1.100000e+00	4.367000e+01	3971	1	2
11	1	78	1	2	2	44	7	3	5	3	1	1	2	2.700000e-01	4.394000e+01	5475	1	1
11	1	79	1	1	1	48	23	2	5	5	2	1	2	8.800000e-01	4.482000e+01	3602	1	2
11	1	80	1	1	2	19	26	2	4	4	2	1	2	5.200000e-01	4.534000e+01	8794	1	1
11	1	81	1	1	3	26	45	3	5	5	2	1	2	1.400000e-01	4.548000e+01	3445	1	1
11	1	82	1	1	4	7	47	4	2	2	2	1	2	4.600000e-01	4.594000e+01	1937	1	1
11	1	83	1	1	5	40	52	4	2	2	2	1	2	1.010000e+00	4.695000e+01	3649	1	1
11	1	84	1	1	6	52	30	4	5	5	2	1	2	4.000000e-02	4.699000e+01	1618	1	1
11	1	1	2	1	1	46	33	5	4	4	2	1	2	1.800000e-01	4.717000e+01	10548	1	NaN
11	1	2	2	2	1	46	20	5	2	5	1	1	2	1.130000e+00	4.830000e+01	2736	1	2
11	1	3	2	2	2	16	37	3	4	3	1	1	2	7.000000e-02	4.837000e+01	3906	1	1
11	1	4	2	1	1	29	34	5	4	4	2	1	2	3.100000e-01	4.868000e+01	3445	1	2
