LEDIS1	Code = 3	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
3	1	1	0	2	1	24	11	3	4	3	1	1	NaN	0	0	11285	1	NaN
3	1	2	0	2	2	23	10	3	2	3	1	1	NaN	0	0	2765	1	1
3	1	3	0	2	3	4	20	5	4	5	1	1	NaN	0	0	9579	1	1
3	1	4	0	2	4	22	21	5	3	3	2	1	NaN	0	0	10146	0	2
3	1	5	0	1	1	49	22	2	3	3	2	1	NaN	0	0	5842	1	1
3	1	6	0	1	2	27	3	5	3	3	2	1	NaN	0	0	2365	1	1
3	1	7	0	2	1	39	52	3	2	2	2	1	NaN	0	0	7948	0	1
3	1	8	0	2	2	31	34	3	4	3	1	1	NaN	0	0	6796	1	2
3	1	9	0	1	1	38	17	4	2	2	2	1	NaN	0	0	2378	1	2
3	1	10	0	2	1	9	17	3	4	4	2	1	NaN	0	0	2960	0	1
3	1	1	1	2	1	8	29	4	2	4	1	1	2	9.700000e-01	9.700000e-01	10112	1	NaN
3	1	2	1	2	2	4	9	3	2	3	1	1	2	6.000000e-01	1.570000e+00	2528	1	1
3	1	3	1	2	3	14	26	3	5	3	1	1	2	6.200000e-01	2.190000e+00	4464	1	1
3	1	4	1	2	4	33	24	2	3	3	2	1	1	6.400000e-01	2.830000e+00	11163	0	2
3	1	5	1	1	1	43	52	2	3	2	1	1	1	4.700000e-01	3.300000e+00	17785	0	2
3	1	6	1	1	2	28	36	4	3	4	1	1	1	4.800000e-01	3.780000e+00	12279	0	1
3	1	7	1	2	1	29	28	5	4	5	1	1	2	1.700000e-01	3.950000e+00	4633	1	1
3	1	8	1	2	2	38	36	4	3	4	1	1	2	6.300000e-01	4.580000e+00	17053	1	1
3	1	9	1	1	1	2	35	5	3	5	1	1	1	4.400000e-01	5.020000e+00	3288	0	1
