LEDIS1	Code = 63	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
63	1	1	0	1	1	43	32	3	5	5	2	1	NaN	0	0	5275	1	NaN
63	1	2	0	1	2	11	31	3	2	3	1	1	NaN	0	0	1601	0	2
63	1	3	0	2	1	28	35	2	5	2	1	1	NaN	0	0	1578	1	1
63	1	4	0	2	2	9	10	5	4	4	2	1	NaN	0	0	1663	0	2
63	1	5	0	2	3	18	48	3	5	3	1	1	NaN	0	0	3407	1	2
63	1	6	0	2	4	17	20	3	5	3	1	1	NaN	0	0	6710	1	1
63	1	7	0	2	5	14	15	2	4	4	2	1	NaN	0	0	4215	0	2
63	1	8	0	2	6	31	32	2	4	2	1	1	NaN	0	0	1487	1	2
63	1	9	0	1	1	17	52	5	2	5	1	1	NaN	0	0	3837	0	1
63	1	10	0	1	2	30	22	5	2	2	2	1	NaN	0	0	2180	1	2
