LEDIS1	Code = 94	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
94	2	1	0	1	1	50	20	5	4	4	2	1	NaN	0	0	9110	1	NaN
94	2	2	0	1	2	23	21	3	4	4	2	1	NaN	0	0	6717	1	1
94	2	3	0	1	3	11	42	4	2	2	2	1	NaN	0	0	1853	1	1
94	2	4	0	1	4	13	38	2	4	4	2	1	NaN	0	0	4848	1	1
94	2	5	0	1	5	36	2	4	5	5	2	1	NaN	0	0	3452	1	1
94	2	6	0	1	6	17	28	3	4	4	2	1	NaN	0	0	3343	1	1
94	2	7	0	2	1	9	41	5	3	3	2	1	NaN	0	0	2103	0	1
94	2	8	0	1	1	43	5	2	4	4	2	1	NaN	0	0	1920	1	1
94	2	9	0	1	2	15	45	3	4	4	2	1	NaN	0	0	2136	1	1
94	2	10	0	2	1	34	45	4	3	3	2	1	NaN	0	0	5265	0	1
94	2	1	1	1	1	42	43	2	5	2	1	1	2	3.000000e-01	3.000000e-01	2521	0	NaN
94	2	2	1	1	2	48	41	5	4	4	2	1	1	3.000000e-01	6.000000e-01	3072	1	2
94	2	3	1	1	3	48	40	5	3	5	1	1	2	5.600000e-01	1.160000e+00	3418	0	2
94	2	4	1	1	4	46	16	4	3	3	2	1	1	5.300000e-01	1.690000e+00	2430	1	2
94	2	5	1	1	5	51	16	2	3	3	2	1	1	3.600000e-01	2.050000e+00	2330	1	1
94	2	6	1	1	6	36	22	5	2	5	1	1	2	1.060000e+00	3.110000e+00	5858	0	2
94	2	7	1	2	1	5	23	3	5	5	2	1	2	1.060000e+00	4.170000e+00	3197	0	2
94	2	8	1	1	1	35	24	4	2	2	2	1	1	5.000000e-01	4.670000e+00	4082	1	1
94	2	9	1	1	2	18	26	2	4	2	1	1	2	6.500000e-01	5.320000e+00	2372	0	2
94	2	10	1	2	1	12	20	4	5	5	2	1	2	5.800000e-01	5.900000e+00	1978	0	2
94	2	11	1	2	2	34	12	3	5	5	2	1	2	4.100000e-01	6.310000e+00	3696	0	1
94	2	12	1	2	3	33	25	5	3	4	0	0	0	0	6.310000e+00	2010	NaN	NaN
94	2	13	1	1	1	6	32	3	2	3	1	1	2	8.400000e-01	7.150000e+00	3035	0	NaN
94	2	14	1	2	1	27	36	2	4	4	2	1	2	2.200000e-01	7.370000e+00	3047	0	2
94	2	15	1	2	2	45	30	5	2	2	2	1	2	1.530000e+00	8.900000e+00	2098	0	1
94	2	16	1	2	3	44	32	4	3	3	2	1	2	4.400000e-01	9.340000e+00	3411	0	1
94	2	17	1	2	4	41	47	2	5	5	2	1	2	5.500000e-01	9.890000e+00	4593	0	1
94	2	18	1	2	5	19	45	5	4	4	2	1	2	1	1.089000e+01	2767	0	1
94	2	19	1	1	1	49	15	3	2	3	1	1	2	5.300000e-01	1.142000e+01	4318	0	2
94	2	20	1	1	2	40	15	5	3	5	1	1	2	4.500000e-01	1.187000e+01	5302	0	1
94	2	21	1	1	3	33	51	4	5	5	2	1	1	4.000000e-01	1.227000e+01	17303	1	2
94	2	22	1	1	4	39	23	4	2	4	1	1	2	6.400000e-01	1.291000e+01	6577	0	2
94	2	23	1	1	5	29	21	5	2	5	1	1	2	8.400000e-01	1.375000e+01	5367	0	1
94	2	24	1	2	1	12	17	3	2	3	1	1	1	6.900000e-01	1.444000e+01	5245	1	1
94	2	25	1	2	2	40	26	2	3	3	2	1	2	1.700000e-01	1.461000e+01	3689	0	2
94	2	26	1	2	3	44	14	3	4	4	2	1	2	9.000000e-01	1.551000e+01	2843	0	1
94	2	27	1	2	4	41	18	2	3	3	2	1	2	1.090000e+00	1.660000e+01	9903	0	1
94	2	28	1	1	1	35	16	4	3	3	2	1	1	3.100000e-01	1.691000e+01	2224	1	1
94	2	29	1	1	2	7	1	2	4	4	2	1	1	3.300000e-01	1.724000e+01	5053	1	1
94	2	30	1	1	3	22	8	2	3	3	2	1	1	5.700000e-01	1.781000e+01	1944	1	1
94	2	31	1	1	4	48	51	2	5	5	2	1	1	4.500000e-01	1.826000e+01	3576	1	1
94	2	32	1	2	1	26	32	2	5	5	2	1	2	8.300000e-01	1.909000e+01	4399	0	1
94	2	33	1	2	2	23	53	5	3	3	2	1	2	8.800000e-01	1.997000e+01	5908	0	1
94	2	34	1	1	1	13	4	2	5	5	2	1	1	5.800000e-01	2.055000e+01	3742	1	1
94	2	35	1	1	2	8	9	4	3	3	2	1	1	6.500000e-01	2.120000e+01	3990	1	1
94	2	36	1	1	3	30	34	2	4	4	2	1	1	5.800000e-01	2.178000e+01	3307	1	1
94	2	37	1	2	1	48	15	3	5	3	1	1	1	6.400000e-01	2.242000e+01	5388	1	2
94	2	38	1	2	2	14	28	4	3	4	1	1	1	3.600000e-01	2.278000e+01	3401	1	1
94	2	39	1	2	3	32	40	3	5	5	2	1	2	4.900000e-01	2.327000e+01	2918	0	2
94	2	40	1	2	4	19	26	2	3	3	2	1	2	4.300000e-01	2.370000e+01	5543	0	1
94	2	41	1	2	5	53	20	3	4	3	1	1	1	3.100000e-01	2.401000e+01	6847	1	2
94	2	42	1	2	6	3	14	4	3	3	2	1	2	6.200000e-01	2.463000e+01	1554	0	2
94	2	43	1	1	1	41	5	3	2	2	2	1	1	3.800000e-01	2.501000e+01	1417	1	1
94	2	44	1	1	2	14	4	3	4	3	1	1	2	1.170000e+00	2.618000e+01	2750	0	2
94	2	45	1	1	3	3	40	3	4	3	1	1	2	1.200000e-01	2.630000e+01	6149	0	1
94	2	46	1	1	4	31	19	4	5	5	2	1	1	5.600000e-01	2.686000e+01	1237	1	2
94	2	47	1	1	5	44	45	4	5	4	1	1	2	6.000000e-01	2.746000e+01	2136	0	2
94	2	48	1	1	6	29	47	2	5	5	2	1	1	3.900000e-01	2.785000e+01	1032	1	2
94	2	49	1	2	1	5	8	4	2	2	2	1	2	4.700000e-01	2.832000e+01	1364	0	1
94	2	50	1	2	2	21	46	2	3	3	2	1	2	2.000000e-02	2.834000e+01	1587	0	1
94	2	51	1	2	3	48	51	2	4	4	2	1	2	7.900000e-01	2.913000e+01	7401	0	1
94	2	52	1	2	4	27	52	2	3	2	1	1	1	5.600000e-01	2.969000e+01	2967	1	2
94	2	53	1	1	1	34	10	4	2	4	1	1	2	1.300000e+00	3.099000e+01	5461	0	1
94	2	54	1	1	2	39	26	4	5	4	1	1	2	7.800000e-01	3.177000e+01	3144	0	1
94	2	55	1	1	3	7	13	2	4	2	1	1	2	2.000000e-01	3.197000e+01	1505	0	1
94	2	56	1	1	4	53	40	5	4	5	1	1	2	6.800000e-01	3.265000e+01	3866	0	1
94	2	57	1	2	1	46	7	5	2	2	2	1	2	2.000000e-02	3.267000e+01	9484	0	2
94	2	58	1	2	2	54	29	3	4	3	1	1	1	5.000000e-01	3.317000e+01	3406	1	2
94	2	59	1	2	3	53	7	5	4	4	2	1	2	4.800000e-01	3.365000e+01	6491	0	2
94	2	60	1	2	4	11	7	5	3	3	2	1	2	5.000000e-01	3.415000e+01	2429	0	1
94	2	61	1	2	5	27	8	5	3	5	1	1	1	4.600000e-01	3.461000e+01	1041	1	2
94	2	62	1	1	1	22	25	4	2	4	1	1	2	1.020000e+00	3.563000e+01	6861	0	1
94	2	63	1	1	2	45	13	4	5	4	1	1	2	7.000000e-01	3.633000e+01	1616	0	1
94	2	64	1	1	3	20	52	3	2	2	2	1	1	6.100000e-01	3.694000e+01	1709	1	2
94	2	65	1	2	1	18	3	4	3	3	2	1	2	8.400000e-01	3.778000e+01	1166	0	1
94	2	66	1	1	1	25	34	2	5	2	1	1	2	7.700000e-01	3.855000e+01	2421	0	2
94	2	67	1	1	2	36	37	5	2	2	2	1	1	5.000000e-01	3.905000e+01	4570	1	2
94	2	68	1	1	3	16	12	3	5	3	1	1	2	8.200000e-01	3.987000e+01	2304	0	2
94	2	69	1	1	4	37	12	4	2	4	1	1	2	7.700000e-01	4.064000e+01	6890	0	1
94	2	70	1	1	5	27	45	3	5	3	1	1	2	3.800000e-01	4.102000e+01	6340	0	1
94	2	71	1	2	1	36	14	4	5	5	2	1	2	3.200000e-01	4.134000e+01	4179	0	2
94	2	72	1	2	2	31	10	2	4	4	2	1	2	3.600000e-01	4.170000e+01	5250	0	1
94	2	73	1	2	3	44	1	5	3	4	0	0	0	0	4.170000e+01	8532	NaN	NaN
94	2	74	1	2	4	34	52	4	2	2	2	1	2	3.900000e-01	4.209000e+01	2624	0	NaN
94	2	75	1	2	5	44	5	5	2	5	1	1	1	5.100000e-01	4.260000e+01	7845	1	2
94	2	76	1	2	6	17	40	3	5	3	1	1	1	5.400000e-01	4.314000e+01	2752	1	1
94	2	77	1	1	1	31	5	5	4	4	2	1	1	6.700000e-01	4.381000e+01	2136	1	2
94	2	78	1	1	2	29	37	5	4	5	1	1	2	3.300000e-01	4.414000e+01	1424	0	2
94	2	79	1	2	1	40	28	5	2	2	2	1	2	7.900000e-01	4.493000e+01	1331	0	2
94	2	80	1	2	2	19	8	3	2	3	1	1	1	5.900000e-01	4.552000e+01	4212	1	2
94	2	81	1	2	3	47	4	3	4	4	2	1	2	9.400000e-01	4.646000e+01	2065	0	2
94	2	82	1	1	1	27	40	3	2	2	2	1	1	3.800000e-01	4.684000e+01	5731	1	1
94	2	83	1	2	1	24	45	3	4	4	2	1	2	6.000000e-01	4.744000e+01	2444	0	1
94	2	84	1	2	2	24	30	5	4	4	2	1	2	6.100000e-01	4.805000e+01	5151	0	1
94	2	1	2	2	1	3	13	3	4	3	1	1	1	3.800000e-01	4.843000e+01	2516	1	NaN
94	2	2	2	1	1	43	27	5	3	5	1	1	2	1.500000e-01	4.858000e+01	4892	0	1
94	2	3	2	1	2	9	15	4	3	3	2	1	1	6.300000e-01	4.921000e+01	2878	1	2
94	2	4	2	1	3	23	11	2	3	2	1	1	2	4.400000e-01	4.965000e+01	1840	0	2
94	2	5	2	1	4	22	38	5	4	4	2	1	1	5.500000e-01	5.020000e+01	1924	1	2
94	2	6	2	2	1	32	20	5	3	3	2	1	2	5.400000e-01	5.074000e+01	4013	0	1
94	2	7	2	2	2	41	53	3	4	3	1	1	1	4.300000e-01	5.117000e+01	5609	1	2
94	2	8	2	2	3	43	4	4	2	2	2	1	2	2.400000e-01	5.141000e+01	2942	0	2
94	2	9	2	2	4	1	14	4	2	4	1	1	1	5.500000e-01	5.196000e+01	8269	1	2
94	2	10	2	2	5	12	50	3	5	3	1	1	1	3.900000e-01	5.235000e+01	1784	1	1
94	2	11	2	2	6	44	34	5	2	2	2	1	2	8.700000e-01	5.322000e+01	5494	0	2
94	2	12	2	1	1	32	40	4	3	3	2	1	1	5.700000e-01	5.379000e+01	5942	1	1
94	2	13	2	1	2	49	46	5	2	5	1	1	2	1.100000e-01	5.390000e+01	1991	0	2
94	2	14	2	2	1	51	36	3	5	5	2	1	2	3.700000e-01	5.427000e+01	4813	0	2
