participant_id,best_nll,best_initial_guess,best_parameters,AIC,BIC,window_id,window_start,window_end
1,6.137647057286063,"[0.6757938645357339, 0.2036359977921166]",[0.59999999 0.49999999],16.275294114572127,16.4341771979318,1,1,10
2,1.3870944011225566,"[0.6720629081084758, 0.9563180126714849]",[9.999e-01 1.000e-04],6.7741888022451135,7.168637956917552,1,1,10
3,6.166751099023524,"[0.6243722643835876, 0.7900007615284411]",[5.71428575e-01 1.00000000e-04],16.33350219804705,16.727951352719487,1,1,10
4,7.552945455143083,"[0.3885784757326996, 0.4980202882238308]",[0.42857143 0.49999999],19.105890910286163,19.711061096274257,1,1,10
5,4.25730859913942,"[0.5301609843502679, 0.9318210525670875]",[0.85714285 0.9999    ],12.51461719827884,13.119787384266932,1,1,10
6,5.205579380889433,"[0.8141342129004584, 0.12673866569807876]",[6.66666665e-01 1.00000000e-04],14.411158761778866,14.805607916451304,1,1,10
7,5.884975518070357,"[0.9634613772215596, 0.7544460631223094]",[0.25       0.74999999],15.769951036140714,16.164400190813154,1,1,10
8,5.545277449479895,"[0.09312688923279408, 0.21639436901140888]",[5.e-01 1.e-04],15.09055489895979,15.24943798231946,1,1,10
9,5.88507552307069,"[0.18261705432951678, 0.035242914344010084]",[2.49999995e-01 1.00000000e-04],15.77015104614138,16.375321232129473,1,1,10
10,4.089761619318051,"[0.2028982673904563, 0.9431691717413888]",[0.16666666 0.9999    ],12.179523238636103,12.338406321995773,1,1,10
11,6.166751099023523,"[0.49947102876868044, 0.7520176771612929]",[4.28571428e-01 1.00000000e-04],16.333502198047047,16.727951352719487,1,1,10
12,4.0898616243183845,"[0.8636942008635273, 0.9714858988802276]",[1.66666662e-01 1.00000000e-04],12.179723248636769,12.574172403309209,1,1,10
13,4.25730859913942,"[0.9595202354946061, 0.35086747823094777]",[8.57142854e-01 1.00000000e-04],12.51461719827884,13.119787384266932,1,1,10
14,4.0898616243183845,"[0.622530690734372, 0.8349467569519505]",[8.33333333e-01 1.00000000e-04],12.179723248636769,12.574172403309209,1,1,10
15,4.751452701166505,"[0.9851791125868097, 0.9952642849750329]",[3.99999995e-01 1.00000000e-04],13.50290540233301,13.394725700443637,1,1,10
16,6.06842558824411,"[0.1393817431876773, 0.9788134129453688]",[0.5        0.33333334],16.13685117648822,16.29573425984789,1,1,10
17,6.166751099023524,"[0.9512902273766566, 0.5050267167678262]",[5.71428568e-01 1.00000000e-04],16.33350219804705,16.727951352719487,1,1,10
18,6.96047584233658,"[0.28920169705591714, 0.5722557940872436]",[0.71428571 0.50000001],17.92095168467316,18.52612187066125,1,1,10
19,3.6359349545961237,"[0.17373218802530901, 0.686458111621162]",[7.50000001e-01 1.00000000e-04],11.271869909192247,11.43075299255192,1,1,10
20,5.545277449479895,"[0.6728457452736883, 0.8231794684814583]",[0.5    0.9999],15.09055489895979,15.24943798231946,1,1,10
21,6.960475842336581,"[0.8862957742957706, 0.9955855832462182]",[0.71428572 0.5       ],17.920951684673163,18.526121870661253,1,1,10
22,4.0898616243183845,"[0.7944680650979333, 0.8593657496189491]",[8.33333332e-01 1.00000000e-04],12.179723248636769,12.574172403309209,1,1,10
23,4.751452701166506,"[0.31477078031705624, 0.30843722795673983]",[0.6    0.9999],13.502905402333012,13.394725700443638,1,1,10
24,6.678900271384079,"[0.28004574793910636, 0.6018479788657037]",[0.625  0.9999],17.35780054276816,17.96297072875625,1,1,10
25,5.797848983695268,"[0.7465290380470644, 0.3628947341677701]",[0.66666667 0.2       ],15.595697967390535,15.990147122062975,1,1,10
26,4.400555656171718,"[0.9251835229406041, 0.5773699796373177]",[0.875  0.9999],12.801111312343435,13.406281498331527,1,1,10
27,5.545377454480228,"[0.20083538565023487, 0.05218227602164599]",[4.99999998e-01 1.00000000e-04],15.090754908960456,15.485204063632896,1,1,10
28,5.545177444479561,"[0.16732804883097174, 0.689989558798855]",[0.5        0.68998956],15.090354888959123,14.98217518706975,1,1,10
29,5.47595597543761,"[0.03952472567622228, 0.8933358696237951]",[0.83333333 0.5       ],14.95191195087522,15.346361105547658,1,1,10
30,5.545277449479895,"[0.30804360001882336, 0.9107138701046431]",[4.99999998e-01 1.00000000e-04],15.09055489895979,15.24943798231946,1,1,10
