LEDISAS2	Code = 53	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
53	1	1	0	1	1	5	19	4	3	3	2	1	NaN	NaN	0	0	18922	1	NaN
53	1	2	0	1	2	32	11	4	5	5	2	1	NaN	NaN	0	0	17817	1	1
53	1	3	0	2	1	24	36	4	5	5	2	1	NaN	NaN	0	0	24919	0	1
53	1	4	0	2	2	3	50	3	4	4	2	1	NaN	NaN	0	0	4079	0	1
53	1	5	0	2	3	25	31	5	4	5	1	1	NaN	NaN	0	0	12218	1	2
53	1	6	0	2	4	12	52	2	4	4	2	1	NaN	NaN	0	0	4022	0	2
53	1	7	0	2	5	50	35	5	3	3	2	1	NaN	NaN	0	0	7122	0	1
53	1	8	0	1	1	22	7	5	4	5	1	1	NaN	NaN	0	0	12851	0	2
53	1	9	0	2	1	18	26	4	5	5	2	1	NaN	NaN	0	0	3022	0	2
53	1	10	0	2	2	45	10	5	4	5	1	1	NaN	NaN	0	0	9347	1	2
53	1	1	1	1	1	2	53	4	3	4	1	1	1	1	2.040000e+00	2.040000e+00	5853	0	NaN
53	1	2	1	1	2	47	16	3	2	3	1	1	1	1	1.920000e+00	3.960000e+00	7575	0	1
53	1	3	1	2	1	46	23	2	5	5	2	1	1	1	1.980000e+00	5.940000e+00	14165	0	2
53	1	4	1	2	2	24	46	5	3	3	2	1	1	1	1.710000e+00	7.650000e+00	14548	0	1
53	1	5	1	2	3	33	1	3	4	4	2	1	1	1	2.060000e+00	9.710000e+00	5331	0	1
53	1	6	1	2	4	26	45	2	5	2	1	1	2	2	4.060000e+00	1.377000e+01	3555	1	2
53	1	7	1	2	5	49	25	5	2	2	2	1	1	1	1.930000e+00	1.570000e+01	1507	0	2
53	1	8	1	1	1	20	29	2	4	4	2	1	2	2	3.690000e+00	1.939000e+01	5996	1	1
53	1	9	1	2	1	52	50	3	5	5	2	1	1	1	1.870000e+00	2.126000e+01	10410	0	1
53	1	10	1	2	2	49	18	4	3	4	1	1	2	2	3.980000e+00	2.524000e+01	12463	1	2
53	1	11	1	2	3	50	34	3	4	3	1	1	2	2	4.180000e+00	2.942000e+01	3073	1	1
53	1	12	1	2	4	34	43	2	3	2	1	1	2	2	3.840000e+00	3.326000e+01	4532	1	1
53	1	13	1	1	1	33	29	4	5	5	2	1	2	2	3.760000e+00	3.702000e+01	4044	1	2
53	1	14	1	1	2	28	48	3	5	3	1	1	1	1	2	3.902000e+01	5928	0	2
53	1	15	1	1	3	38	53	3	2	3	1	1	1	1	1.980000e+00	41	10080	0	1
53	1	16	1	2	1	50	45	2	5	5	2	1	1	1	1.890000e+00	4.289000e+01	4706	0	2
53	1	17	1	2	2	25	4	2	4	2	1	1	2	2	4.610000e+00	4.750000e+01	10860	1	2
53	1	18	1	1	1	19	11	5	3	3	2	1	2	2	4.210000e+00	5.171000e+01	1870	1	2
