LEDISAS2	Code = 2	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
2	2	1	0	1	1	43	30	3	5	3	1	1	NaN	NaN	0	0	3094	0	NaN
2	2	2	0	1	2	16	20	2	5	2	1	1	NaN	NaN	0	0	3678	0	1
2	2	3	0	1	3	42	17	4	3	2	0	0	NaN	NaN	0	0	4057	NaN	NaN
2	2	4	0	1	4	27	8	3	5	5	2	1	NaN	NaN	0	0	5622	1	NaN
2	2	5	0	1	5	20	6	4	5	5	2	1	NaN	NaN	0	0	4251	1	1
2	2	6	0	2	1	45	42	5	2	2	2	1	NaN	NaN	0	0	8302	0	1
2	2	7	0	1	1	54	47	2	3	2	1	1	NaN	NaN	0	0	5439	0	2
2	2	8	0	1	2	31	5	2	4	2	1	1	NaN	NaN	0	0	1211	0	1
2	2	9	0	1	3	43	3	4	2	2	2	1	NaN	NaN	0	0	2113	1	2
2	2	10	0	1	4	1	42	4	5	5	2	1	NaN	NaN	0	0	6666	1	1
2	2	1	1	1	1	19	1	3	4	3	1	1	1	2	1.800000e+00	1.800000e+00	3392	0	NaN
2	2	2	1	1	2	4	36	5	3	3	2	1	2	1	3.800000e+00	5.600000e+00	9492	1	2
2	2	3	1	1	3	54	47	2	5	2	1	1	1	2	2.060000e+00	7.660000e+00	5261	0	2
2	2	4	1	1	4	34	29	4	3	4	1	1	1	2	2.140000e+00	9.800000e+00	3440	0	1
2	2	5	1	1	5	25	10	3	5	5	2	1	2	1	3.860000e+00	1.366000e+01	5052	1	2
2	2	6	1	2	1	48	28	2	3	3	2	1	1	2	2.560000e+00	1.622000e+01	5488	0	1
2	2	7	1	1	1	51	5	4	2	4	1	1	1	2	2.560000e+00	1.878000e+01	6554	0	2
2	2	8	1	1	2	31	29	3	5	3	1	1	1	2	1.980000e+00	2.076000e+01	3465	0	1
2	2	9	1	1	3	27	13	5	3	5	1	1	1	2	2.150000e+00	2.291000e+01	5404	0	1
2	2	10	1	1	4	41	26	3	5	3	1	1	1	2	2.080000e+00	2.499000e+01	8281	0	1
2	2	11	1	1	5	31	35	2	5	2	1	1	1	2	1.910000e+00	2.690000e+01	5867	0	1
2	2	12	1	1	6	43	30	2	4	2	1	1	1	2	2.340000e+00	2.924000e+01	3230	0	1
2	2	13	1	2	1	5	6	2	5	2	1	1	2	1	3.930000e+00	3.317000e+01	1474	1	1
2	2	14	1	2	2	25	39	5	4	5	1	1	2	1	4.260000e+00	3.743000e+01	2148	1	1
2	2	15	1	2	3	2	5	5	2	5	1	1	2	1	3.980000e+00	4.141000e+01	1444	1	1
2	2	16	1	2	4	1	19	5	4	5	1	1	2	1	4.010000e+00	4.542000e+01	3440	1	1
2	2	17	1	1	1	50	13	3	4	3	1	1	1	2	2.500000e+00	4.792000e+01	4284	0	1
2	2	18	1	1	2	2	7	5	2	5	1	1	1	2	2.030000e+00	4.995000e+01	1237	0	1
2	2	19	1	1	3	48	50	5	3	5	1	1	1	2	1.950000e+00	5.190000e+01	2841	0	1
2	2	20	1	1	4	51	4	3	5	3	1	1	1	2	1.610000e+00	5.351000e+01	5462	0	1
2	2	21	1	2	1	16	44	4	3	4	1	1	2	1	4.030000e+00	5.754000e+01	3313	1	1
2	2	22	1	2	2	46	30	2	3	2	1	1	2	1	3.840000e+00	6.138000e+01	2818	1	1
2	2	23	1	1	1	37	2	3	4	3	1	1	1	2	2.340000e+00	6.372000e+01	5550	0	1
2	2	24	1	1	2	32	21	4	2	2	2	1	2	1	4.190000e+00	6.791000e+01	14294	1	2
2	2	25	1	2	1	49	50	3	2	2	2	1	1	2	1.670000e+00	6.958000e+01	1400	0	1
2	2	26	1	2	2	22	28	5	2	2	2	1	1	2	2.400000e+00	7.198000e+01	909	0	1
2	2	27	1	2	3	6	35	5	4	4	2	1	1	2	2.590000e+00	7.457000e+01	2102	0	1
2	2	28	1	1	1	12	10	5	4	4	2	1	2	1	3.810000e+00	7.838000e+01	2511	1	1
2	2	29	1	1	2	3	14	4	2	2	2	1	2	1	3.830000e+00	8.221000e+01	1225	1	1
2	2	30	1	1	3	14	9	2	4	4	2	1	2	1	4.070000e+00	8.628000e+01	1829	1	1
2	2	31	1	2	1	2	49	2	5	5	2	1	1	2	1.810000e+00	8.809000e+01	2801	0	1
2	2	32	1	2	2	33	14	3	4	4	2	1	1	2	2.330000e+00	9.042000e+01	1375	0	1
2	2	33	1	2	3	7	39	2	3	2	1	1	2	1	4.100000e+00	9.452000e+01	7477	1	2
2	2	34	1	2	4	6	52	2	5	2	1	1	2	1	4.080000e+00	9.860000e+01	2256	1	1
2	2	35	1	2	5	49	42	3	4	3	1	1	2	1	4.150000e+00	1.027500e+02	6508	1	1
2	2	36	1	2	6	24	45	5	3	3	2	1	1	2	2.320000e+00	1.050700e+02	3300	0	2
2	2	37	1	1	1	40	47	5	2	2	2	1	2	1	4.140000e+00	1.092100e+02	1374	1	1
2	2	38	1	2	1	13	42	3	4	3	1	1	2	1	3.860000e+00	1.130700e+02	2365	1	2
2	2	39	1	2	2	21	8	2	5	5	2	1	1	2	1.990000e+00	1.150600e+02	4115	0	2
2	2	40	1	2	3	44	30	4	5	4	1	1	2	1	3.980000e+00	1.190400e+02	9452	1	2
2	2	41	1	2	4	24	44	3	2	3	1	1	2	1	3.810000e+00	1.228500e+02	4655	1	1
2	2	42	1	2	5	37	43	2	4	2	1	1	2	1	4.030000e+00	1.268800e+02	2731	1	1
2	2	43	1	1	1	24	38	5	3	3	2	1	2	1	3.880000e+00	1.307600e+02	12523	1	2
2	2	44	1	1	2	17	13	4	5	4	1	1	1	2	2.670000e+00	1.334300e+02	10467	0	2
2	2	45	1	1	3	30	34	3	2	3	1	1	1	2	1.620000e+00	1.350500e+02	3182	0	1
2	2	46	1	1	4	22	48	3	2	2	2	1	2	1	4.060000e+00	1.391100e+02	1724	1	2
2	2	47	1	1	5	25	34	2	3	3	2	1	2	1	4.030000e+00	1.431400e+02	1884	1	1
2	2	48	1	2	1	40	12	4	5	4	1	1	2	1	3.890000e+00	1.470300e+02	14989	1	2
2	2	49	1	2	2	43	32	4	3	3	2	1	1	2	9.800000e-01	1.480100e+02	8132	0	2
2	2	50	1	2	3	19	34	4	3	4	1	1	2	1	3.990000e+00	1.520000e+02	4444	1	2
2	2	51	1	2	4	5	31	5	2	5	1	1	2	1	3.880000e+00	1.558800e+02	12232	1	1
2	2	52	1	1	1	2	18	4	2	2	2	1	2	1	4.070000e+00	1.599500e+02	18677	1	2
2	2	53	1	1	2	18	11	3	5	5	2	1	2	1	4.060000e+00	1.640100e+02	10519	1	1
2	2	54	1	1	3	34	38	4	2	4	1	1	1	2	2.800000e+00	1.668100e+02	15447	0	2
2	2	55	1	1	4	50	33	3	2	2	2	1	2	1	4.070000e+00	1.708800e+02	2619	1	2
2	2	56	1	1	5	9	36	3	5	5	2	1	2	1	3.920000e+00	1.748000e+02	9816	1	1
