LEDISAS2	Code = 66	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
66	2	1	0	2	1	15	10	5	4	2	0	0	NaN	NaN	0	0	1629	NaN	NaN
66	2	2	0	2	2	8	30	3	4	3	1	1	NaN	NaN	0	0	3679	1	NaN
66	2	3	0	2	3	14	20	4	5	4	1	1	NaN	NaN	0	0	6185	1	1
66	2	4	0	2	4	52	3	5	3	5	1	1	NaN	NaN	0	0	3880	1	1
66	2	5	0	1	1	27	26	5	4	5	1	1	NaN	NaN	0	0	2529	0	1
66	2	6	0	2	1	17	13	4	3	5	0	0	NaN	NaN	0	0	1946	NaN	NaN
66	2	7	0	2	2	9	8	2	4	3	0	0	NaN	NaN	0	0	6195	NaN	NaN
66	2	8	0	2	3	5	48	3	5	3	1	1	NaN	NaN	0	0	28028	1	NaN
66	2	9	0	1	1	49	43	5	2	5	1	1	NaN	NaN	0	0	4544	0	1
66	2	10	0	1	2	48	24	4	2	4	1	1	NaN	NaN	0	0	4666	0	1
66	2	1	1	2	1	25	52	5	3	5	1	1	2	1	3.950000e+00	3.950000e+00	4832	1	NaN
66	2	2	1	2	2	39	48	2	4	3	0	0	0	0	0	3.950000e+00	3202	NaN	NaN
66	2	3	1	2	3	50	15	2	4	2	1	1	2	1	3.800000e+00	7.750000e+00	3174	1	NaN
66	2	4	1	2	4	3	48	2	4	2	1	1	2	1	4.010000e+00	1.176000e+01	2711	1	1
66	2	5	1	1	1	17	38	5	2	5	1	1	1	2	2.140000e+00	1.390000e+01	3141	0	1
66	2	6	1	2	1	34	29	5	2	5	1	1	2	1	3.860000e+00	1.776000e+01	2928	1	1
66	2	7	1	2	2	9	36	2	4	2	1	1	2	1	4.140000e+00	2.190000e+01	1837	1	1
66	2	8	1	2	3	37	52	3	2	3	1	1	2	1	4.140000e+00	2.604000e+01	4261	1	1
66	2	9	1	1	1	9	27	4	3	4	1	1	1	2	1.980000e+00	2.802000e+01	3550	0	1
66	2	10	1	1	2	17	9	4	2	4	1	1	1	2	2.150000e+00	3.017000e+01	3729	0	1
66	2	11	1	1	3	16	7	5	4	5	1	1	1	2	2.080000e+00	3.225000e+01	7723	0	1
