LEDISAS2	Code = 101	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
101	1	1	0	2	1	27	10	5	4	4	2	1	NaN	NaN	0	0	5065	0	NaN
101	1	2	0	2	2	13	28	4	2	4	1	1	NaN	NaN	0	0	4433	1	2
101	1	3	0	2	3	51	28	5	2	5	1	1	NaN	NaN	0	0	7885	1	1
101	1	4	0	2	4	53	49	5	4	3	0	0	NaN	NaN	0	0	2911	NaN	NaN
101	1	5	0	2	5	15	3	5	3	3	2	1	NaN	NaN	0	0	6695	0	NaN
101	1	6	0	1	1	17	36	3	2	2	2	1	NaN	NaN	0	0	2680	1	1
101	1	7	0	1	2	42	51	3	5	3	1	1	NaN	NaN	0	0	11187	0	2
101	1	8	0	1	3	30	20	5	3	3	2	1	NaN	NaN	0	0	6513	1	2
101	1	9	0	1	4	45	28	2	4	4	2	1	NaN	NaN	0	0	3347	1	1
101	1	10	0	1	5	43	47	5	2	2	2	1	NaN	NaN	0	0	2442	1	1
101	1	1	1	2	1	42	18	5	3	5	1	1	2	2	3.800000e+00	3.800000e+00	6463	1	NaN
101	1	2	1	2	2	6	32	2	4	2	1	1	2	2	3.220000e+00	7.020000e+00	5232	1	1
101	1	3	1	2	3	52	22	2	3	3	2	1	1	1	2.010000e+00	9.030000e+00	5939	0	2
101	1	4	1	2	4	1	42	5	4	4	2	1	1	1	2.030000e+00	1.106000e+01	6355	0	1
101	1	5	1	2	5	52	50	5	3	3	2	1	1	1	1.860000e+00	1.292000e+01	8474	0	1
101	1	6	1	1	1	20	5	4	5	5	2	1	2	2	4.560000e+00	1.748000e+01	9541	1	1
101	1	7	1	1	2	54	27	3	2	2	2	1	2	2	4.560000e+00	2.204000e+01	7221	1	1
101	1	8	1	1	3	35	28	4	5	4	1	1	1	1	2	2.404000e+01	8889	0	2
101	1	9	1	1	4	29	12	4	3	4	1	1	1	1	2.040000e+00	2.608000e+01	8907	0	1
101	1	10	1	1	5	22	17	2	4	2	1	1	1	1	2.020000e+00	2.810000e+01	5117	0	1
101	1	11	1	2	1	42	45	4	5	5	2	1	1	1	1.980000e+00	3.008000e+01	8477	0	2
101	1	12	1	2	2	36	21	5	4	5	1	1	2	2	4.340000e+00	3.442000e+01	4119	1	2
101	1	13	1	2	3	8	13	4	2	2	2	1	1	1	1.930000e+00	3.635000e+01	2440	0	2
101	1	14	1	2	4	19	50	4	5	5	2	1	1	1	2.260000e+00	3.861000e+01	14876	0	1
101	1	15	1	2	5	1	45	4	5	4	1	1	2	2	3.940000e+00	4.255000e+01	4070	1	2
101	1	16	1	2	6	19	45	5	2	2	2	1	1	1	2.010000e+00	4.456000e+01	5281	0	2
101	1	17	1	1	1	43	24	2	3	3	2	1	2	2	4.500000e+00	4.906000e+01	8963	1	1
101	1	18	1	1	2	42	51	4	2	2	2	1	2	2	4.030000e+00	5.309000e+01	7242	1	1
101	1	19	1	1	3	12	47	3	2	2	2	1	2	2	3.950000e+00	5.704000e+01	6990	1	1
101	1	20	1	1	4	31	14	2	3	2	1	1	1	1	1.900000e+00	5.894000e+01	4388	0	2
101	1	21	1	2	1	10	38	2	5	5	2	1	1	1	2.030000e+00	6.097000e+01	7874	0	2
101	1	22	1	2	2	7	52	2	5	2	1	1	2	2	3.370000e+00	6.434000e+01	3676	1	2
101	1	23	1	1	1	15	52	4	5	5	2	1	2	2	4.340000e+00	6.868000e+01	3751	1	2
101	1	24	1	1	2	41	1	5	2	2	2	1	2	2	4.770000e+00	7.345000e+01	3718	1	1
101	1	25	1	2	1	52	14	5	3	5	1	1	2	2	3.670000e+00	7.712000e+01	10135	1	2
101	1	26	1	2	2	23	46	5	3	3	2	1	1	1	2.100000e+00	7.922000e+01	10135	0	2
101	1	27	1	2	3	30	21	2	4	2	1	1	2	2	4.590000e+00	8.381000e+01	9015	1	2
101	1	28	1	2	4	43	15	4	3	2	0	0	0	0	0	8.381000e+01	5052	NaN	NaN
101	1	29	1	1	1	23	3	3	4	3	1	1	1	1	1.810000e+00	8.562000e+01	12514	0	NaN
101	1	30	1	1	2	27	38	4	2	2	2	1	2	2	3.320000e+00	8.894000e+01	8635	1	2
101	1	31	1	1	3	35	18	4	5	4	1	1	1	1	2.070000e+00	9.101000e+01	4959	0	2
101	1	32	1	1	4	52	43	5	4	4	2	1	2	2	3.810000e+00	9.482000e+01	23350	1	2
101	1	33	1	1	5	17	7	4	2	2	2	1	2	2	4.330000e+00	9.915000e+01	11829	1	1
101	1	34	1	1	6	34	42	3	5	5	2	1	2	2	4.380000e+00	1.035300e+02	15753	1	1
101	1	35	1	2	1	7	2	5	2	5	1	1	2	2	4.340000e+00	1.078700e+02	16625	1	2
101	1	36	1	2	2	38	26	2	4	2	1	1	2	2	4.610000e+00	1.124800e+02	10325	1	1
101	1	37	1	2	3	19	30	2	5	5	2	1	1	1	2.080000e+00	1.145600e+02	9742	0	2
101	1	38	1	1	1	3	13	2	5	5	2	1	2	2	4.560000e+00	1.191200e+02	3230	1	1
101	1	39	1	1	2	42	29	3	4	3	1	1	1	1	1.860000e+00	1.209800e+02	3722	0	2
101	1	40	1	1	3	47	13	2	3	2	1	1	1	1	2	1.229800e+02	4099	0	1
101	1	41	1	2	1	7	52	5	2	5	1	1	2	2	3.930000e+00	1.269100e+02	1740	1	1
101	1	42	1	1	1	12	8	5	4	4	2	1	2	2	3.240000e+00	1.301500e+02	2364	1	2
101	1	43	1	2	1	16	22	2	4	2	1	1	2	2	4.120000e+00	1.342700e+02	3955	1	2
101	1	44	1	2	2	35	36	2	5	2	1	1	2	2	3.500000e+00	1.377700e+02	2586	1	1
101	1	45	1	2	3	25	50	3	5	3	1	1	2	2	4.670000e+00	1.424400e+02	3904	1	1
101	1	46	1	1	1	43	32	3	2	2	2	1	2	2	3.620000e+00	1.460600e+02	8585	1	2
101	1	47	1	1	2	28	26	5	4	4	2	1	2	2	4.250000e+00	1.503100e+02	7727	1	1
101	1	48	1	1	3	50	9	5	2	2	2	1	2	2	4.100000e+00	1.544100e+02	2560	1	1
101	1	49	1	1	4	21	2	2	3	2	1	1	1	1	1.890000e+00	1.563000e+02	5383	0	2
101	1	50	1	1	5	16	6	4	3	4	1	1	1	1	1.740000e+00	1.580400e+02	9605	0	1
