LEDISAS2	Code = 27	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
27	3	1	0	1	1	38	11	4	3	4	1	1	NaN	NaN	0	0	2119	0	NaN
27	3	2	0	1	2	40	30	4	3	4	1	1	NaN	NaN	0	0	3805	0	1
27	3	3	0	1	3	40	31	4	5	4	1	1	NaN	NaN	0	0	1268	0	1
27	3	4	0	2	1	15	30	2	5	2	1	1	NaN	NaN	0	0	2558	1	1
27	3	5	0	2	2	50	5	2	3	2	1	1	NaN	NaN	0	0	1398	1	1
27	3	6	0	2	3	17	19	3	4	4	2	1	NaN	NaN	0	0	1210	0	2
27	3	7	0	2	4	25	30	3	2	3	1	1	NaN	NaN	0	0	2656	1	2
27	3	8	0	2	5	24	26	4	3	3	2	1	NaN	NaN	0	0	3195	0	2
27	3	9	0	2	6	7	54	4	3	4	1	1	NaN	NaN	0	0	1345	1	2
27	3	10	0	1	1	49	12	5	2	2	2	1	NaN	NaN	0	0	2184	1	2
27	3	1	1	1	1	22	8	3	2	2	2	1	1	2	1.800000e+00	1.800000e+00	2110	1	NaN
27	3	2	1	1	2	48	5	3	2	2	2	1	1	2	1.220000e+00	3.020000e+00	948	1	1
27	3	3	1	1	3	41	50	2	3	3	2	1	1	2	2.060000e+00	5.080000e+00	1242	1	1
27	3	4	1	2	1	27	3	5	2	2	2	1	2	1	4.030000e+00	9.110000e+00	1942	0	1
27	3	5	1	2	2	43	2	5	3	4	0	0	0	0	0	9.110000e+00	1782	NaN	NaN
27	3	6	1	2	3	15	54	5	3	5	1	1	1	2	1.460000e+00	1.057000e+01	2670	1	NaN
27	3	7	1	2	4	47	36	3	2	3	1	1	1	2	2.560000e+00	1.313000e+01	1561	1	1
27	3	8	1	2	5	24	53	5	4	2	0	0	0	0	0	1.313000e+01	3176	NaN	NaN
27	3	9	1	2	6	25	3	4	3	3	2	1	2	1	4.140000e+00	1.727000e+01	2835	0	NaN
27	3	10	1	1	1	36	20	3	5	3	1	1	2	1	4	2.127000e+01	2279	0	2
27	3	11	1	1	2	29	6	4	2	2	2	1	1	2	2.150000e+00	2.342000e+01	1929	1	2
27	3	12	1	1	3	40	54	5	4	4	2	1	1	2	2.080000e+00	2.550000e+01	5681	1	1
27	3	13	1	1	4	7	44	3	4	3	1	1	2	1	3.980000e+00	2.948000e+01	3339	0	2
27	3	14	1	1	5	23	42	3	5	3	1	1	2	1	4.090000e+00	3.357000e+01	6803	0	1
27	3	15	1	2	1	34	15	4	5	4	1	1	1	2	1.720000e+00	3.529000e+01	1448	1	1
27	3	16	1	2	2	17	36	5	2	4	0	0	0	0	0	3.529000e+01	812	NaN	NaN
27	3	17	1	2	3	39	11	4	3	3	2	1	2	1	4.260000e+00	3.955000e+01	2980	0	NaN
27	3	18	1	2	4	14	32	2	4	4	2	1	2	1	3.980000e+00	4.353000e+01	2275	0	1
27	3	19	1	1	1	22	49	2	5	2	1	1	2	1	4.010000e+00	4.754000e+01	3357	0	2
27	3	20	1	1	2	30	21	2	3	2	1	1	2	1	4.130000e+00	5.167000e+01	5212	0	1
27	3	21	1	1	3	34	14	2	4	4	2	1	1	2	2.030000e+00	5.370000e+01	5769	1	2
27	3	22	1	1	4	7	16	2	3	3	2	1	1	2	1.950000e+00	5.565000e+01	2000	1	1
27	3	23	1	1	5	44	1	3	4	4	2	1	1	2	1.610000e+00	5.726000e+01	3533	1	1
27	3	24	1	1	6	17	52	4	3	3	2	1	1	2	2.140000e+00	5.940000e+01	6269	1	1
27	3	25	1	2	1	48	3	3	4	3	1	1	1	2	1.370000e+00	6.077000e+01	3272	1	2
27	3	26	1	2	2	8	49	4	2	4	1	1	1	2	2.340000e+00	6.311000e+01	3250	1	1
27	3	27	1	2	3	21	28	5	2	2	2	1	2	1	4.190000e+00	6.730000e+01	1486	0	2
27	3	28	1	1	1	29	1	2	3	3	2	1	1	2	1.670000e+00	6.897000e+01	1968	1	1
27	3	29	1	2	1	14	33	3	4	3	1	1	1	2	2.400000e+00	7.137000e+01	4134	1	2
27	3	30	1	2	2	1	42	2	3	2	1	1	1	2	2.590000e+00	7.396000e+01	4254	1	1
27	3	31	1	2	3	8	38	5	2	5	1	1	1	2	1.250000e+00	7.521000e+01	5786	1	1
27	3	32	1	2	4	37	12	4	2	2	2	1	2	1	3.830000e+00	7.904000e+01	1488	0	2
27	3	33	1	2	5	38	12	4	5	5	2	1	2	1	4.070000e+00	8.311000e+01	1378	0	1
27	3	34	1	1	1	28	53	2	5	2	1	1	2	1	3.950000e+00	8.706000e+01	1704	0	2
27	3	35	1	1	2	24	18	4	2	4	1	1	2	1	4.080000e+00	9.114000e+01	3146	0	1
27	3	36	1	2	1	50	23	3	5	3	1	1	1	2	2.380000e+00	9.352000e+01	7529	1	1
27	3	37	1	1	1	14	40	4	5	4	1	1	2	1	4.080000e+00	9.760000e+01	1914	0	1
27	3	38	1	1	2	22	45	4	3	3	2	1	1	2	2.610000e+00	1.002100e+02	5770	1	2
27	3	39	1	1	3	46	44	4	5	5	2	1	1	2	2.320000e+00	1.025300e+02	4481	1	1
27	3	40	1	1	4	25	11	5	2	2	2	1	1	2	2.560000e+00	1.050900e+02	3331	1	1
27	3	41	1	2	1	37	47	4	5	4	1	1	1	2	1.430000e+00	1.065200e+02	5387	1	2
27	3	42	1	2	2	29	19	2	5	2	1	1	1	2	1.990000e+00	1.085100e+02	1209	1	1
27	3	43	1	1	1	37	30	3	4	3	1	1	2	1	3.980000e+00	1.124900e+02	3990	0	1
27	3	44	1	1	2	42	54	2	5	5	2	1	1	2	1.240000e+00	1.137300e+02	2028	1	2
27	3	45	1	1	3	10	39	2	3	2	1	1	2	1	4.030000e+00	1.177600e+02	1593	0	2
27	3	46	1	1	4	33	46	5	4	4	2	1	1	2	1.500000e+00	1.192600e+02	5391	1	2
27	3	47	1	2	1	11	46	4	3	4	1	1	1	2	2.670000e+00	1.219300e+02	1645	1	2
27	3	48	1	2	2	23	36	4	5	5	2	1	2	1	3.910000e+00	1.258400e+02	3561	0	2
27	3	49	1	2	3	13	32	3	2	3	1	1	1	2	2.250000e+00	1.280900e+02	1752	1	2
27	3	50	1	1	1	37	25	3	5	5	2	1	1	2	2.100000e+00	1.301900e+02	5679	1	2
27	3	51	1	1	2	3	12	2	4	4	2	1	1	2	1.570000e+00	1.317600e+02	2361	1	1
27	3	52	1	2	1	30	16	5	2	5	1	1	1	2	9.800000e-01	1.327400e+02	1449	1	2
27	3	53	1	2	2	18	27	3	2	3	1	1	1	2	1.970000e+00	1.347100e+02	3820	1	1
27	3	54	1	2	3	44	29	2	3	3	2	1	2	1	3.880000e+00	1.385900e+02	1633	0	2
27	3	55	1	2	4	4	47	3	5	3	1	1	1	2	2.290000e+00	1.408800e+02	3109	1	2
27	3	56	1	2	5	10	33	4	2	4	1	1	1	2	2.240000e+00	1.431200e+02	1478	1	1
27	3	57	1	1	1	19	43	5	4	5	1	1	2	1	4.200000e+00	1.473200e+02	8185	0	1
27	3	58	1	1	2	53	1	5	3	3	2	1	1	2	2.280000e+00	1.496000e+02	1591	1	2
27	3	59	1	1	3	42	35	2	4	4	2	1	1	2	1.700000e+00	1.513000e+02	1757	1	1
27	3	60	1	1	4	7	20	2	5	5	2	1	1	2	2.180000e+00	1.534800e+02	1948	1	1
27	3	61	1	1	5	49	54	5	3	3	2	1	1	2	1.520000e+00	1.550000e+02	1899	1	1
27	3	62	1	2	1	35	12	2	4	4	2	1	2	1	4	1.590000e+02	1141	0	1
27	3	63	1	2	2	7	33	5	2	3	0	0	0	0	0	1.590000e+02	1581	NaN	NaN
27	3	64	1	2	3	40	53	5	4	4	2	1	2	1	3.990000e+00	1.629900e+02	1535	0	NaN
27	3	65	1	2	4	52	11	5	3	3	2	1	2	1	4	1.669900e+02	1311	0	1
27	3	66	1	1	1	35	4	3	5	5	2	1	1	2	1.850000e+00	1.688400e+02	5288	1	1
27	3	67	1	2	1	37	45	3	5	3	1	1	1	2	2.520000e+00	1.713600e+02	4355	1	2
27	3	68	1	2	2	30	19	2	4	4	2	1	2	1	3.780000e+00	1.751400e+02	3258	0	2
27	3	69	1	1	1	6	7	4	2	4	1	1	2	1	4.050000e+00	1.791900e+02	1541	0	2
27	3	70	1	1	2	42	16	5	3	3	2	1	1	2	2.420000e+00	1.816100e+02	4717	1	2
27	3	71	1	1	3	19	11	5	4	4	2	1	1	2	2.340000e+00	1.839500e+02	1446	1	1
27	3	72	1	2	1	31	51	2	5	5	2	1	2	1	4.070000e+00	1.880200e+02	2449	0	1
27	3	73	1	2	2	6	45	3	2	3	1	1	1	2	2.020000e+00	1.900400e+02	3877	1	2
27	3	74	1	2	3	16	3	4	3	3	2	1	2	1	4.080000e+00	1.941200e+02	2463	0	2
27	3	75	1	2	4	28	27	3	4	4	2	1	2	1	4.070000e+00	1.981900e+02	1498	0	1
27	3	76	1	2	5	8	49	5	4	4	2	1	2	1	3.970000e+00	2.021600e+02	2547	0	1
27	3	77	1	2	6	44	23	4	5	5	2	1	2	1	3.960000e+00	2.061200e+02	1946	0	1
27	3	78	1	1	1	36	20	4	2	4	1	1	2	1	3.970000e+00	2.100900e+02	4242	0	2
27	3	79	1	1	2	41	38	2	5	2	1	1	2	1	3.830000e+00	2.139200e+02	7670	0	1
27	3	80	1	1	3	19	13	3	4	4	2	1	1	2	1.890000e+00	2.158100e+02	1761	1	2
27	3	81	1	1	4	42	32	2	4	4	2	1	1	2	2.060000e+00	2.178700e+02	1152	1	1
27	3	82	1	1	5	49	44	4	3	4	1	1	2	1	4.040000e+00	2.219100e+02	4007	0	2
27	3	83	1	1	6	15	42	3	2	2	2	1	1	2	2.680000e+00	2.245900e+02	2748	1	2
27	3	84	1	2	1	36	24	5	3	3	2	1	2	1	3.960000e+00	2.285500e+02	2740	0	1
27	3	1	2	2	1	1	41	3	5	4	0	0	0	0	0	2.285500e+02	1469	NaN	NaN
27	3	2	2	2	2	22	19	3	5	3	1	1	1	2	2.290000e+00	2.308400e+02	3890	1	NaN
