LEDISAS2	Code = 23	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
23	3	1	0	1	1	24	45	5	4	5	1	1	NaN	NaN	0	0	8921	0	NaN
23	3	2	0	1	2	10	19	3	5	3	1	1	NaN	NaN	0	0	15112	0	1
23	3	3	0	1	3	1	12	4	2	2	2	1	NaN	NaN	0	0	4043	1	2
23	3	4	0	2	1	39	53	5	2	2	2	1	NaN	NaN	0	0	6072	0	1
23	3	5	0	2	2	52	26	3	4	3	1	1	NaN	NaN	0	0	2102	1	2
23	3	6	0	2	3	51	26	2	3	2	1	1	NaN	NaN	0	0	2517	1	1
23	3	7	0	2	4	35	5	5	3	3	2	1	NaN	NaN	0	0	25697	0	2
23	3	8	0	2	5	54	51	3	2	2	2	1	NaN	NaN	0	0	1753	0	1
23	3	9	0	2	6	1	8	3	5	3	1	1	NaN	NaN	0	0	7691	1	2
23	3	10	0	1	1	22	19	5	4	4	2	1	NaN	NaN	0	0	11249	1	2
23	3	1	1	1	1	43	52	2	3	3	2	1	1	2	2.020000e+00	2.020000e+00	5690	1	NaN
23	3	2	1	1	2	17	4	4	3	3	2	1	1	2	2.730000e+00	4.750000e+00	4909	1	1
23	3	3	1	1	3	13	48	3	4	4	2	1	1	2	1.200000e+00	5.950000e+00	4742	1	1
23	3	4	1	2	1	25	28	2	3	2	1	1	1	2	1.510000e+00	7.460000e+00	7877	1	2
23	3	5	1	2	2	50	6	3	2	3	1	1	1	2	1.640000e+00	9.100000e+00	1232	1	1
23	3	6	1	2	3	17	47	2	4	2	1	1	1	2	3.030000e+00	1.213000e+01	7412	1	1
23	3	7	1	2	4	28	21	5	2	2	2	1	2	1	4.050000e+00	1.618000e+01	8655	0	2
23	3	8	1	2	5	18	27	4	3	4	1	1	1	2	1.790000e+00	1.797000e+01	13072	1	2
23	3	9	1	2	6	50	35	5	4	4	2	1	2	1	4	2.197000e+01	4327	0	2
23	3	10	1	1	1	54	41	5	3	3	2	1	1	2	1.850000e+00	2.382000e+01	5293	1	1
23	3	11	1	1	2	17	40	4	5	5	2	1	1	2	2.460000e+00	2.628000e+01	3729	1	1
23	3	12	1	2	1	16	54	3	5	3	1	1	1	2	2.010000e+00	2.829000e+01	9919	1	2
23	3	13	1	2	2	11	19	3	4	3	1	1	1	2	2.390000e+00	3.068000e+01	7974	1	1
23	3	14	1	2	3	47	19	4	5	4	1	1	1	2	2.330000e+00	3.301000e+01	7921	1	1
23	3	15	1	2	4	4	47	3	2	2	2	1	2	1	3.970000e+00	3.698000e+01	2481	0	2
23	3	16	1	2	5	9	53	3	2	2	2	1	2	1	3.990000e+00	4.097000e+01	5926	0	1
23	3	17	1	1	1	13	31	5	3	3	2	1	1	2	2.060000e+00	4.303000e+01	1441	1	1
23	3	18	1	1	2	22	7	3	4	3	1	1	2	1	3.910000e+00	4.694000e+01	4998	0	2
23	3	19	1	1	3	44	49	3	4	3	1	1	2	1	3.970000e+00	5.091000e+01	8599	0	1
