LEDISAS2	Code = 42	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
42	2	1	0	1	1	18	25	2	4	3	0	0	NaN	NaN	0	0	11836	NaN	NaN
42	2	2	0	1	2	17	1	5	2	3	0	0	NaN	NaN	0	0	8125	NaN	NaN
42	2	3	0	1	3	14	42	3	4	4	2	1	NaN	NaN	0	0	8312	1	NaN
42	2	4	0	2	1	26	16	5	4	5	1	1	NaN	NaN	0	0	4273	1	2
42	2	5	0	2	2	7	37	2	4	4	2	1	NaN	NaN	0	0	4556	0	2
42	2	6	0	2	3	4	24	4	2	2	2	1	NaN	NaN	0	0	2074	0	1
42	2	7	0	1	1	44	20	5	4	4	2	1	NaN	NaN	0	0	2429	1	1
42	2	8	0	1	2	19	54	5	2	2	2	1	NaN	NaN	0	0	2082	1	1
42	2	9	0	1	3	1	7	4	2	4	1	1	NaN	NaN	0	0	3460	0	2
42	2	10	0	1	4	32	28	3	5	3	1	1	NaN	NaN	0	0	2879	0	1
42	2	1	1	1	1	43	48	3	2	2	2	1	2	1	3.950000e+00	3.950000e+00	5019	1	NaN
42	2	2	1	1	2	26	33	5	3	5	1	1	1	2	1.220000e+00	5.170000e+00	2187	0	2
42	2	3	1	1	3	27	41	3	5	5	2	1	2	1	4.010000e+00	9.180000e+00	3656	1	2
42	2	4	1	2	1	21	29	5	3	3	2	1	1	2	2.140000e+00	1.132000e+01	3147	0	1
42	2	5	1	2	2	30	54	2	5	5	2	1	1	2	1.460000e+00	1.278000e+01	2131	0	1
42	2	6	1	2	3	54	32	3	5	5	2	1	1	2	2.560000e+00	1.534000e+01	3386	0	1
42	2	7	1	1	1	48	34	4	2	3	0	0	0	0	0	1.534000e+01	2312	NaN	NaN
42	2	8	1	1	2	24	42	2	4	2	1	1	1	2	2.560000e+00	1.790000e+01	1591	0	NaN
42	2	9	1	1	3	23	38	5	3	3	2	1	2	1	4	2.190000e+01	4294	1	2
42	2	10	1	1	4	19	26	5	4	4	2	1	2	1	4.040000e+00	2.594000e+01	1791	1	1
42	2	11	1	1	5	15	33	3	2	2	2	1	2	1	4.020000e+00	2.996000e+01	2886	1	1
42	2	12	1	2	1	53	8	3	2	2	2	1	1	2	1.910000e+00	3.187000e+01	1143	0	1
42	2	13	1	2	2	21	12	4	3	3	2	1	1	2	2.340000e+00	3.421000e+01	4071	0	1
42	2	14	1	2	3	40	25	5	4	4	2	1	1	2	1.720000e+00	3.593000e+01	4962	0	1
42	2	15	1	2	4	47	1	4	5	5	2	1	1	2	3.030000e+00	3.896000e+01	2560	0	1
42	2	16	1	2	5	33	13	2	4	4	2	1	1	2	1.940000e+00	4.090000e+01	3920	0	1
42	2	17	1	1	1	23	37	2	4	4	2	1	2	1	4.010000e+00	4.491000e+01	2073	1	1
42	2	18	1	1	2	12	13	3	4	4	2	1	2	1	4.130000e+00	4.904000e+01	6003	1	1
42	2	19	1	1	3	23	45	3	5	3	1	1	1	2	2.030000e+00	5.107000e+01	1713	0	2
42	2	20	1	1	4	5	21	4	5	4	1	1	1	2	1.950000e+00	5.302000e+01	1961	0	1
42	2	21	1	2	1	29	53	5	2	3	0	0	0	0	0	5.302000e+01	12697	NaN	NaN
42	2	22	1	1	1	46	52	4	2	2	2	1	2	1	3.900000e+00	5.692000e+01	1456	1	NaN
42	2	23	1	1	2	8	26	5	2	5	1	1	1	2	2.140000e+00	5.906000e+01	3579	0	2
42	2	24	1	1	3	32	22	4	3	3	2	1	2	1	3.840000e+00	6.290000e+01	4337	1	2
42	2	25	1	1	4	30	45	2	3	3	2	1	2	1	4.080000e+00	6.698000e+01	4672	1	1
42	2	26	1	1	5	5	44	5	4	4	2	1	2	1	4.190000e+00	7.117000e+01	4859	1	1
42	2	27	1	1	6	38	30	4	2	2	2	1	2	1	3.920000e+00	7.509000e+01	1975	1	1
42	2	28	1	2	1	26	18	4	3	3	2	1	1	2	2.400000e+00	7.749000e+01	2565	0	1
42	2	29	1	2	2	38	47	5	2	2	2	1	1	2	2.590000e+00	8.008000e+01	3396	0	1
42	2	30	1	1	1	35	29	5	3	3	2	1	2	1	3.810000e+00	8.389000e+01	2169	1	1
42	2	31	1	1	2	42	15	2	5	5	2	1	2	1	3.830000e+00	8.772000e+01	3176	1	1
42	2	32	1	2	1	45	16	2	4	4	2	1	1	2	2.270000e+00	8.999000e+01	15863	0	1
42	2	33	1	2	2	19	1	4	3	3	2	1	1	2	1.810000e+00	9.180000e+01	3610	0	1
42	2	34	1	2	3	25	5	2	3	3	2	1	1	2	2.330000e+00	9.413000e+01	2943	0	1
42	2	35	1	2	4	33	54	4	5	5	2	1	1	2	2.380000e+00	9.651000e+01	4847	0	1
42	2	36	1	2	5	40	10	5	4	5	1	1	2	1	4.080000e+00	1.005900e+02	5515	1	2
42	2	37	1	2	6	4	18	3	4	4	2	1	1	2	2.610000e+00	1.032000e+02	4466	0	2
42	2	38	1	1	1	39	49	4	5	5	2	1	2	1	4.080000e+00	1.072800e+02	2229	1	1
42	2	39	1	2	1	46	3	3	4	4	2	1	1	2	2.560000e+00	1.098400e+02	3193	0	1
42	2	40	1	2	2	30	50	2	5	5	2	1	1	2	1.430000e+00	1.112700e+02	5511	0	1
42	2	41	1	2	3	44	37	4	5	5	2	1	1	2	1.990000e+00	1.132600e+02	3576	0	1
42	2	42	1	2	4	14	44	3	4	4	2	1	1	2	1.930000e+00	1.151900e+02	3231	0	1
42	2	43	1	1	1	26	23	5	2	2	2	1	2	1	3.810000e+00	1.190000e+02	4739	1	1
42	2	44	1	2	1	8	24	4	5	5	2	1	1	2	2.120000e+00	1.211200e+02	1859	0	1
42	2	45	1	2	2	38	40	2	3	3	2	1	1	2	1.500000e+00	1.226200e+02	3910	0	1
42	2	46	1	2	3	19	22	5	3	3	2	1	1	2	2.670000e+00	1.252900e+02	3512	0	1
42	2	47	1	2	4	52	29	4	2	2	2	1	1	2	1.620000e+00	1.269100e+02	1304	0	1
42	2	48	1	2	5	27	13	4	3	3	2	1	1	2	2.250000e+00	1.291600e+02	2026	0	1
42	2	49	1	1	1	53	54	5	4	4	2	1	2	1	4.030000e+00	1.331900e+02	4527	1	1
42	2	50	1	1	2	23	8	5	4	4	2	1	2	1	3.890000e+00	1.370800e+02	3303	1	1
42	2	51	1	1	3	38	10	3	2	2	2	1	2	1	3.740000e+00	1.408200e+02	1232	1	1
42	2	52	1	1	4	24	41	2	5	5	2	1	2	1	3.990000e+00	1.448100e+02	2173	1	1
42	2	53	1	1	5	11	46	2	3	3	2	1	2	1	3.880000e+00	1.486900e+02	2395	1	1
42	2	54	1	2	1	24	47	4	5	4	1	1	2	1	4.070000e+00	1.527600e+02	3337	1	2
42	2	55	1	2	2	44	32	2	5	5	2	1	1	2	2.240000e+00	1.550000e+02	7649	0	2
42	2	56	1	1	1	29	46	2	3	3	2	1	2	1	4.200000e+00	1.592000e+02	2725	1	1
42	2	57	1	1	2	42	20	5	3	3	2	1	2	1	4.070000e+00	1.632700e+02	2645	1	1
42	2	58	1	2	1	37	16	5	4	4	2	1	1	2	1.700000e+00	1.649700e+02	3137	0	1
42	2	59	1	2	2	13	30	4	3	3	2	1	1	2	2.180000e+00	1.671500e+02	7641	0	1
42	2	60	1	2	3	39	7	2	5	5	2	1	1	2	1.520000e+00	1.686700e+02	2485	0	1
42	2	61	1	2	4	21	10	3	2	2	2	1	1	2	1.990000e+00	1.706600e+02	8151	0	1
42	2	62	1	1	1	54	38	3	2	2	2	1	2	1	3.990000e+00	1.746500e+02	3374	1	1
42	2	63	1	1	2	45	44	3	4	3	1	1	1	2	2	1.766500e+02	6077	0	2
42	2	64	1	1	3	3	49	5	2	5	1	1	1	2	1.850000e+00	1.785000e+02	4055	0	1
42	2	65	1	1	4	21	1	5	2	5	1	1	1	2	2.520000e+00	1.810200e+02	3962	0	1
42	2	66	1	2	1	36	20	3	4	3	1	1	2	1	3.780000e+00	1.848000e+02	5746	1	1
42	2	67	1	2	2	2	23	4	2	4	1	1	2	1	4.050000e+00	1.888500e+02	3265	1	1
42	2	68	1	2	3	33	52	2	3	2	1	1	2	1	4.110000e+00	1.929600e+02	3517	1	1
