LEDISAS2	Code = 93	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
93	1	1	0	2	1	28	12	3	2	2	2	1	NaN	NaN	0	0	1673	0	NaN
93	1	2	0	2	2	44	13	2	5	2	1	1	NaN	NaN	0	0	1971	1	2
93	1	3	0	1	1	42	33	4	2	4	1	1	NaN	NaN	0	0	4176	0	1
93	1	4	0	1	2	28	48	2	3	4	0	0	NaN	NaN	0	0	2238	NaN	NaN
93	1	5	0	1	3	1	30	3	2	3	1	1	NaN	NaN	0	0	5516	0	NaN
93	1	6	0	2	1	13	14	2	5	2	1	1	NaN	NaN	0	0	2324	1	1
93	1	7	0	2	2	15	36	2	3	2	1	1	NaN	NaN	0	0	1607	1	1
93	1	8	0	2	3	7	10	5	4	5	1	1	NaN	NaN	0	0	3664	1	1
93	1	9	0	1	1	12	19	4	3	4	1	1	NaN	NaN	0	0	3328	0	1
93	1	10	0	1	2	50	22	5	4	5	1	1	NaN	NaN	0	0	7239	0	1
93	1	1	1	2	1	10	20	5	4	4	2	1	1	1	1.950000e+00	1.950000e+00	12692	0	NaN
93	1	2	1	2	2	2	22	4	2	4	1	1	2	2	3.220000e+00	5.170000e+00	3832	1	2
93	1	3	1	1	1	29	46	5	4	5	1	1	1	1	2.010000e+00	7.180000e+00	18481	0	1
93	1	4	1	1	2	7	25	4	5	3	0	0	0	0	0	7.180000e+00	3468	NaN	NaN
93	1	5	1	1	3	19	34	4	5	4	1	1	1	1	2.030000e+00	9.210000e+00	5737	0	NaN
93	1	6	1	2	1	24	39	3	4	4	2	1	1	1	1.860000e+00	1.107000e+01	7418	0	2
93	1	7	1	2	2	44	5	3	4	4	2	1	1	1	2.140000e+00	1.321000e+01	3338	0	1
93	1	8	1	2	3	36	11	5	3	3	2	1	1	1	2.140000e+00	1.535000e+01	1388	0	1
93	1	9	1	1	1	50	14	2	3	4	0	0	0	0	0	1.535000e+01	3830	NaN	NaN
93	1	10	1	1	2	24	43	4	3	4	1	1	1	1	2	1.735000e+01	7063	0	NaN
93	1	11	1	1	3	3	44	3	5	3	1	1	1	1	2.040000e+00	1.939000e+01	5084	0	1
93	1	12	1	1	4	21	32	2	5	3	0	0	0	0	0	1.939000e+01	3319	NaN	NaN
93	1	13	1	2	1	33	42	5	3	3	2	1	1	1	2.020000e+00	2.141000e+01	6183	0	NaN
93	1	14	1	2	2	3	10	5	2	2	2	1	1	1	1.980000e+00	2.339000e+01	1374	0	1
93	1	15	1	2	3	53	25	3	4	4	2	1	1	1	2.090000e+00	2.548000e+01	3299	0	1
93	1	16	1	2	4	19	13	3	5	3	1	1	2	2	3.720000e+00	2.920000e+01	15496	1	2
93	1	17	1	1	1	50	17	4	5	4	1	1	1	1	2.260000e+00	3.146000e+01	8916	0	1
93	1	18	1	1	2	4	51	4	2	2	2	1	2	2	3.940000e+00	3.540000e+01	2548	1	2
93	1	19	1	1	3	46	5	5	4	4	2	1	2	2	4.050000e+00	3.945000e+01	6958	1	1
93	1	20	1	1	4	26	43	3	2	3	1	1	1	1	2.130000e+00	4.158000e+01	17359	0	2
93	1	21	1	1	5	15	8	5	3	3	2	1	2	2	4.030000e+00	4.561000e+01	3317	1	2
93	1	22	1	1	6	9	18	2	3	3	2	1	2	2	3.950000e+00	4.956000e+01	5309	1	1
93	1	23	1	2	1	20	32	3	4	3	1	1	2	2	3.610000e+00	5.317000e+01	4791	1	2
93	1	24	1	2	2	31	11	3	4	4	2	1	1	1	2.030000e+00	5.520000e+01	1679	0	2
93	1	25	1	2	3	31	48	4	2	4	1	1	2	2	3.370000e+00	5.857000e+01	14510	1	2
93	1	26	1	2	4	34	45	4	3	4	1	1	2	2	4.340000e+00	6.291000e+01	11452	1	1
93	1	27	1	2	5	27	19	2	5	3	0	0	0	0	0	6.291000e+01	6622	NaN	NaN
93	1	28	1	1	1	50	44	5	2	3	0	0	0	0	0	6.291000e+01	16527	NaN	NaN
93	1	29	1	1	2	35	12	5	3	3	2	1	2	2	4.770000e+00	6.768000e+01	8448	1	NaN
93	1	30	1	2	1	12	37	5	4	5	1	1	2	2	3.670000e+00	7.135000e+01	7518	1	2
93	1	31	1	1	1	4	6	4	5	4	1	1	1	1	2.100000e+00	7.345000e+01	4428	0	1
93	1	32	1	2	1	48	37	2	4	3	0	0	0	0	0	7.345000e+01	7615	NaN	NaN
93	1	33	1	2	2	17	6	2	3	3	2	1	1	1	2.150000e+00	7.560000e+01	3017	0	NaN
93	1	34	1	2	3	29	50	3	2	3	1	1	2	2	3.250000e+00	7.885000e+01	5261	1	2
93	1	35	1	2	4	7	16	4	3	4	1	1	2	2	3.320000e+00	8.217000e+01	4805	1	1
93	1	36	1	2	5	40	24	2	5	5	2	1	1	1	2.070000e+00	8.424000e+01	8327	0	2
93	1	37	1	2	6	25	32	5	3	5	1	1	2	2	3.810000e+00	8.805000e+01	11967	1	2
93	1	38	1	1	1	28	52	4	3	4	1	1	1	1	2.080000e+00	9.013000e+01	11454	0	1
93	1	39	1	1	2	15	28	4	5	4	1	1	1	1	2.100000e+00	9.223000e+01	6644	0	1
93	1	40	1	1	3	28	40	3	5	3	1	1	1	1	2.080000e+00	9.431000e+01	10380	0	1
93	1	41	1	1	4	3	52	5	4	4	2	1	2	2	4.610000e+00	9.892000e+01	13429	1	2
93	1	42	1	1	5	53	27	5	3	3	2	1	2	2	4.320000e+00	1.032400e+02	10822	1	1
93	1	43	1	2	1	47	31	3	2	3	1	1	2	2	4.560000e+00	1.078000e+02	18494	1	2
93	1	44	1	2	2	47	40	2	5	2	1	1	2	2	3.430000e+00	1.112300e+02	24149	1	1
93	1	45	1	1	1	32	31	2	4	2	1	1	1	1	2	1.132300e+02	11142	0	1
93	1	46	1	1	2	27	46	2	4	2	1	1	1	1	1.980000e+00	1.152100e+02	10020	0	1
93	1	47	1	1	3	11	37	4	3	4	1	1	1	1	1.810000e+00	1.170200e+02	6647	0	1
93	1	48	1	1	4	40	44	4	5	4	1	1	1	1	2.030000e+00	1.190500e+02	15351	0	1
93	1	49	1	1	5	48	11	2	4	4	2	1	2	2	3.500000e+00	1.225500e+02	5437	1	2
93	1	50	1	1	6	13	23	2	5	2	1	1	1	1	2.170000e+00	1.247200e+02	3990	0	2
93	1	51	1	2	1	20	47	3	2	3	1	1	2	2	3.620000e+00	1.283400e+02	7071	1	1
93	1	52	1	2	2	38	54	5	4	4	2	1	1	1	2.060000e+00	1.304000e+02	9518	0	2
93	1	53	1	2	3	22	1	5	2	2	2	1	1	1	2.030000e+00	1.324300e+02	1687	0	1
93	1	54	1	2	4	49	47	4	5	4	1	1	2	2	3.570000e+00	136	17270	1	2
93	1	55	1	2	5	21	53	5	4	5	1	1	2	2	2.980000e+00	1.389800e+02	9652	1	1
93	1	56	1	1	1	29	46	3	5	3	1	1	1	1	1.990000e+00	1.409700e+02	14214	0	1
93	1	57	1	1	2	2	43	5	2	2	2	1	2	2	3.520000e+00	1.444900e+02	17902	1	2
93	1	58	1	2	1	8	50	2	4	2	1	1	2	2	4.290000e+00	1.487800e+02	3582	1	2
93	1	59	1	2	2	17	20	4	3	4	1	1	2	2	4.240000e+00	1.530200e+02	9175	1	1
93	1	60	1	2	3	21	20	2	4	4	2	1	1	1	2.200000e+00	1.552200e+02	8112	0	2
