LEDISAS2	Code = 64	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
64	4	1	0	1	1	43	51	2	3	2	1	1	NaN	NaN	0	0	7808	0	NaN
64	4	2	0	1	2	14	18	4	5	4	1	1	NaN	NaN	0	0	7643	0	1
64	4	3	0	1	3	27	36	3	4	4	2	1	NaN	NaN	0	0	4607	1	2
64	4	4	0	1	4	35	45	5	3	3	2	1	NaN	NaN	0	0	3548	1	1
64	4	5	0	2	1	38	28	5	3	5	1	1	NaN	NaN	0	0	9141	1	2
64	4	6	0	1	1	23	32	2	4	2	1	1	NaN	NaN	0	0	1316	0	1
64	4	7	0	2	1	14	42	2	3	3	2	1	NaN	NaN	0	0	3309	0	2
64	4	8	0	2	2	45	21	5	4	4	2	1	NaN	NaN	0	0	3142	0	1
64	4	9	0	2	3	45	12	4	3	3	2	1	NaN	NaN	0	0	3278	0	1
64	4	10	0	2	4	41	36	5	4	4	2	1	NaN	NaN	0	0	3608	0	1
64	4	1	1	1	1	15	47	2	3	3	2	1	1	1	1.950000e+00	1.950000e+00	4153	1	NaN
64	4	2	1	1	2	48	53	4	2	2	2	1	1	1	1.800000e+00	3.750000e+00	1969	1	1
64	4	3	1	1	3	30	12	3	2	2	2	1	1	1	2.010000e+00	5.760000e+00	2647	1	1
64	4	4	1	1	4	34	13	2	3	3	2	1	1	1	2.030000e+00	7.790000e+00	1555	1	1
64	4	5	1	2	1	53	18	5	2	2	2	1	2	2	3.460000e+00	1.125000e+01	1195	0	1
64	4	6	1	1	1	20	48	4	3	2	0	0	0	0	0	1.125000e+01	1919	NaN	NaN
64	4	7	1	2	1	48	20	5	2	2	2	1	2	2	4.560000e+00	1.581000e+01	3428	0	NaN
64	4	8	1	2	2	23	8	2	5	5	2	1	2	2	4.560000e+00	2.037000e+01	5640	0	1
64	4	9	1	2	3	4	18	5	4	4	2	1	2	2	3.980000e+00	2.435000e+01	2980	0	1
64	4	10	1	2	4	2	3	2	4	2	1	1	1	1	2.040000e+00	2.639000e+01	1707	1	2
64	4	11	1	1	1	18	8	4	3	4	1	1	2	2	4.080000e+00	3.047000e+01	3332	0	1
64	4	12	1	1	2	47	45	4	3	4	1	1	2	2	3.910000e+00	3.438000e+01	3347	0	1
64	4	13	1	1	3	45	1	2	3	2	1	1	2	2	4.340000e+00	3.872000e+01	1259	0	1
64	4	14	1	1	4	47	23	2	3	2	1	1	2	2	3.720000e+00	4.244000e+01	1047	0	1
64	4	15	1	1	5	29	7	3	4	3	1	1	2	2	5.030000e+00	4.747000e+01	2625	0	1
64	4	16	1	1	6	29	2	4	3	4	1	1	2	2	3.940000e+00	5.141000e+01	1174	0	1
64	4	17	1	2	1	36	3	3	5	3	1	1	1	1	2.010000e+00	5.342000e+01	2500	1	1
64	4	18	1	2	2	42	23	3	4	3	1	1	1	1	2.130000e+00	5.555000e+01	2534	1	1
64	4	19	1	2	3	30	18	4	5	4	1	1	1	1	2.010000e+00	5.756000e+01	2142	1	1
64	4	20	1	2	4	33	15	3	4	3	1	1	1	1	1.990000e+00	5.955000e+01	1374	1	1
64	4	21	1	2	5	23	29	3	2	3	1	1	1	1	1.900000e+00	6.145000e+01	3396	1	1
64	4	22	1	1	1	54	21	3	5	3	1	1	2	2	4.140000e+00	6.559000e+01	1177	0	1
64	4	23	1	1	2	2	17	4	3	4	1	1	2	2	3.370000e+00	6.896000e+01	1104	0	1
64	4	24	1	1	3	27	4	2	5	3	0	0	0	0	0	6.896000e+01	1594	NaN	NaN
64	4	25	1	1	4	53	15	3	5	3	1	1	2	2	4.340000e+00	7.330000e+01	3613	0	NaN
64	4	26	1	1	5	18	24	4	5	4	1	1	2	2	4.770000e+00	7.807000e+01	5714	0	1
64	4	27	1	2	1	43	15	5	3	3	2	1	2	2	3.670000e+00	8.174000e+01	7890	0	2
64	4	28	1	2	2	46	16	4	2	4	1	1	1	1	2.100000e+00	8.384000e+01	2932	1	2
64	4	29	1	1	1	5	21	2	5	5	2	1	1	1	2.150000e+00	8.599000e+01	2620	1	2
64	4	30	1	1	2	2	15	2	3	3	2	1	1	1	1.810000e+00	8.780000e+01	2025	1	1
