LEDISAS2	Code = 70	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
70	2	1	0	2	1	20	49	4	5	3	0	0	NaN	NaN	0	0	37753	NaN	NaN
70	2	2	0	2	2	35	5	3	4	4	2	1	NaN	NaN	0	0	14156	0	NaN
70	2	3	0	2	3	31	2	2	5	3	0	0	NaN	NaN	0	0	11947	NaN	NaN
70	2	4	0	2	4	5	25	3	5	3	1	1	NaN	NaN	0	0	27397	1	NaN
70	2	5	0	2	5	49	39	2	3	3	2	1	NaN	NaN	0	0	9583	0	2
70	2	6	0	1	1	24	50	2	4	4	2	1	NaN	NaN	0	0	3115	1	1
70	2	7	0	1	2	43	15	3	4	4	2	1	NaN	NaN	0	0	4984	1	1
70	2	8	0	1	3	18	47	5	4	4	2	1	NaN	NaN	0	0	2853	1	1
70	2	9	0	1	4	35	16	5	2	2	2	1	NaN	NaN	0	0	2360	1	1
70	2	10	0	1	5	3	48	5	4	4	2	1	NaN	NaN	0	0	5702	1	1
70	2	1	1	2	1	15	7	3	2	2	2	1	1	2	2.130000e+00	2.130000e+00	3192	0	NaN
70	2	2	1	2	2	51	52	3	5	5	2	1	1	2	2.500000e+00	4.630000e+00	2757	0	1
70	2	3	1	2	3	4	31	3	5	5	2	1	1	2	2.290000e+00	6.920000e+00	4099	0	1
70	2	4	1	2	4	40	15	5	2	2	2	1	1	2	1.170000e+00	8.090000e+00	2631	0	1
70	2	5	1	2	5	35	18	4	2	4	1	1	2	1	4.080000e+00	1.217000e+01	7798	1	2
70	2	6	1	1	1	23	7	4	5	4	1	1	1	2	2.380000e+00	1.455000e+01	2927	0	1
70	2	7	1	1	2	28	16	2	3	2	1	1	1	2	2.300000e+00	1.685000e+01	1293	0	1
70	2	8	1	1	3	45	22	3	4	4	2	1	2	1	4.150000e+00	21	9099	1	2
70	2	9	1	1	4	22	20	2	4	2	1	1	1	2	2.150000e+00	2.315000e+01	3318	0	2
70	2	10	1	1	5	16	23	5	4	5	1	1	1	2	1.680000e+00	2.483000e+01	2895	0	1
70	2	11	1	1	6	11	50	5	4	5	1	1	1	2	1.930000e+00	2.676000e+01	879	0	1
70	2	12	1	2	1	22	47	2	5	2	1	1	2	1	3.710000e+00	3.047000e+01	1133	1	1
70	2	13	1	2	2	48	8	3	4	3	1	1	2	1	4.060000e+00	3.453000e+01	5037	1	1
70	2	14	1	2	3	49	46	5	4	5	1	1	2	1	4.010000e+00	3.854000e+01	7243	1	1
70	2	15	1	2	4	39	31	3	5	3	1	1	2	1	3.930000e+00	4.247000e+01	4501	1	1
70	2	16	1	2	5	12	33	4	5	4	1	1	2	1	3.920000e+00	4.639000e+01	4139	1	1
70	2	17	1	2	6	14	11	5	2	5	1	1	2	1	3.870000e+00	5.026000e+01	2750	1	1
70	2	18	1	1	1	35	7	3	2	3	1	1	1	2	1.980000e+00	5.224000e+01	5214	0	1
70	2	19	1	2	1	9	1	3	4	3	1	1	2	1	4.040000e+00	5.628000e+01	1782	1	1
70	2	20	1	2	2	39	27	2	3	2	1	1	2	1	3.960000e+00	6.024000e+01	2502	1	1
70	2	21	1	2	3	15	17	5	4	4	2	1	1	2	1.760000e+00	6.200000e+01	4160	0	2
70	2	22	1	1	1	47	26	4	5	5	2	1	2	1	4	66	4008	1	1
70	2	23	1	1	2	32	2	2	4	2	1	1	1	2	1.920000e+00	6.792000e+01	13471	0	2
70	2	24	1	1	3	41	36	5	3	3	2	1	2	1	3.890000e+00	7.181000e+01	6359	1	2
