LEDISAS2	Code = 86	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
86	2	1	0	1	1	6	30	4	2	4	1	1	NaN	NaN	0	0	5630	0	NaN
86	2	2	0	2	1	44	32	5	4	5	1	1	NaN	NaN	0	0	5582	1	1
86	2	3	0	2	2	36	37	4	5	5	2	1	NaN	NaN	0	0	5513	0	2
86	2	4	0	1	1	29	6	4	3	4	1	1	NaN	NaN	0	0	3789	0	2
86	2	5	0	1	2	18	44	3	2	4	0	0	NaN	NaN	0	0	6869	NaN	NaN
86	2	6	0	1	3	50	29	3	5	5	2	1	NaN	NaN	0	0	10269	1	NaN
86	2	7	0	2	1	7	18	2	3	3	2	1	NaN	NaN	0	0	3615	0	1
86	2	8	0	2	2	38	7	4	5	5	2	1	NaN	NaN	0	0	5087	0	1
86	2	9	0	2	3	9	33	4	2	3	0	0	NaN	NaN	0	0	3929	NaN	NaN
86	2	10	0	2	4	35	4	2	4	3	0	0	NaN	NaN	0	0	3752	NaN	NaN
86	2	1	1	1	1	39	6	4	3	3	2	1	2	1	4.030000e+00	4.030000e+00	10886	1	NaN
86	2	2	1	2	1	26	50	2	3	2	1	1	2	1	4.140000e+00	8.170000e+00	3401	1	2
86	2	3	1	2	2	24	18	2	5	2	1	1	2	1	3.970000e+00	1.214000e+01	2907	1	1
86	2	4	1	1	1	41	42	5	4	4	2	1	2	1	3.980000e+00	1.612000e+01	3591	1	2
86	2	5	1	1	2	21	22	3	4	4	2	1	2	1	3.850000e+00	1.997000e+01	3789	1	1
86	2	6	1	1	3	21	45	2	3	3	2	1	2	1	3.800000e+00	2.377000e+01	2480	1	1
86	2	7	1	2	1	45	36	4	5	4	1	1	2	1	3.920000e+00	2.769000e+01	6710	1	2
86	2	8	1	2	2	17	39	3	4	4	2	1	1	2	2.130000e+00	2.982000e+01	3299	0	2
86	2	9	1	2	3	51	49	4	2	4	1	1	2	1	3.940000e+00	3.376000e+01	3348	1	2
86	2	10	1	2	4	9	7	5	2	5	1	1	2	1	3.840000e+00	3.760000e+01	2427	1	1
86	2	11	1	2	5	9	1	3	2	3	1	1	2	1	4.130000e+00	4.173000e+01	1286	1	1
86	2	12	1	1	1	12	53	4	5	4	1	1	1	2	1.660000e+00	4.339000e+01	9917	0	1
86	2	13	1	1	2	53	11	2	4	4	2	1	2	1	4	4.739000e+01	2772	1	2
86	2	14	1	1	3	39	17	4	5	5	2	1	2	1	4	5.139000e+01	7080	1	1
86	2	15	1	1	4	48	6	5	2	5	1	1	1	2	1.880000e+00	5.327000e+01	6798	0	2
86	2	16	1	1	5	41	40	2	3	3	2	1	2	1	4.050000e+00	5.732000e+01	2693	1	2
86	2	17	1	2	1	52	48	4	5	5	2	1	1	2	1.880000e+00	5.920000e+01	7045	0	1
86	2	18	1	2	2	11	19	2	5	3	0	0	0	0	0	5.920000e+01	1092	NaN	NaN
86	2	19	1	2	3	20	12	5	2	2	2	1	1	2	1.220000e+00	6.042000e+01	1124	0	NaN
86	2	20	1	1	1	37	7	5	2	2	2	1	2	1	3.880000e+00	6.430000e+01	6070	1	1
86	2	21	1	1	2	37	48	3	4	4	2	1	2	1	4.030000e+00	6.833000e+01	11182	1	1
86	2	22	1	2	1	11	44	2	4	2	1	1	2	1	3.850000e+00	7.218000e+01	1453	1	2
86	2	23	1	2	2	51	14	5	3	5	1	1	2	1	3.960000e+00	7.614000e+01	7453	1	1
86	2	24	1	2	3	36	46	2	5	2	1	1	2	1	3.890000e+00	8.003000e+01	6517	1	1
86	2	25	1	2	4	26	42	3	2	3	1	1	2	1	3.860000e+00	8.389000e+01	6782	1	1
86	2	26	1	1	1	38	27	5	3	5	1	1	1	2	1.520000e+00	8.541000e+01	7148	0	1
86	2	27	1	1	2	23	32	3	4	3	1	1	1	2	1.810000e+00	8.722000e+01	11221	0	1
86	2	28	1	1	3	40	38	3	5	5	2	1	2	1	4.020000e+00	9.124000e+01	7141	1	2
86	2	29	1	1	4	39	7	2	3	2	1	1	1	2	1.950000e+00	9.319000e+01	4054	0	2
86	2	30	1	1	5	24	42	3	5	3	1	1	1	2	2.500000e+00	9.569000e+01	1507	0	1
86	2	31	1	1	6	27	32	2	3	2	1	1	1	2	1.880000e+00	9.757000e+01	925	0	1
86	2	32	1	2	1	28	31	4	2	2	2	1	1	2	1.280000e+00	9.885000e+01	5358	0	2
86	2	33	1	1	1	25	40	3	2	2	2	1	2	1	4	1.028500e+02	8604	1	1
86	2	34	1	1	2	19	38	3	5	3	1	1	1	2	2.030000e+00	1.048800e+02	4342	0	2
86	2	35	1	1	3	37	7	3	2	2	2	1	2	1	4.040000e+00	1.089200e+02	8548	1	2
86	2	36	1	1	4	26	2	3	2	3	1	1	1	2	2.240000e+00	1.111600e+02	6350	0	2
86	2	37	1	2	1	18	27	2	5	5	2	1	1	2	2.600000e+00	1.137600e+02	6741	0	2
86	2	38	1	2	2	39	54	2	5	2	1	1	2	1	3.940000e+00	1.177000e+02	10084	1	2
86	2	39	1	2	3	1	37	2	5	5	2	1	1	2	2.120000e+00	1.198200e+02	10415	0	2
86	2	40	1	2	4	43	39	2	4	2	1	1	2	1	4	1.238200e+02	2875	1	2
86	2	41	1	2	5	41	33	2	4	2	1	1	2	1	3.930000e+00	1.277500e+02	2339	1	1
86	2	42	1	2	6	43	17	4	3	4	1	1	2	1	4.250000e+00	132	4013	1	1
86	2	43	1	1	1	32	44	5	4	4	2	1	2	1	3.970000e+00	1.359700e+02	8329	1	2
86	2	44	1	1	2	2	40	3	5	5	2	1	2	1	3.830000e+00	1.398000e+02	5668	1	1
86	2	45	1	1	3	28	8	3	5	5	2	1	2	1	4.210000e+00	1.440100e+02	1363	1	1
86	2	46	1	2	1	19	22	4	3	4	1	1	2	1	4.040000e+00	1.480500e+02	7328	1	2
86	2	47	1	2	2	27	24	4	2	4	1	1	2	1	3.870000e+00	1.519200e+02	8919	1	1
86	2	48	1	2	3	11	28	5	4	5	1	1	2	1	4.070000e+00	1.559900e+02	1421	1	1
86	2	49	1	1	1	15	37	3	2	3	1	1	1	2	2.600000e+00	1.585900e+02	10981	0	1
86	2	50	1	1	2	49	42	5	3	5	1	1	1	2	1.580000e+00	1.601700e+02	2958	0	1
86	2	51	1	1	3	49	10	5	2	5	1	1	1	2	2.060000e+00	1.622300e+02	1462	0	1
86	2	52	1	1	4	20	50	3	4	3	1	1	1	2	1.930000e+00	1.641600e+02	4183	0	1
86	2	53	1	1	5	53	10	4	3	4	1	1	1	2	1.450000e+00	1.656100e+02	5311	0	1
86	2	54	1	2	1	5	1	2	4	4	2	1	1	2	2.560000e+00	1.681700e+02	5461	0	2
86	2	55	1	1	1	34	21	4	5	4	1	1	1	2	1.990000e+00	1.701600e+02	10172	0	2
86	2	56	1	1	2	14	29	5	2	5	1	1	1	2	2.250000e+00	1.724100e+02	8224	0	1
86	2	57	1	2	1	17	10	5	3	5	1	1	2	1	3.920000e+00	1.763300e+02	9486	1	1
86	2	58	1	2	2	9	28	2	4	2	1	1	2	1	3.920000e+00	1.802500e+02	15747	1	1
86	2	59	1	2	3	40	36	4	5	5	2	1	1	2	2.150000e+00	1.824000e+02	9173	0	2
86	2	60	1	2	4	11	38	3	5	5	2	1	1	2	2.050000e+00	1.844500e+02	2131	0	1
86	2	61	1	1	1	42	28	4	3	4	1	1	1	2	2.870000e+00	1.873200e+02	2492	0	2
86	2	62	1	2	1	29	36	2	5	5	2	1	1	2	1.870000e+00	1.891900e+02	5814	0	2
86	2	63	1	2	2	27	23	4	3	4	1	1	2	1	4.260000e+00	1.934500e+02	5421	1	2
86	2	64	1	2	3	46	23	5	2	2	2	1	1	2	2.710000e+00	1.961600e+02	3549	0	2
86	2	65	1	2	4	24	39	2	3	2	1	1	2	1	3.770000e+00	1.999300e+02	6494	1	2
86	2	66	1	2	5	39	18	3	5	5	2	1	1	2	1.210000e+00	2.011400e+02	3029	0	2
86	2	67	1	2	6	8	20	5	3	5	1	1	2	1	3.930000e+00	2.050700e+02	5804	1	2
86	2	68	1	1	1	28	25	3	2	3	1	1	1	2	1.910000e+00	2.069800e+02	7745	0	1
86	2	69	1	1	2	35	31	5	4	5	1	1	1	2	2	2.089800e+02	6932	0	1
86	2	70	1	1	3	38	45	5	4	4	2	1	2	1	4.100000e+00	2.130800e+02	4646	1	2
86	2	71	1	1	4	23	27	4	2	4	1	1	1	2	1.660000e+00	2.147400e+02	1251	0	2
86	2	72	1	2	1	25	46	4	3	3	2	1	1	2	1.660000e+00	2.164000e+02	2303	0	2
86	2	73	1	2	2	45	40	5	3	5	1	1	2	1	3.980000e+00	2.203800e+02	1781	1	2
86	2	74	1	2	3	4	15	3	4	3	1	1	2	1	4	2.243800e+02	7220	1	1
86	2	75	1	2	4	29	41	5	4	5	1	1	2	1	4.030000e+00	2.284100e+02	1901	1	1
86	2	76	1	2	5	25	54	4	2	4	1	1	2	1	4.120000e+00	2.325300e+02	2155	1	1
86	2	77	1	1	1	31	17	4	2	2	2	1	2	1	4.070000e+00	2.366000e+02	17295	1	2
86	2	78	1	1	2	32	1	3	4	4	2	1	2	1	3.790000e+00	2.403900e+02	21237	1	1
86	2	79	1	1	3	8	53	2	3	2	1	1	1	2	2.330000e+00	2.427200e+02	7988	0	2
86	2	80	1	1	4	14	3	5	3	5	1	1	1	2	2.380000e+00	2.451000e+02	4046	0	1
86	2	81	1	1	5	14	16	4	5	4	1	1	1	2	2.300000e+00	2.474000e+02	9238	0	1
86	2	82	1	1	6	49	30	2	4	4	2	1	2	1	4.150000e+00	2.515500e+02	1534	1	2
86	2	83	1	2	1	31	19	5	4	4	2	1	1	2	2.150000e+00	2.537000e+02	5421	0	1
86	2	84	1	2	2	18	50	4	2	4	1	1	2	1	3.920000e+00	2.576200e+02	9132	1	2
86	2	1	2	2	1	27	53	2	4	2	1	1	2	1	3.980000e+00	2.616000e+02	7324	1	NaN
86	2	2	2	1	1	18	15	5	3	5	1	1	1	2	8.500000e-01	2.624500e+02	3126	0	1
86	2	3	2	1	2	1	26	5	3	5	1	1	1	2	2.220000e+00	2.646700e+02	1270	0	1
86	2	4	2	1	3	51	8	3	2	2	2	1	2	1	4.010000e+00	2.686800e+02	9332	1	2
86	2	5	2	1	4	19	20	3	4	4	2	1	2	1	3.930000e+00	2.726100e+02	3221	1	1
86	2	6	2	1	5	39	32	4	5	4	1	1	1	2	1.690000e+00	2.743000e+02	1940	0	2
86	2	7	2	2	1	34	33	5	4	4	2	1	1	2	1.490000e+00	2.757900e+02	11285	0	2
86	2	8	2	2	2	15	14	5	4	5	1	1	2	1	3.990000e+00	2.797800e+02	4978	1	2
86	2	9	2	2	3	5	54	3	2	3	1	1	2	1	4.040000e+00	2.838200e+02	5523	1	1
86	2	10	2	1	1	14	29	2	5	2	1	1	1	2	1.840000e+00	2.856600e+02	991	0	1
86	2	11	2	1	2	52	46	4	2	4	1	1	1	2	1.760000e+00	2.874200e+02	2685	0	1
86	2	12	2	2	1	35	24	5	3	3	2	1	1	2	1.980000e+00	2.894000e+02	4406	0	2
86	2	13	2	2	2	9	39	3	4	4	2	1	1	2	1.920000e+00	2.913200e+02	3755	0	1
86	2	14	2	1	1	19	48	4	5	5	2	1	2	1	3.890000e+00	2.952100e+02	6862	1	1
86	2	15	2	1	2	18	54	5	2	5	1	1	1	2	2.610000e+00	2.978200e+02	3252	0	2
86	2	16	2	1	3	13	17	5	2	5	1	1	1	2	2.210000e+00	3.000300e+02	2916	0	1
86	2	17	2	2	1	32	18	2	4	4	2	1	1	2	2.600000e+00	3.026300e+02	5391	0	2
86	2	18	2	2	2	2	24	3	5	5	2	1	1	2	1.770000e+00	3.044000e+02	8355	0	1
86	2	19	2	2	3	2	5	3	5	3	1	1	2	1	3.870000e+00	3.082700e+02	8451	1	2
86	2	20	2	2	4	6	7	4	5	4	1	1	2	1	4.100000e+00	3.123700e+02	11148	1	1
