LEDISAS2	Code = 104	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
104	4	1	0	1	1	5	52	2	4	3	0	0	NaN	NaN	0	0	10651	NaN	NaN
104	4	2	0	1	2	35	9	4	2	4	1	1	NaN	NaN	0	0	4207	0	NaN
104	4	3	0	2	1	12	46	3	5	5	2	1	NaN	NaN	0	0	8741	0	2
104	4	4	0	2	2	12	31	4	5	5	2	1	NaN	NaN	0	0	4261	0	1
104	4	5	0	2	3	14	18	3	2	3	1	1	NaN	NaN	0	0	4961	1	2
104	4	6	0	2	4	34	36	5	4	5	1	1	NaN	NaN	0	0	2646	1	1
104	4	7	0	2	5	15	7	2	4	4	2	1	NaN	NaN	0	0	4850	0	2
104	4	8	0	1	1	10	23	4	2	2	2	1	NaN	NaN	0	0	3663	1	1
104	4	9	0	1	2	49	34	5	3	5	1	1	NaN	NaN	0	0	4409	0	2
104	4	10	0	1	3	37	10	5	2	5	1	1	NaN	NaN	0	0	4511	0	1
104	4	1	1	1	1	2	5	3	5	5	2	1	1	1	1.950000e+00	1.950000e+00	16097	1	NaN
104	4	2	1	1	2	2	24	3	2	2	2	1	1	1	1.800000e+00	3.750000e+00	3602	1	1
104	4	3	1	2	1	35	14	5	2	5	1	1	1	1	2.010000e+00	5.760000e+00	7591	1	2
104	4	4	1	2	2	11	34	5	4	5	1	1	1	1	2.030000e+00	7.790000e+00	965	1	1
104	4	5	1	2	3	12	26	5	4	5	1	1	1	1	1.860000e+00	9.650000e+00	1268	1	1
104	4	6	1	2	4	35	29	4	2	2	2	1	2	2	4.560000e+00	1.421000e+01	2974	0	2
104	4	7	1	2	5	9	45	2	4	2	1	1	1	1	2.140000e+00	1.635000e+01	3149	1	2
104	4	8	1	1	1	49	41	2	4	2	1	1	2	2	3.980000e+00	2.033000e+01	9292	0	1
104	4	9	1	1	2	53	25	4	5	4	1	1	2	2	4.150000e+00	2.448000e+01	1886	0	1
104	4	10	1	1	3	3	41	3	5	3	1	1	2	2	4.080000e+00	2.856000e+01	9992	0	1
104	4	11	1	2	1	43	3	5	2	2	2	1	2	2	3.910000e+00	3.247000e+01	2942	0	2
104	4	12	1	1	1	24	15	2	3	3	2	1	1	1	2.090000e+00	3.456000e+01	5662	1	1
104	4	13	1	1	2	22	53	3	2	3	1	1	2	2	3.720000e+00	3.828000e+01	5458	0	2
104	4	14	1	1	3	27	22	5	3	5	1	1	2	2	5.030000e+00	4.331000e+01	3717	0	1
104	4	15	1	1	4	37	3	3	5	3	1	1	2	2	3.940000e+00	4.725000e+01	10837	0	1
