SubNo,"Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)",Block_trial,Block,VarDist_cond,Run_number,Targ1_position,Targ2_position,Red_targ_digit,Blue_targ_digit,Response,Targ_Choice,Acc,RewardOutcome(0=inaccurate;1=lowReward;2=highReward),VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance),OutcomeValue,Points,RT,Optimal_Choice,Repeat_Switch,Original_SubNo
22,2,64,4,2,4,15,17,5,4,5,1,1,2.0,1.0,3.94,1209.87,1.983,1,1.0,22
22,2,65,4,1,1,43,28,5,4,4,2,1,2.0,1.0,4.03,1213.9,2.313,1,2.0,22
22,2,66,4,1,2,3,46,2,5,5,2,1,2.0,1.0,4.04,1217.94,1.392,1,1.0,22
22,2,67,4,1,3,4,32,3,5,5,2,1,2.0,1.0,4.02,1221.96,2.462,1,1.0,22
22,2,68,4,1,4,4,29,2,5,5,2,1,2.0,1.0,4.0,1225.96,1.761,1,1.0,22
22,2,69,4,1,5,24,17,4,5,5,2,1,2.0,1.0,3.81,1229.77,1.201,1,1.0,22
22,2,70,4,1,6,42,49,2,4,4,2,1,2.0,1.0,4.04,1233.81,1.767,1,1.0,22
22,2,71,4,2,1,37,39,2,5,5,2,1,1.0,2.0,1.94,1235.75,1.174,0,1.0,22
22,2,72,4,2,2,36,31,2,3,2,1,1,2.0,1.0,4.06,1239.81,2.384,1,2.0,22
22,2,73,4,1,1,5,27,2,3,3,2,1,2.0,1.0,4.07,1243.88,3.807,1,2.0,22
22,2,74,4,1,2,29,54,2,4,4,2,1,2.0,1.0,3.99,1247.87,3.502,1,1.0,22
22,2,75,4,1,3,17,4,5,4,4,2,1,2.0,1.0,4.04,1251.91,1.42,1,1.0,22
22,2,76,4,2,1,3,35,2,4,2,1,1,2.0,1.0,3.96,1255.87,1.288,1,2.0,22
22,2,77,4,1,1,14,6,3,2,2,2,1,2.0,1.0,3.96,1259.83,1.384,1,2.0,22
22,2,78,4,1,2,26,30,2,5,5,2,1,2.0,1.0,3.95,1263.78,1.533,1,1.0,22
22,2,79,4,1,3,1,28,5,2,2,2,1,2.0,1.0,3.89,1267.67,1.824,1,1.0,22
22,2,80,4,1,4,24,23,3,5,5,2,1,2.0,1.0,4.03,1271.7,3.233,1,1.0,22
22,2,81,4,1,5,1,9,5,3,3,2,1,2.0,1.0,4.15,1275.85,1.222,1,1.0,22
22,2,82,4,2,1,48,51,4,5,4,1,1,2.0,1.0,3.93,1279.78,1.412,1,2.0,22
22,2,83,4,2,2,46,4,2,3,2,1,1,2.0,1.0,3.94,1283.72,1.616,1,1.0,22
22,2,84,4,2,3,4,43,5,3,5,1,1,2.0,1.0,4.09,1287.81,1.056,1,1.0,22
23,3,1,1,1,1,43,52,2,3,3,2,1,1.0,2.0,2.02,2.02,5.69,1,,23
23,3,2,1,1,2,17,4,4,3,3,2,1,1.0,2.0,2.73,4.75,4.909,1,1.0,23
23,3,3,1,1,3,13,48,3,4,4,2,1,1.0,2.0,1.2,5.95,4.742,1,1.0,23
23,3,4,1,2,1,25,28,2,3,2,1,1,1.0,2.0,1.51,7.46,7.877,1,2.0,23
23,3,5,1,2,2,50,6,3,2,3,1,1,1.0,2.0,1.64,9.1,1.232,1,1.0,23
23,3,6,1,2,3,17,47,2,4,2,1,1,1.0,2.0,3.03,12.13,7.412,1,1.0,23
23,3,7,1,2,4,28,21,5,2,2,2,1,2.0,1.0,4.05,16.18,8.655,0,2.0,23
23,3,8,1,2,5,18,27,4,3,4,1,1,1.0,2.0,1.79,17.97,13.072,1,2.0,23
23,3,9,1,2,6,50,35,5,4,4,2,1,2.0,1.0,4.0,21.97,4.327,0,2.0,23
23,3,10,1,1,1,54,41,5,3,3,2,1,1.0,2.0,1.85,23.82,5.293,1,1.0,23
23,3,11,1,1,2,17,40,4,5,5,2,1,1.0,2.0,2.46,26.28,3.729,1,1.0,23
23,3,12,1,2,1,16,54,3,5,3,1,1,1.0,2.0,2.01,28.29,9.919,1,2.0,23
23,3,13,1,2,2,11,19,3,4,3,1,1,1.0,2.0,2.39,30.68,7.974,1,1.0,23
23,3,14,1,2,3,47,19,4,5,4,1,1,1.0,2.0,2.33,33.01,7.921,1,1.0,23
23,3,15,1,2,4,4,47,3,2,2,2,1,2.0,1.0,3.97,36.98,2.481,0,2.0,23
23,3,16,1,2,5,9,53,3,2,2,2,1,2.0,1.0,3.99,40.97,5.926,0,1.0,23
23,3,17,1,1,1,13,31,5,3,3,2,1,1.0,2.0,2.06,43.03,1.441,1,1.0,23
23,3,18,1,1,2,22,7,3,4,3,1,1,2.0,1.0,3.91,46.94,4.998,0,2.0,23
23,3,19,1,1,3,44,49,3,4,3,1,1,2.0,1.0,3.97,50.91,8.599,0,1.0,23
23,3,20,1,1,4,45,37,5,4,4,2,1,1.0,2.0,1.96,52.87,4.055,1,2.0,23
23,3,21,1,2,1,45,15,4,2,2,2,1,2.0,1.0,3.88,56.75,4.446,0,1.0,23
23,3,22,1,2,2,32,48,2,5,2,1,1,1.0,2.0,2.44,59.19,8.034,1,2.0,23
23,3,23,1,1,1,1,21,4,5,4,1,1,2.0,1.0,3.87,63.06,11.871,0,1.0,23
23,3,24,1,1,2,30,52,4,5,4,1,1,2.0,1.0,3.92,66.98,7.593,0,1.0,23
23,3,25,1,1,3,24,26,5,2,2,2,1,1.0,2.0,1.45,68.43,3.544,1,2.0,23
23,3,26,1,1,4,37,36,5,2,2,2,1,1.0,2.0,2.5,70.93,1.685,1,1.0,23
23,3,27,1,1,5,41,18,4,5,4,1,1,2.0,1.0,3.92,74.85,3.224,0,2.0,23
23,3,28,1,1,6,29,37,5,3,5,1,1,2.0,1.0,3.8,78.65,7.04,0,1.0,23
23,3,29,1,2,1,49,9,3,5,3,1,1,1.0,2.0,2.38,81.03,6.303,1,1.0,23
23,3,30,1,2,2,34,28,3,5,3,1,1,1.0,2.0,2.68,83.71,11.697,1,1.0,23
23,3,31,1,2,3,9,14,3,2,3,1,1,1.0,2.0,2.32,86.03,3.863,1,1.0,23
23,3,32,1,1,1,4,24,2,3,3,2,1,1.0,2.0,2.07,88.1,5.447,1,2.0,23
23,3,33,1,1,2,10,30,4,2,2,2,1,1.0,2.0,1.59,89.69,2.023,1,1.0,23
23,3,34,1,1,3,8,30,4,3,4,1,1,2.0,1.0,3.91,93.6,6.0,0,2.0,23
23,3,35,1,1,4,7,22,4,2,2,2,1,1.0,2.0,2.58,96.18,8.608,1,2.0,23
23,3,36,1,1,5,20,14,2,5,2,1,1,2.0,1.0,4.14,100.32,4.633,0,2.0,23
23,3,37,1,2,1,30,2,4,3,3,2,1,2.0,1.0,3.93,104.25,10.185,0,2.0,23
23,3,38,1,1,1,53,25,2,3,3,2,1,1.0,2.0,2.38,106.63,4.223,1,1.0,23
23,3,39,1,2,1,34,28,2,3,3,2,1,2.0,1.0,4.03,110.66,9.872,0,1.0,23
23,3,40,1,2,2,7,37,5,4,4,2,1,2.0,1.0,3.96,114.62,6.281,0,1.0,23
23,3,41,1,2,3,49,6,2,4,4,2,1,2.0,1.0,3.9,118.52,3.943,0,1.0,23
23,3,43,1,1,1,49,23,2,5,5,2,1,1.0,2.0,2.14,120.66,6.203,1,,23
23,3,44,1,1,2,26,38,5,4,4,2,1,1.0,2.0,1.14,121.8,3.198,1,1.0,23
23,3,45,1,2,1,51,41,5,2,2,2,1,2.0,1.0,3.81,125.61,4.409,0,1.0,23
23,3,46,1,2,2,22,44,3,4,4,2,1,2.0,1.0,4.24,129.85,2.096,0,1.0,23
23,3,47,1,1,1,23,42,2,5,2,1,1,2.0,1.0,3.99,133.84,4.807,0,2.0,23
23,3,48,1,1,2,12,42,5,3,5,1,1,2.0,1.0,4.31,138.15,8.797,0,1.0,23
23,3,49,1,1,3,14,6,4,3,4,1,1,2.0,1.0,3.97,142.12,1.754,0,1.0,23
23,3,50,1,1,4,2,1,2,4,2,1,1,2.0,1.0,4.02,146.14,1.465,0,1.0,23
23,3,51,1,1,5,7,25,2,5,2,1,1,2.0,1.0,4.11,150.25,2.253,0,1.0,23
23,3,52,1,2,1,12,1,2,5,2,1,1,1.0,2.0,1.92,152.17,9.439,1,1.0,23
23,3,53,1,2,2,40,54,2,5,5,2,1,2.0,1.0,3.94,156.11,8.887,0,2.0,23
23,3,54,1,2,3,3,31,3,2,3,1,1,1.0,2.0,2.67,158.78,6.385,1,2.0,23
23,3,55,1,1,1,12,11,2,4,4,2,1,1.0,2.0,1.59,160.37,3.543,1,2.0,23
23,3,56,1,1,2,27,51,4,5,4,1,1,2.0,1.0,4.1,164.47,11.471,0,2.0,23
23,3,57,1,1,3,24,16,3,5,5,2,1,1.0,2.0,1.76,166.23,5.103,1,2.0,23
23,3,58,1,1,4,25,29,3,5,3,1,1,2.0,1.0,4.09,170.32,5.345,0,2.0,23
23,3,59,1,1,5,29,30,3,4,3,1,1,2.0,1.0,4.1,174.42,1.75,0,1.0,23
23,3,60,1,1,6,24,46,5,3,5,1,1,2.0,1.0,3.9,178.32,8.473,0,1.0,23
23,3,61,1,2,1,7,14,5,4,4,2,1,2.0,1.0,4.06,182.38,2.958,0,2.0,23
23,3,62,1,2,2,3,4,3,2,3,1,1,1.0,2.0,2.49,184.87,7.387,1,2.0,23
23,3,63,1,2,3,28,26,3,2,2,2,1,2.0,1.0,3.88,188.75,3.628,0,2.0,23
23,3,64,1,2,4,4,20,2,4,2,1,1,1.0,2.0,2.17,190.92,3.224,1,2.0,23
23,3,65,1,2,5,34,8,5,4,4,2,1,2.0,1.0,4.0,194.92,8.831,0,2.0,23
23,3,66,1,1,1,26,15,2,4,2,1,1,2.0,1.0,3.86,198.78,2.216,0,2.0,23
23,3,67,1,1,2,26,32,2,3,2,1,1,2.0,1.0,3.97,202.75,1.614,0,1.0,23
23,3,68,1,1,3,41,5,4,3,3,2,1,1.0,2.0,1.92,204.67,3.129,1,2.0,23
23,3,69,1,2,1,52,41,4,3,3,2,1,2.0,1.0,3.87,208.54,5.897,0,1.0,23
23,3,70,1,2,2,29,8,3,4,4,2,1,2.0,1.0,3.77,212.31,1.56,0,1.0,23
23,3,71,1,2,3,33,34,5,3,5,1,1,1.0,2.0,1.57,213.88,7.479,1,2.0,23
23,3,72,1,2,4,27,51,5,2,2,2,1,2.0,1.0,4.0,217.88,1.818,0,2.0,23
23,3,73,1,1,1,33,29,4,5,5,2,1,1.0,2.0,1.19,219.07,7.509,1,1.0,23
23,3,74,1,1,2,38,25,4,2,4,1,1,2.0,1.0,4.15,223.22,6.469,0,2.0,23
23,3,75,1,1,3,38,40,3,5,5,2,1,1.0,2.0,1.72,224.94,3.232,1,2.0,23
23,3,76,1,1,4,35,7,5,2,2,2,1,1.0,2.0,1.03,225.97,2.584,1,1.0,23
23,3,77,1,2,1,34,27,5,3,5,1,1,1.0,2.0,2.05,228.02,7.552,1,2.0,23
23,3,78,1,2,2,23,16,4,2,2,2,1,2.0,1.0,4.18,232.2,1.185,0,2.0,23
23,3,79,1,2,3,13,52,3,5,3,1,1,1.0,2.0,2.02,234.22,5.216,1,2.0,23
23,3,80,1,2,4,14,39,4,2,4,1,1,1.0,2.0,2.08,236.3,6.647,1,1.0,23
23,3,81,1,2,5,39,36,2,3,3,2,1,2.0,1.0,4.0,240.3,1.671,0,2.0,23
23,3,82,1,2,6,46,47,4,2,4,1,1,1.0,2.0,2.08,242.38,7.089,1,2.0,23
23,3,83,1,1,1,31,23,5,4,4,2,1,1.0,2.0,2.42,244.8,7.039,1,2.0,23
23,3,84,1,2,1,54,17,2,4,4,2,1,2.0,1.0,4.02,248.82,5.761,0,1.0,23
23,3,1,2,2,1,43,2,5,2,5,1,1,1.0,2.0,2.36,251.18,5.636,1,,23
23,3,2,2,2,2,27,18,3,5,5,2,1,2.0,1.0,4.06,255.24,2.245,0,2.0,23
23,3,3,2,2,3,54,33,4,3,4,1,1,1.0,2.0,2.06,257.3,4.399,1,2.0,23
23,3,4,2,1,1,44,16,4,3,3,2,1,1.0,2.0,2.13,259.43,10.75,1,2.0,23
23,3,5,2,1,2,12,30,4,3,3,2,1,1.0,2.0,1.54,260.97,1.576,1,1.0,23
23,3,6,2,1,3,46,34,5,3,5,1,1,2.0,1.0,3.89,264.86,10.598,0,2.0,23
23,3,7,2,1,4,2,16,3,2,3,1,1,2.0,1.0,4.0,268.86,5.331,0,1.0,23
23,3,8,2,1,5,30,45,5,3,5,1,1,2.0,1.0,4.04,272.9,6.304,0,1.0,23
23,3,9,2,1,6,21,6,4,3,4,1,1,2.0,1.0,3.89,276.79,3.485,0,1.0,23
23,3,11,2,2,2,12,6,2,4,2,1,1,1.0,2.0,2.05,282.94,2.086,1,2.0,23
23,3,12,2,2,3,37,48,4,5,4,1,1,1.0,2.0,3.29,286.23,15.842,1,1.0,23
23,3,13,2,2,4,7,50,5,4,4,2,1,2.0,1.0,4.05,290.28,1.728,0,2.0,23
23,3,14,2,2,5,24,12,5,2,5,1,1,1.0,2.0,1.38,291.66,11.727,1,2.0,23
23,3,15,2,2,6,25,4,5,3,3,2,1,2.0,1.0,4.05,295.71,4.561,0,2.0,23
23,3,16,2,1,1,39,7,2,5,2,1,1,2.0,1.0,4.06,299.77,8.097,0,2.0,23
23,3,17,2,1,2,19,35,2,5,2,1,1,2.0,1.0,3.94,303.71,3.447,0,1.0,23
23,3,18,2,1,3,4,45,4,3,3,2,1,1.0,2.0,2.11,305.82,5.656,1,2.0,23
23,3,19,2,2,1,18,30,2,3,2,1,1,1.0,2.0,1.72,307.54,4.862,1,2.0,23
23,3,20,2,2,2,1,48,2,3,3,2,1,2.0,1.0,4.0,311.54,3.553,0,2.0,23
23,3,21,2,2,3,38,6,4,2,4,1,1,1.0,2.0,2.2,313.74,6.281,1,2.0,23
23,3,22,2,2,4,17,52,3,5,3,1,1,1.0,2.0,2.56,316.3,4.921,1,1.0,23
23,3,23,2,1,1,50,1,3,2,2,2,1,1.0,2.0,2.36,318.66,2.785,1,2.0,23
23,3,24,2,1,2,37,11,4,5,5,2,1,1.0,2.0,0.75,319.41,11.144,1,1.0,23
23,3,25,2,2,1,10,1,2,4,2,1,1,1.0,2.0,2.13,321.54,1.0,1,2.0,23
23,3,26,2,1,1,21,41,5,2,5,1,1,2.0,1.0,4.1,325.64,3.055,0,1.0,23
23,3,27,2,1,2,15,33,4,2,4,1,1,2.0,1.0,4.0,329.64,2.672,0,1.0,23
23,3,28,2,1,3,37,52,5,2,2,2,1,1.0,2.0,2.4,332.04,1.297,1,2.0,23
23,3,29,2,1,4,30,37,4,3,3,2,1,1.0,2.0,2.37,334.41,8.679,1,1.0,23
23,3,30,2,2,1,48,37,5,3,3,2,1,2.0,1.0,4.15,338.56,2.823,0,1.0,23
23,3,31,2,2,2,48,1,2,4,4,2,1,2.0,1.0,4.15,342.71,4.151,0,1.0,23
23,3,32,2,2,3,52,27,4,2,2,2,1,2.0,1.0,4.11,346.82,4.616,0,1.0,23
23,3,33,2,2,4,43,12,4,2,2,2,1,2.0,1.0,3.81,350.63,2.128,0,1.0,23
23,3,34,2,2,5,46,40,5,4,4,2,1,2.0,1.0,3.88,354.51,14.161,0,1.0,23
23,3,35,2,1,1,38,25,4,5,4,1,1,2.0,1.0,4.08,358.59,5.041,0,2.0,23
23,3,37,2,1,3,23,40,3,2,2,2,1,1.0,2.0,1.54,360.13,1.509,1,,23
23,3,38,2,1,4,28,53,3,5,3,1,1,2.0,1.0,3.93,364.06,4.167,0,2.0,23
23,3,39,2,1,5,32,22,3,4,4,2,1,1.0,2.0,2.32,366.38,4.473,1,2.0,23
23,3,40,2,2,1,3,27,2,3,2,1,1,1.0,2.0,2.01,368.39,6.181,1,2.0,23
23,3,41,2,2,2,29,9,2,5,2,1,1,1.0,2.0,2.5,370.89,12.831,1,1.0,23
23,3,42,2,1,1,12,36,4,5,4,1,1,2.0,1.0,3.84,374.73,1.559,0,1.0,23
23,3,43,2,2,1,5,23,3,4,4,2,1,2.0,1.0,4.06,378.79,15.993,0,2.0,23
23,3,44,2,2,2,49,25,3,2,3,1,1,1.0,2.0,1.23,380.02,9.192,1,2.0,23
23,3,45,2,1,1,4,52,4,2,2,2,1,1.0,2.0,1.32,381.34,8.744,1,2.0,23
23,3,46,2,1,2,37,9,5,3,5,1,1,2.0,1.0,4.03,385.37,8.137,0,2.0,23
23,3,47,2,1,3,13,6,3,5,3,1,1,2.0,1.0,3.98,389.35,5.167,0,1.0,23
23,3,48,2,1,4,50,17,5,4,5,1,1,2.0,1.0,3.87,393.22,3.621,0,1.0,23
23,3,49,2,1,5,52,51,4,3,3,2,1,1.0,2.0,1.86,395.08,2.401,1,2.0,23
23,3,50,2,1,6,19,12,2,4,4,2,1,1.0,2.0,1.73,396.81,3.75,1,1.0,23
23,3,51,2,2,1,25,43,5,4,5,1,1,1.0,2.0,1.58,398.39,9.72,1,2.0,23
23,3,52,2,2,2,30,8,2,4,2,1,1,1.0,2.0,2.12,400.51,10.44,1,1.0,23
23,3,53,2,2,3,28,14,3,4,4,2,1,2.0,1.0,3.82,404.33,5.917,0,2.0,23
23,3,54,2,1,1,30,51,2,3,2,1,1,2.0,1.0,4.04,408.37,2.616,0,2.0,23
23,3,55,2,1,2,44,33,3,4,3,1,1,2.0,1.0,3.76,412.13,12.312,0,1.0,23
23,3,56,2,2,1,41,53,5,4,4,2,1,2.0,1.0,4.06,416.19,4.959,0,2.0,23
23,3,57,2,2,2,9,43,4,5,5,2,1,2.0,1.0,4.04,420.23,7.3,0,1.0,23
23,3,58,2,2,3,13,49,2,5,2,1,1,1.0,2.0,2.36,422.59,7.608,1,2.0,23
23,3,59,2,2,4,17,38,3,2,2,2,1,2.0,1.0,3.92,426.51,15.926,0,2.0,23
23,3,60,2,1,1,10,31,2,5,2,1,1,2.0,1.0,4.08,430.59,1.286,0,2.0,23
23,3,61,2,1,2,13,38,2,5,2,1,1,2.0,1.0,3.87,434.46,6.137,0,1.0,23
23,3,62,2,1,3,5,18,3,2,2,2,1,1.0,2.0,2.42,436.88,3.962,1,2.0,23
23,3,63,2,2,1,28,27,3,4,4,2,1,2.0,1.0,3.75,440.63,4.448,0,1.0,23
23,3,64,2,2,2,34,2,3,2,2,2,1,2.0,1.0,4.03,444.66,1.097,0,1.0,23
23,3,65,2,2,3,19,46,2,4,2,1,1,1.0,2.0,1.65,446.31,2.303,1,2.0,23
23,3,67,2,2,5,1,21,2,3,3,2,1,2.0,1.0,4.02,451.97,5.231,0,2.0,23
23,3,68,2,1,1,12,29,4,5,5,2,1,1.0,2.0,1.84,453.81,4.537,1,1.0,23
23,3,69,2,1,2,20,3,5,3,3,2,1,1.0,2.0,2.46,456.27,3.113,1,1.0,23
23,3,71,2,1,4,6,3,5,4,4,2,1,1.0,2.0,2.48,460.7,2.225,1,1.0,23
23,3,73,2,1,1,38,2,3,4,4,2,1,1.0,2.0,2.03,466.67,2.328,1,1.0,23
23,3,74,2,1,2,45,5,5,2,2,2,1,1.0,2.0,2.19,468.86,2.296,1,1.0,23
23,3,75,2,1,3,43,30,4,2,4,1,1,2.0,1.0,4.13,472.99,5.884,0,2.0,23
23,3,76,2,1,4,3,23,2,4,2,1,1,2.0,1.0,4.07,477.06,3.768,0,1.0,23
23,3,77,2,1,5,47,40,5,2,5,1,1,2.0,1.0,3.97,481.03,6.921,0,1.0,23
23,3,78,2,2,1,38,43,5,3,3,2,1,2.0,1.0,3.84,484.87,16.56,0,2.0,23
23,3,79,2,2,2,9,37,4,5,4,1,1,1.0,2.0,1.68,486.55,2.807,1,2.0,23
23,3,80,2,2,3,28,51,5,4,4,2,1,2.0,1.0,4.04,490.59,11.381,0,2.0,23
23,3,81,2,2,4,6,48,3,5,3,1,1,1.0,2.0,1.53,492.12,2.912,1,2.0,23
23,3,83,2,2,6,19,12,4,2,2,2,1,2.0,1.0,4.13,498.39,3.685,0,2.0,23
23,3,84,2,1,1,20,17,2,3,2,1,1,2.0,1.0,4.03,502.42,4.885,0,2.0,23
23,3,1,3,1,1,47,5,4,5,5,2,1,1.0,2.0,2.08,504.5,3.353,1,,23
23,3,2,3,1,2,12,37,5,3,5,1,1,2.0,1.0,4.05,508.55,11.841,0,2.0,23
23,3,3,3,2,1,51,43,4,2,4,1,1,1.0,2.0,2.57,511.12,1.472,1,1.0,23
23,3,4,3,2,2,9,35,5,3,3,2,1,2.0,1.0,4.17,515.29,6.167,0,2.0,23
23,3,5,3,2,3,36,28,4,5,4,1,1,1.0,2.0,1.52,516.81,2.137,1,2.0,23
23,3,6,3,2,4,47,6,3,5,5,2,1,2.0,1.0,4.02,520.83,2.647,0,2.0,23
23,3,7,3,2,5,9,17,3,5,3,1,1,1.0,2.0,2.28,523.11,10.303,1,2.0,23
23,3,8,3,2,6,40,45,3,2,3,1,1,1.0,2.0,1.88,524.99,4.496,1,1.0,23
23,3,9,3,1,1,49,13,2,3,2,1,1,2.0,1.0,4.29,529.28,1.36,0,1.0,23
23,3,10,3,1,2,52,42,2,3,2,1,1,2.0,1.0,4.1,533.38,1.559,0,1.0,23
23,3,11,3,1,3,49,29,2,5,2,1,1,2.0,1.0,3.9,537.28,1.185,0,1.0,23
23,3,12,3,1,4,46,32,3,5,5,2,1,1.0,2.0,2.38,539.66,3.446,1,2.0,23
23,3,13,3,1,5,19,48,2,4,4,2,1,1.0,2.0,2.33,541.99,5.544,1,1.0,23
23,3,14,3,1,6,41,40,5,4,4,2,1,1.0,2.0,2.36,544.35,2.511,1,1.0,23
23,3,15,3,2,1,37,11,5,4,4,2,1,2.0,1.0,3.8,548.15,1.95,0,1.0,23
23,3,16,3,2,2,50,1,2,5,5,2,1,2.0,1.0,4.18,552.33,2.181,0,1.0,23
23,3,17,3,2,3,42,8,2,4,4,2,1,2.0,1.0,3.81,556.14,1.129,0,1.0,23
23,3,18,3,2,4,34,4,3,5,3,1,1,1.0,2.0,2.52,558.66,7.549,1,2.0,23
23,3,19,3,1,1,24,38,5,2,5,1,1,2.0,1.0,3.87,562.53,3.559,0,1.0,23
23,3,20,3,2,1,22,15,3,2,2,2,1,2.0,1.0,4.05,566.58,2.521,0,2.0,23
23,3,21,3,2,2,38,25,3,2,2,2,1,2.0,1.0,4.11,570.69,1.896,0,1.0,23
23,3,22,3,1,1,40,30,3,4,4,2,1,1.0,2.0,2.39,573.08,4.112,1,1.0,23
23,3,23,3,1,2,47,54,3,4,4,2,1,1.0,2.0,2.02,575.1,1.343,1,1.0,23
23,3,24,3,1,3,54,9,2,5,2,1,1,2.0,1.0,3.89,578.99,1.704,0,2.0,23
23,3,25,3,2,1,42,33,5,4,4,2,1,2.0,1.0,3.99,582.98,5.288,0,2.0,23
23,3,26,3,1,1,13,31,4,3,3,2,1,1.0,2.0,1.62,584.6,2.376,1,1.0,23
23,3,27,3,1,2,46,7,5,3,3,2,1,1.0,2.0,1.22,585.82,2.745,1,1.0,23
23,3,28,3,1,3,10,3,2,3,2,1,1,2.0,1.0,3.89,589.71,3.001,0,2.0,23
23,3,29,3,1,4,50,34,2,4,2,1,1,2.0,1.0,4.07,593.78,0.84,0,1.0,23
23,3,30,3,1,5,17,35,5,4,4,2,1,1.0,2.0,2.26,596.04,10.878,1,2.0,23
23,3,31,3,2,1,48,23,4,5,4,1,1,1.0,2.0,1.8,597.84,2.761,1,2.0,23
23,3,32,3,2,2,10,31,4,3,4,1,1,1.0,2.0,2.03,599.87,0.961,1,1.0,23
23,3,33,3,2,3,36,22,5,2,2,2,1,2.0,1.0,4.05,603.92,13.071,0,2.0,23
23,3,34,3,1,1,48,52,4,2,4,1,1,2.0,1.0,4.02,607.94,2.542,0,2.0,23
23,3,35,3,1,2,39,47,5,3,3,2,1,1.0,2.0,2.12,610.06,1.937,1,2.0,23
23,3,36,3,1,3,22,13,4,5,5,2,1,1.0,2.0,2.98,613.04,4.489,1,1.0,23
23,3,37,3,1,4,3,5,4,5,4,1,1,2.0,1.0,3.73,616.77,1.776,0,2.0,23
23,3,38,3,2,1,49,11,5,4,4,2,1,2.0,1.0,4.04,620.81,0.96,0,2.0,23
23,3,39,3,2,2,18,28,5,2,2,2,1,2.0,1.0,4.03,624.84,1.511,0,1.0,23
23,3,40,3,2,3,24,16,5,2,2,2,1,2.0,1.0,4.08,628.92,4.289,0,1.0,23
23,3,41,3,2,4,51,22,2,3,3,2,1,2.0,1.0,3.93,632.85,5.232,0,1.0,23
23,3,42,3,2,5,3,42,2,5,2,1,1,1.0,2.0,2.42,635.27,12.623,1,2.0,23
23,3,43,3,1,1,40,25,5,4,4,2,1,1.0,2.0,2.08,637.35,5.175,1,2.0,23
23,3,44,3,1,2,17,4,4,2,4,1,1,2.0,1.0,4.1,641.45,1.232,0,2.0,23
23,3,45,3,2,1,1,38,3,4,4,2,1,2.0,1.0,4.11,645.56,3.12,0,2.0,23
23,3,46,3,2,2,45,2,3,2,2,2,1,2.0,1.0,4.16,649.72,1.896,0,1.0,23
23,3,47,3,2,3,54,42,2,5,5,2,1,2.0,1.0,3.99,653.71,11.982,0,1.0,23
23,3,48,3,2,4,23,19,2,3,2,1,1,1.0,2.0,2.62,656.33,5.366,1,2.0,23
23,3,49,3,1,1,53,15,2,3,3,2,1,1.0,2.0,2.11,658.44,2.553,1,2.0,23
23,3,50,3,2,1,12,38,2,4,4,2,1,2.0,1.0,3.83,662.27,2.313,0,1.0,23
23,3,51,3,2,2,10,29,3,2,2,2,1,2.0,1.0,3.98,666.25,1.789,0,1.0,23
23,3,52,3,2,3,22,21,4,3,3,2,1,2.0,1.0,3.94,670.19,5.895,0,1.0,23
23,3,53,3,2,4,7,50,5,3,3,2,1,2.0,1.0,3.8,673.99,1.415,0,1.0,23
23,3,54,3,2,5,5,31,2,4,2,1,1,1.0,2.0,1.8,675.79,4.767,1,2.0,23
23,3,55,3,2,6,29,31,4,3,3,2,1,2.0,1.0,3.93,679.72,4.013,0,2.0,23
23,3,56,3,1,1,4,45,4,3,4,1,1,2.0,1.0,4.08,683.8,12.104,0,2.0,23
23,3,57,3,1,2,38,1,4,2,2,2,1,1.0,2.0,2.16,685.96,1.959,1,2.0,23
23,3,58,3,1,3,2,13,2,3,2,1,1,2.0,1.0,4.1,690.06,1.632,0,2.0,23
23,3,59,3,1,4,21,17,3,4,3,1,1,2.0,1.0,4.03,694.09,1.63,0,1.0,23
23,3,60,3,2,1,32,30,3,4,4,2,1,2.0,1.0,3.98,698.07,3.754,0,2.0,23
23,3,61,3,2,2,41,20,2,5,5,2,1,2.0,1.0,3.99,702.06,6.822,0,1.0,23
23,3,62,3,2,3,30,11,3,4,4,2,1,2.0,1.0,4.03,706.09,1.143,0,1.0,23
23,3,63,3,2,4,18,11,5,4,4,2,1,2.0,1.0,4.14,710.23,0.8,0,1.0,23
23,3,64,3,2,5,18,30,4,2,2,2,1,2.0,1.0,4.09,714.32,1.302,0,1.0,23
23,3,65,3,1,1,21,1,4,5,4,1,1,2.0,1.0,3.84,718.16,4.56,0,2.0,23
23,3,66,3,1,2,15,9,5,2,2,2,1,1.0,2.0,2.06,720.22,1.042,1,2.0,23
23,3,67,3,1,3,5,24,5,2,2,2,1,1.0,2.0,1.9,722.12,2.398,1,1.0,23
23,3,68,3,1,4,22,50,2,4,4,2,1,1.0,2.0,2.27,724.39,2.919,1,1.0,23
23,3,69,3,1,5,21,1,4,3,3,2,1,1.0,2.0,1.86,726.25,1.831,1,1.0,23
23,3,71,3,2,2,13,27,3,2,2,2,1,2.0,1.0,4.13,730.38,1.157,0,,23
23,3,72,3,1,1,32,31,3,5,3,1,1,2.0,1.0,3.98,734.36,14.229,0,2.0,23
23,3,73,3,1,2,41,34,2,4,2,1,1,2.0,1.0,3.83,738.19,3.097,0,1.0,23
