LEDISAS2	Code = 103	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
103	3	1	0	2	1	39	1	4	3	3	2	1	NaN	NaN	0	0	6393	0	NaN
103	3	2	0	2	2	54	33	5	3	3	2	1	NaN	NaN	0	0	3333	0	1
103	3	3	0	2	3	6	28	2	3	3	2	1	NaN	NaN	0	0	4830	0	1
103	3	4	0	2	4	6	43	3	5	4	0	0	NaN	NaN	0	0	7433	NaN	NaN
103	3	5	0	2	5	38	6	5	2	2	2	1	NaN	NaN	0	0	2957	0	NaN
103	3	6	0	2	6	47	23	2	5	2	1	1	NaN	NaN	0	0	1746	1	2
103	3	7	0	1	1	3	47	3	5	5	2	1	NaN	NaN	0	0	4130	1	2
103	3	8	0	1	2	35	34	5	4	4	2	1	NaN	NaN	0	0	2195	1	1
103	3	9	0	1	3	36	26	3	5	5	2	1	NaN	NaN	0	0	1857	1	1
103	3	10	0	1	4	46	3	5	3	3	2	1	NaN	NaN	0	0	2436	1	1
103	3	1	1	2	1	38	15	3	5	5	2	1	2	1	3.950000e+00	3.950000e+00	3934	0	NaN
103	3	2	1	2	2	28	7	5	3	3	2	1	2	1	3.800000e+00	7.750000e+00	2736	0	1
103	3	3	1	2	3	50	34	2	4	4	2	1	2	1	4.010000e+00	1.176000e+01	1352	0	1
103	3	4	1	2	4	27	34	4	3	3	2	1	2	1	4.030000e+00	1.579000e+01	1159	0	1
103	3	5	1	2	5	14	13	3	4	4	2	1	2	1	3.860000e+00	1.965000e+01	3454	0	1
103	3	6	1	2	6	38	32	5	2	3	0	0	0	0	0	1.965000e+01	1458	NaN	NaN
103	3	7	1	1	1	7	34	2	3	3	2	1	1	2	2.560000e+00	2.221000e+01	1698	1	NaN
103	3	8	1	1	2	4	21	4	5	5	2	1	1	2	2.560000e+00	2.477000e+01	3003	1	1
103	3	9	1	1	3	6	35	2	3	3	2	1	1	2	1.980000e+00	2.675000e+01	1657	1	1
103	3	10	1	1	4	31	43	2	4	4	2	1	1	2	2.150000e+00	2.890000e+01	3452	1	1
103	3	11	1	2	1	20	24	3	4	4	2	1	2	1	4.020000e+00	3.292000e+01	4455	0	1
103	3	12	1	2	2	48	30	5	4	4	2	1	2	1	3.980000e+00	3.690000e+01	1162	0	1
103	3	13	1	1	1	31	34	5	3	4	0	0	0	0	0	3.690000e+01	1866	NaN	NaN
103	3	14	1	1	2	4	35	3	4	4	2	1	1	2	2.340000e+00	3.924000e+01	1232	1	NaN
103	3	15	1	1	3	51	4	5	2	2	2	1	1	2	1.720000e+00	4.096000e+01	1460	1	1
103	3	16	1	2	1	13	46	3	2	2	2	1	2	1	4.260000e+00	4.522000e+01	4775	0	1
103	3	17	1	2	2	27	10	4	2	2	2	1	2	1	3.980000e+00	4.920000e+01	9102	0	1
103	3	18	1	2	3	4	10	2	3	3	2	1	2	1	4.010000e+00	5.321000e+01	1639	0	1
103	3	19	1	2	4	52	8	2	5	5	2	1	2	1	4.130000e+00	5.734000e+01	2379	0	1
103	3	20	1	2	5	1	8	5	3	3	2	1	2	1	4.010000e+00	6.135000e+01	3130	0	1
103	3	21	1	1	1	42	9	2	4	4	2	1	1	2	1.950000e+00	6.330000e+01	1402	1	1
103	3	22	1	1	2	24	25	3	5	5	2	1	1	2	1.610000e+00	6.491000e+01	1879	1	1
103	3	23	1	1	3	40	21	4	3	3	2	1	1	2	2.140000e+00	6.705000e+01	2266	1	1
103	3	24	1	1	4	18	48	5	3	3	2	1	1	2	1.370000e+00	6.842000e+01	2317	1	1
103	3	25	1	1	5	2	35	3	2	2	2	1	1	2	2.340000e+00	7.076000e+01	4453	1	1
103	3	26	1	1	6	31	1	3	4	4	2	1	1	2	2.770000e+00	7.353000e+01	1544	1	1
103	3	27	1	2	1	33	30	4	3	3	2	1	2	1	3.920000e+00	7.745000e+01	4592	0	1
103	3	28	1	2	2	33	21	2	4	4	2	1	2	1	4.100000e+00	8.155000e+01	2990	0	1
103	3	29	1	2	3	8	33	4	3	3	2	1	2	1	4.150000e+00	8.570000e+01	1708	0	1
103	3	30	1	2	4	32	28	2	5	5	2	1	2	1	3.810000e+00	8.951000e+01	2285	0	1
103	3	31	1	1	1	20	8	4	5	5	2	1	1	2	1.320000e+00	9.083000e+01	2711	1	1
103	3	32	1	1	2	2	35	2	3	3	2	1	1	2	2.270000e+00	9.310000e+01	3297	1	1
103	3	33	1	2	1	7	46	5	4	4	2	1	2	1	3.950000e+00	9.705000e+01	7874	0	1
103	3	34	1	1	1	26	40	2	5	5	2	1	1	2	2.330000e+00	9.938000e+01	2933	1	1
103	3	35	1	2	1	26	42	3	2	2	2	1	2	1	4.100000e+00	1.034800e+02	16077	0	1
103	3	36	1	2	2	35	39	3	2	2	2	1	2	1	4.080000e+00	1.075600e+02	2287	0	1
103	3	37	1	2	3	25	43	2	5	5	2	1	2	1	4.150000e+00	1.117100e+02	6617	0	1
103	3	38	1	1	1	2	10	3	4	4	2	1	1	2	2.320000e+00	1.140300e+02	2301	1	1
103	3	39	1	1	2	37	38	2	4	4	2	1	1	2	2.560000e+00	1.165900e+02	1782	1	1
103	3	40	1	1	3	40	22	5	2	2	2	1	1	2	1.430000e+00	1.180200e+02	1260	1	1
103	3	41	1	1	4	3	33	4	3	3	2	1	1	2	1.990000e+00	1.200100e+02	1287	1	1
103	3	42	1	1	5	51	53	4	2	2	2	1	1	2	1.930000e+00	1.219400e+02	2401	1	1
103	3	43	1	2	1	10	42	4	5	5	2	1	2	1	3.810000e+00	1.257500e+02	3655	0	1
103	3	44	1	2	2	29	5	3	2	2	2	1	2	1	4.030000e+00	1.297800e+02	2706	0	1
103	3	45	1	2	3	45	33	3	5	5	2	1	2	1	3.880000e+00	1.336600e+02	3011	0	1
103	3	46	1	1	1	48	14	4	3	3	2	1	1	2	2.670000e+00	1.363300e+02	1816	1	1
103	3	47	1	1	2	36	49	2	5	5	2	1	1	2	1.620000e+00	1.379500e+02	2325	1	1
103	3	48	1	1	3	38	22	3	5	5	2	1	1	2	2.250000e+00	1.402000e+02	3061	1	1
103	3	49	1	1	4	17	2	4	2	2	2	1	1	2	2.100000e+00	1.423000e+02	1120	1	1
103	3	50	1	2	1	34	28	4	5	5	2	1	2	1	3.890000e+00	1.461900e+02	4042	0	1
103	3	51	1	2	2	25	48	3	5	5	2	1	2	1	3.740000e+00	1.499300e+02	2565	0	1
103	3	52	1	2	3	14	29	3	2	2	2	1	2	1	3.990000e+00	1.539200e+02	3140	0	1
103	3	53	1	2	4	21	27	5	3	3	2	1	2	1	3.880000e+00	1.578000e+02	5300	0	1
103	3	54	1	2	5	22	32	4	5	5	2	1	2	1	4.070000e+00	1.618700e+02	4957	0	1
103	3	55	1	2	6	2	53	5	4	4	2	1	2	1	4.060000e+00	1.659300e+02	1780	0	1
103	3	56	1	1	1	22	14	3	4	4	2	1	1	2	2.800000e+00	1.687300e+02	1290	1	1
103	3	57	1	1	2	10	4	5	3	4	0	0	0	0	0	1.687300e+02	1524	NaN	NaN
103	3	58	1	1	3	28	18	5	4	4	2	1	1	2	2.280000e+00	1.710100e+02	994	1	NaN
103	3	59	1	1	4	19	23	2	3	3	2	1	1	2	1.700000e+00	1.727100e+02	2720	1	1
103	3	60	1	1	5	12	52	4	5	5	2	1	1	2	2.180000e+00	1.748900e+02	1192	1	1
103	3	61	1	1	6	23	47	2	3	3	2	1	1	2	1.520000e+00	1.764100e+02	3023	1	1
103	3	62	1	2	1	47	43	2	5	5	2	1	2	1	4	1.804100e+02	10675	0	1
103	3	63	1	2	2	3	5	3	2	2	2	1	2	1	3.990000e+00	1.844000e+02	1750	0	1
103	3	64	1	2	3	31	43	2	5	5	2	1	2	1	4	1.884000e+02	10477	0	1
103	3	65	1	2	4	18	14	2	4	4	2	1	2	1	3.960000e+00	1.923600e+02	1888	0	1
103	3	66	1	1	1	12	29	4	3	3	2	1	1	2	2.520000e+00	1.948800e+02	3225	1	1
103	3	67	1	1	2	52	4	4	2	2	2	1	1	2	1.120000e+00	1.960000e+02	2310	1	1
103	3	68	1	2	1	20	33	3	4	4	2	1	2	1	4.050000e+00	2.000500e+02	1864	0	1
103	3	69	1	1	1	6	13	2	3	3	2	1	1	2	2.420000e+00	2.024700e+02	3675	1	1
103	3	70	1	1	2	53	9	5	4	4	2	1	1	2	2.340000e+00	2.048100e+02	1909	1	1
103	3	71	1	1	3	34	8	5	2	3	0	0	0	0	0	2.048100e+02	2895	NaN	NaN
103	3	72	1	2	1	39	7	5	2	2	2	1	2	1	4.070000e+00	2.088800e+02	1149	0	NaN
103	3	73	1	2	2	1	27	5	2	2	2	1	2	1	4	2.128800e+02	1396	0	1
103	3	74	1	1	1	8	25	5	3	3	2	1	1	2	2.320000e+00	2.152000e+02	2345	1	1
103	3	75	1	2	1	31	4	5	4	4	2	1	2	1	4.070000e+00	2.192700e+02	4249	0	1
103	3	76	1	2	2	21	39	4	2	2	2	1	2	1	3.970000e+00	2.232400e+02	2125	0	1
103	3	77	1	2	3	8	16	3	5	5	2	1	2	1	3.960000e+00	2.272000e+02	4237	0	1
103	3	78	1	2	4	26	2	5	4	4	2	1	2	1	3.970000e+00	2.311700e+02	937	0	1
103	3	79	1	2	5	5	24	4	2	2	2	1	2	1	3.830000e+00	2.350000e+02	3881	0	1
103	3	80	1	1	1	6	37	4	2	2	2	1	1	2	1.890000e+00	2.368900e+02	2547	1	1
103	3	81	1	1	2	36	46	5	2	2	2	1	1	2	2.060000e+00	2.389500e+02	1858	1	1
103	3	82	1	1	3	31	53	4	5	5	2	1	1	2	2.150000e+00	2.411000e+02	2261	1	1
103	3	83	1	1	4	3	24	2	4	4	2	1	1	2	2.680000e+00	2.437800e+02	2536	1	1
103	3	84	1	1	5	20	21	3	5	5	2	1	1	2	1.830000e+00	2.456100e+02	1903	1	1
103	3	1	2	1	1	44	29	3	2	2	2	1	1	2	2.290000e+00	2.479000e+02	1356	1	NaN
103	3	2	2	1	2	18	33	3	4	4	2	1	1	2	2.380000e+00	2.502800e+02	2483	1	1
103	3	3	2	1	3	44	40	4	3	3	2	1	1	2	2.440000e+00	2.527200e+02	3238	1	1
103	3	4	2	1	4	17	44	2	5	5	2	1	1	2	1.530000e+00	2.542500e+02	2169	1	1
103	3	5	2	1	5	48	54	5	4	4	2	1	1	2	2.100000e+00	2.563500e+02	2608	1	1
103	3	6	2	2	1	30	15	4	5	5	2	1	2	1	4.030000e+00	2.603800e+02	1374	0	1
103	3	7	2	2	2	36	15	4	5	5	2	1	2	1	3.880000e+00	2.642600e+02	886	0	1
103	3	8	2	2	3	48	53	5	3	3	2	1	2	1	3.910000e+00	2.681700e+02	2390	0	1
103	3	9	2	1	1	48	37	4	3	3	2	1	1	2	2.510000e+00	2.706800e+02	1772	1	1
103	3	10	2	1	2	15	19	2	3	3	2	1	1	2	1.940000e+00	2.726200e+02	1083	1	1
103	3	11	2	1	3	22	44	5	4	4	2	1	1	2	2.180000e+00	2.748000e+02	3333	1	1
103	3	12	2	1	4	9	30	2	4	4	2	1	1	2	2.040000e+00	2.768400e+02	1285	1	1
103	3	13	2	2	1	12	54	4	3	3	2	1	2	1	3.930000e+00	2.807700e+02	1503	0	1
103	3	14	2	1	1	39	52	2	5	5	2	1	1	2	1.740000e+00	2.825100e+02	1816	1	1
103	3	15	2	2	1	2	13	4	2	2	2	1	2	1	4.050000e+00	2.865600e+02	1813	0	1
103	3	16	2	2	2	41	20	2	4	4	2	1	2	1	3.890000e+00	2.904500e+02	4130	0	1
103	3	17	2	2	3	45	53	3	2	2	2	1	2	1	4.090000e+00	2.945400e+02	5305	0	1
103	3	18	2	2	4	1	36	3	5	5	2	1	2	1	4.070000e+00	2.986100e+02	2451	0	1
103	3	19	2	1	1	4	16	4	5	5	2	1	1	2	1.610000e+00	3.002200e+02	1062	1	1
103	3	20	2	1	2	21	24	5	4	4	2	1	1	2	1.870000e+00	3.020900e+02	2457	1	1
