LEDISAS2	Code = 79	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
79	3	1	0	2	1	32	53	5	4	4	2	1	NaN	NaN	0	0	16067	0	NaN
79	3	2	0	2	2	35	14	2	3	3	2	1	NaN	NaN	0	0	7388	0	1
79	3	3	0	2	3	22	35	5	2	2	2	1	NaN	NaN	0	0	13274	0	1
79	3	4	0	1	1	43	13	5	3	4	0	0	NaN	NaN	0	0	16683	NaN	NaN
79	3	5	0	1	2	16	40	2	5	5	2	1	NaN	NaN	0	0	11100	1	NaN
79	3	6	0	1	3	54	8	4	3	4	1	1	NaN	NaN	0	0	3260	0	2
79	3	7	0	1	4	3	25	2	3	3	2	1	NaN	NaN	0	0	6783	1	2
79	3	8	0	1	5	21	35	2	4	3	0	0	NaN	NaN	0	0	6357	NaN	NaN
79	3	9	0	1	6	15	30	4	2	3	0	0	NaN	NaN	0	0	4170	NaN	NaN
79	3	10	0	2	1	23	6	3	4	3	1	1	NaN	NaN	0	0	6389	1	NaN
79	3	1	1	2	1	48	52	5	4	4	2	1	2	1	3.950000e+00	3.950000e+00	8308	0	NaN
79	3	2	1	2	2	25	28	2	3	3	2	1	2	1	3.800000e+00	7.750000e+00	2346	0	1
79	3	3	1	2	3	50	37	5	2	3	0	0	0	0	0	7.750000e+00	6913	NaN	NaN
79	3	4	1	1	1	46	14	3	5	5	2	1	1	2	2.060000e+00	9.810000e+00	11059	1	NaN
79	3	5	1	1	2	38	40	2	4	4	2	1	1	2	2.140000e+00	1.195000e+01	9013	1	1
79	3	6	1	1	3	13	20	2	3	2	1	1	2	1	3.860000e+00	1.581000e+01	2706	0	2
79	3	7	1	1	4	23	20	4	3	3	2	1	1	2	2.560000e+00	1.837000e+01	3067	1	2
79	3	8	1	1	5	40	50	2	4	4	2	1	1	2	2.560000e+00	2.093000e+01	3438	1	1
79	3	9	1	1	6	34	49	3	2	2	2	1	1	2	1.980000e+00	2.291000e+01	4562	1	1
79	3	10	1	2	1	33	2	5	3	3	2	1	2	1	4.040000e+00	2.695000e+01	4273	0	1
79	3	11	1	2	2	2	10	2	3	2	1	1	1	2	2.080000e+00	2.903000e+01	1908	1	2
79	3	12	1	2	3	2	34	3	4	3	1	1	1	2	1.910000e+00	3.094000e+01	1613	1	1
79	3	13	1	2	4	32	25	4	2	2	2	1	2	1	4.090000e+00	3.503000e+01	5073	0	2
79	3	14	1	2	5	7	24	2	5	2	1	1	1	2	1.720000e+00	3.675000e+01	7788	1	2
79	3	15	1	2	6	37	15	4	5	5	2	1	2	1	4.260000e+00	4.101000e+01	8289	0	2
79	3	16	1	1	1	39	19	5	2	2	2	1	1	2	1.940000e+00	4.295000e+01	1995	1	1
79	3	17	1	2	1	38	13	3	4	3	1	1	1	2	2.050000e+00	4.500000e+01	2946	1	2
79	3	18	1	1	1	34	23	5	4	4	2	1	1	2	2.500000e+00	4.750000e+01	3201	1	2
79	3	19	1	1	2	17	21	3	2	3	1	1	2	1	4.010000e+00	5.151000e+01	2903	0	2
79	3	20	1	1	3	31	18	5	4	4	2	1	1	2	1.950000e+00	5.346000e+01	6328	1	2
79	3	21	1	1	4	34	28	4	5	5	2	1	1	2	1.610000e+00	5.507000e+01	3305	1	1
79	3	22	1	1	5	40	16	4	5	4	1	1	2	1	4.030000e+00	5.910000e+01	7602	0	2
79	3	23	1	2	1	10	41	3	5	3	1	1	1	2	1.370000e+00	6.047000e+01	7062	1	1
79	3	24	1	2	2	22	51	5	3	3	2	1	2	1	4.080000e+00	6.455000e+01	2082	0	2
79	3	25	1	2	3	12	44	3	2	3	1	1	1	2	2.770000e+00	6.732000e+01	6491	1	2
79	3	26	1	2	4	38	8	2	4	4	2	1	2	1	3.920000e+00	7.124000e+01	1686	0	2
79	3	27	1	1	1	12	34	2	4	4	2	1	1	2	2.400000e+00	7.364000e+01	1784	1	1
79	3	28	1	1	2	10	23	3	5	3	1	1	2	1	4.150000e+00	7.779000e+01	2286	0	2
79	3	29	1	1	3	46	11	3	2	3	1	1	2	1	3.810000e+00	8.160000e+01	5416	0	1
79	3	30	1	1	4	43	13	5	3	3	2	1	1	2	1.320000e+00	8.292000e+01	10117	1	2
79	3	31	1	2	1	47	10	2	5	5	2	1	2	1	4.070000e+00	8.699000e+01	3733	0	1
79	3	32	1	2	2	31	38	5	2	2	2	1	2	1	3.950000e+00	9.094000e+01	3173	0	1
79	3	33	1	1	1	14	23	3	2	2	2	1	1	2	2.330000e+00	9.327000e+01	4980	1	1
79	3	34	1	1	2	46	25	5	2	2	2	1	1	2	2.380000e+00	9.565000e+01	1786	1	1
79	3	35	1	1	3	24	23	4	5	5	2	1	1	2	2.340000e+00	9.799000e+01	6160	1	1
79	3	36	1	2	1	44	39	3	4	4	2	1	2	1	4.150000e+00	1.021400e+02	10007	0	1
79	3	37	1	2	2	7	52	4	2	2	2	1	2	1	4.080000e+00	1.062200e+02	7372	0	1
79	3	38	1	2	3	41	28	3	4	4	2	1	2	1	4.140000e+00	1.103600e+02	9491	0	1
79	3	39	1	2	4	18	31	4	2	2	2	1	2	1	3.860000e+00	1.142200e+02	1453	0	1
79	3	40	1	2	5	51	16	4	3	4	1	1	1	2	1.990000e+00	1.162100e+02	8296	1	2
79	3	41	1	1	1	49	51	5	2	2	2	1	1	2	1.930000e+00	1.181400e+02	2954	1	2
79	3	42	1	1	2	15	5	2	3	2	1	1	2	1	3.810000e+00	1.219500e+02	7320	0	2
79	3	43	1	2	1	2	11	3	4	4	2	1	2	1	4.030000e+00	1.259800e+02	2313	0	2
79	3	44	1	2	2	27	7	2	5	2	1	1	1	2	1.500000e+00	1.274800e+02	6274	1	2
79	3	45	1	2	3	46	39	4	5	5	2	1	2	1	4.170000e+00	1.316500e+02	4045	0	2
79	3	46	1	1	1	24	9	2	4	4	2	1	1	2	1.620000e+00	1.332700e+02	2161	1	1
79	3	47	1	1	2	15	19	5	4	4	2	1	1	2	2.250000e+00	1.355200e+02	4296	1	1
79	3	48	1	1	3	14	33	3	4	4	2	1	1	2	2.100000e+00	1.376200e+02	2026	1	1
79	3	49	1	2	1	36	8	4	2	4	1	1	1	2	1.570000e+00	1.391900e+02	2878	1	2
79	3	50	1	2	2	17	22	2	3	3	2	1	2	1	3.740000e+00	1.429300e+02	3593	0	2
79	3	51	1	2	3	4	12	3	4	4	2	1	2	1	3.990000e+00	1.469200e+02	2207	0	1
79	3	52	1	2	4	26	24	2	4	4	2	1	2	1	3.880000e+00	1.508000e+02	2172	0	1
79	3	53	1	2	5	30	23	4	2	4	1	1	1	2	2.290000e+00	1.530900e+02	6251	1	2
79	3	54	1	2	6	28	41	3	5	3	1	1	1	2	2.240000e+00	1.553300e+02	3366	1	1
79	3	55	1	1	1	26	19	5	3	3	2	1	1	2	2.800000e+00	1.581300e+02	10821	1	2
79	3	56	1	2	1	31	46	4	2	2	2	1	2	1	4.070000e+00	1.622000e+02	1801	0	1
79	3	57	1	2	2	35	11	5	3	3	2	1	2	1	3.920000e+00	1.661200e+02	7175	0	1
79	3	58	1	1	1	45	3	3	5	3	1	1	2	1	4.040000e+00	1.701600e+02	10909	0	2
79	3	59	1	1	2	48	52	4	3	4	1	1	2	1	3.880000e+00	1.740400e+02	2383	0	1
79	3	60	1	1	3	54	35	5	3	5	1	1	2	1	4	1.780400e+02	2949	0	1
79	3	61	1	1	4	50	2	5	4	4	2	1	1	2	1.980000e+00	1.800200e+02	12940	1	2
79	3	62	1	1	5	9	49	4	5	4	1	1	2	1	4	1.840200e+02	11164	0	2
79	3	63	1	2	1	36	6	5	2	2	2	1	2	1	3.960000e+00	1.879800e+02	2979	0	2
79	3	64	1	2	2	15	38	2	3	3	2	1	2	1	4.130000e+00	1.921100e+02	3273	0	1
79	3	65	1	2	3	49	6	2	5	2	1	1	1	2	1.120000e+00	1.932300e+02	4708	1	2
79	3	66	1	2	4	34	11	2	4	4	2	1	2	1	4.050000e+00	1.972800e+02	1725	0	2
79	3	67	1	2	5	41	11	4	3	3	2	1	2	1	4.110000e+00	2.013900e+02	1525	0	1
79	3	68	1	1	1	25	16	5	3	5	1	1	2	1	4.090000e+00	2.054800e+02	5910	0	2
79	3	69	1	1	2	43	38	3	5	3	1	1	2	1	4.070000e+00	2.095500e+02	4055	0	1
79	3	70	1	1	3	52	38	4	3	4	1	1	2	1	4	2.135500e+02	4650	0	1
79	3	71	1	1	4	30	24	2	5	5	2	1	1	2	2.320000e+00	2.158700e+02	6238	1	2
79	3	72	1	2	1	15	38	4	3	3	2	1	2	1	4.070000e+00	2.199400e+02	4394	0	1
79	3	73	1	2	2	43	2	3	5	3	1	1	1	2	1.880000e+00	2.218200e+02	3000	1	2
79	3	74	1	2	3	44	31	5	2	5	1	1	1	2	1.820000e+00	2.236400e+02	3413	1	1
79	3	75	1	2	4	44	29	5	4	3	0	0	0	0	0	2.236400e+02	4042	NaN	NaN
79	3	76	1	1	1	51	6	3	2	2	2	1	1	2	1.860000e+00	2.255000e+02	2466	1	NaN
79	3	77	1	1	2	25	26	5	4	4	2	1	1	2	1.300000e+00	2.268000e+02	6189	1	1
79	3	78	1	2	1	22	20	2	3	2	1	1	1	2	1.890000e+00	2.286900e+02	13891	1	2
79	3	79	1	1	1	31	11	2	5	5	2	1	1	2	2.060000e+00	2.307500e+02	6164	1	2
79	3	80	1	1	2	36	49	4	3	4	1	1	2	1	4.040000e+00	2.347900e+02	2483	0	2
79	3	81	1	1	3	25	28	4	5	4	1	1	2	1	4.170000e+00	2.389600e+02	1309	0	1
79	3	82	1	1	4	27	1	4	2	4	1	1	2	1	3.960000e+00	2.429200e+02	3630	0	1
79	3	83	1	1	5	32	18	2	5	5	2	1	1	2	2.290000e+00	2.452100e+02	6683	1	2
79	3	84	1	1	6	33	27	3	2	2	2	1	1	2	2.380000e+00	2.475900e+02	1885	1	1
79	3	1	2	1	1	8	7	4	3	3	2	1	1	2	2.440000e+00	2.500300e+02	3070	1	NaN
79	3	2	2	1	2	46	40	2	3	3	2	1	1	2	1.530000e+00	2.515600e+02	2449	1	1
79	3	3	2	2	1	15	51	3	2	2	2	1	2	1	4.020000e+00	2.555800e+02	1348	0	1
79	3	4	2	1	1	11	35	2	5	5	2	1	1	2	2.110000e+00	2.576900e+02	4115	1	1
79	3	5	2	1	2	31	41	3	5	3	1	1	2	1	3.880000e+00	2.615700e+02	3979	0	2
79	3	6	2	1	3	42	7	3	5	3	1	1	2	1	3.910000e+00	2.654800e+02	2698	0	1
79	3	7	2	1	4	42	13	5	4	4	2	1	1	2	2.510000e+00	2.679900e+02	4755	1	2
79	3	8	2	1	5	39	4	4	5	5	2	1	1	2	1.940000e+00	2.699300e+02	2570	1	1
79	3	9	2	1	6	10	13	2	5	2	1	1	2	1	4.050000e+00	2.739800e+02	7889	0	2
79	3	10	2	2	1	21	38	5	4	4	2	1	2	1	4.010000e+00	2.779900e+02	8923	0	2
79	3	11	2	2	2	53	15	5	3	3	2	1	2	1	3.930000e+00	2.819200e+02	3900	0	1
79	3	12	2	2	3	34	31	4	3	4	1	1	1	2	1.740000e+00	2.836600e+02	2445	1	2
79	3	13	2	1	1	10	53	5	2	2	2	1	1	2	2.210000e+00	2.858700e+02	4745	1	2
79	3	14	2	1	2	28	16	4	3	3	2	1	1	2	1.550000e+00	2.874200e+02	2448	1	1
79	3	15	2	1	3	1	8	3	5	5	2	1	1	2	2.370000e+00	2.897900e+02	2276	1	1
79	3	16	2	2	1	11	34	2	4	4	2	1	2	1	4.070000e+00	2.938600e+02	2191	0	1
79	3	17	2	2	2	24	31	3	2	2	2	1	2	1	3.900000e+00	2.977600e+02	7581	0	1
79	3	18	2	2	3	34	36	4	5	5	2	1	2	1	3.970000e+00	3.017300e+02	3347	0	1
79	3	19	2	2	4	28	4	3	4	4	2	1	2	1	3.860000e+00	3.055900e+02	7314	0	1
79	3	20	2	1	1	32	19	5	3	5	1	1	2	1	3.740000e+00	3.093300e+02	4035	0	2
79	3	21	2	2	1	7	38	3	4	3	1	1	1	2	2.460000e+00	3.117900e+02	3391	1	1
79	3	22	2	2	2	10	31	2	4	2	1	1	1	2	1.760000e+00	3.135500e+02	3677	1	1
79	3	23	2	2	3	49	32	4	5	4	1	1	1	2	2.150000e+00	3.157000e+02	6879	1	1
79	3	24	2	2	4	31	50	5	3	5	1	1	1	2	2.110000e+00	3.178100e+02	2065	1	1
79	3	25	2	2	5	9	36	3	2	3	1	1	1	2	2.010000e+00	3.198200e+02	4932	1	1
79	3	26	2	1	1	37	14	2	5	2	1	1	2	1	3.880000e+00	3.237000e+02	6116	0	1
79	3	27	2	1	2	6	30	3	4	4	2	1	1	2	1.550000e+00	3.252500e+02	9676	1	2
79	3	28	2	1	3	6	22	5	2	2	2	1	1	2	1.820000e+00	3.270700e+02	3255	1	1
79	3	29	2	1	4	54	44	5	3	5	1	1	2	1	3.860000e+00	3.309300e+02	5043	0	2
79	3	30	2	1	5	27	42	3	2	3	1	1	2	1	3.880000e+00	3.348100e+02	3055	0	1
79	3	31	2	2	1	49	42	4	2	2	2	1	2	1	4.170000e+00	3.389800e+02	9498	0	2
79	3	32	2	2	2	43	26	4	2	2	2	1	2	1	4.010000e+00	3.429900e+02	1875	0	1
79	3	33	2	2	3	37	3	5	2	2	2	1	2	1	3.860000e+00	3.468500e+02	6062	0	1
79	3	34	2	2	4	21	3	3	2	2	2	1	2	1	4	3.508500e+02	4305	0	1
79	3	35	2	2	5	54	49	3	5	5	2	1	2	1	3.870000e+00	3.547200e+02	2298	0	1
79	3	36	2	2	6	30	19	4	2	2	2	1	2	1	3.840000e+00	3.585600e+02	3868	0	1
79	3	37	2	1	1	20	38	2	4	2	1	1	2	1	3.970000e+00	3.625300e+02	5494	0	2
79	3	38	2	1	2	47	2	5	2	5	1	1	2	1	4.110000e+00	3.666400e+02	2553	0	1
79	3	39	2	1	3	17	3	4	2	4	1	1	2	1	4.020000e+00	3.706600e+02	4448	0	1
79	3	40	2	1	4	54	5	2	3	2	1	1	2	1	4.080000e+00	3.747400e+02	1851	0	1
79	3	41	2	2	1	9	10	2	4	2	1	1	1	2	1.450000e+00	3.761900e+02	1887	1	1
79	3	42	2	2	2	23	2	5	4	4	2	1	2	1	3.950000e+00	3.801400e+02	7816	0	2
79	3	43	2	1	1	39	29	4	5	4	1	1	2	1	3.970000e+00	3.841100e+02	6389	0	2
79	3	44	2	2	1	52	35	3	4	4	2	1	2	1	3.860000e+00	3.879700e+02	4347	0	2
79	3	45	2	2	2	27	38	2	3	3	2	1	2	1	3.840000e+00	3.918100e+02	6666	0	1
79	3	46	2	2	3	9	13	2	4	4	2	1	2	1	4.110000e+00	3.959200e+02	3854	0	1
79	3	47	2	2	4	37	54	2	5	5	2	1	2	1	4	3.999200e+02	4680	0	1
79	3	48	2	1	1	51	17	5	2	5	1	1	2	1	3.920000e+00	4.038400e+02	2411	0	2
79	3	49	2	1	2	9	4	4	2	4	1	1	2	1	4.090000e+00	4.079300e+02	1968	0	1
79	3	50	2	1	3	2	17	4	5	4	1	1	2	1	4.030000e+00	4.119600e+02	5270	0	1
79	3	51	2	1	4	4	51	2	3	2	1	1	2	1	3.880000e+00	4.158400e+02	4985	0	1
79	3	52	2	1	5	10	20	2	5	2	1	1	2	1	4.160000e+00	420	1287	0	1
79	3	53	2	1	6	11	30	5	4	5	1	1	2	1	4.030000e+00	4.240300e+02	1257	0	1
79	3	54	2	2	1	15	16	4	3	3	2	1	2	1	4.170000e+00	4.282000e+02	5701	0	2
