LEDISAS2	Code = 41	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
41	1	1	0	2	1	40	48	5	3	5	1	1	NaN	NaN	0	0	7765	1	NaN
41	1	2	0	2	2	52	17	2	3	3	2	1	NaN	NaN	0	0	4723	0	2
41	1	3	0	2	3	3	6	3	2	2	2	1	NaN	NaN	0	0	1186	0	1
41	1	4	0	2	4	36	31	4	5	4	1	1	NaN	NaN	0	0	3502	1	2
41	1	5	0	2	5	7	16	3	2	2	2	1	NaN	NaN	0	0	1525	0	2
41	1	6	0	1	1	48	4	5	4	4	2	1	NaN	NaN	0	0	5484	1	1
41	1	7	0	1	2	34	7	3	4	4	2	1	NaN	NaN	0	0	3854	1	1
41	1	8	0	2	1	6	11	5	2	2	2	1	NaN	NaN	0	0	4962	0	1
41	1	9	0	2	2	27	6	3	2	2	2	1	NaN	NaN	0	0	1992	0	1
41	1	10	0	2	3	27	24	2	4	2	1	1	NaN	NaN	0	0	2561	1	2
41	1	1	1	2	1	30	2	3	2	3	1	1	2	2	3.800000e+00	3.800000e+00	3176	1	NaN
41	1	2	1	2	2	13	47	2	5	5	2	1	1	1	1.800000e+00	5.600000e+00	3086	0	2
41	1	3	1	2	3	20	44	2	5	2	1	1	2	2	4.060000e+00	9.660000e+00	2560	1	2
41	1	4	1	2	4	24	29	5	3	5	1	1	2	2	4.140000e+00	1.380000e+01	2639	1	1
41	1	5	1	2	5	19	38	4	3	3	2	1	1	1	1.860000e+00	1.566000e+01	5191	0	2
41	1	6	1	1	1	20	5	5	4	5	1	1	1	1	2.140000e+00	1.780000e+01	1436	0	2
41	1	7	1	1	2	53	45	4	2	2	2	1	2	2	4.560000e+00	2.236000e+01	977	1	2
41	1	8	1	2	1	35	50	2	5	2	1	1	2	2	3.980000e+00	2.634000e+01	3711	1	2
41	1	9	1	2	2	4	15	4	3	3	2	1	1	1	2.040000e+00	2.838000e+01	3711	0	2
41	1	10	1	2	3	19	22	3	4	4	2	1	1	1	2.020000e+00	3.040000e+01	1734	0	1
41	1	11	1	2	4	2	14	4	5	5	2	1	1	1	1.980000e+00	3.238000e+01	4157	0	1
41	1	12	1	1	1	48	11	3	2	2	2	1	2	2	4.340000e+00	3.672000e+01	655	1	1
41	1	13	1	1	2	24	28	5	2	3	0	0	0	0	0	3.672000e+01	879	NaN	NaN
41	1	14	1	1	3	52	38	4	3	4	1	1	1	1	1.930000e+00	3.865000e+01	3291	0	NaN
