LEDISAS2	Code = 18	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
18	2	1	0	2	1	51	20	3	4	3	1	1	NaN	NaN	0	0	4442	1	NaN
18	2	2	0	2	2	33	24	4	2	2	2	1	NaN	NaN	0	0	5307	0	2
18	2	3	0	2	3	35	23	3	4	3	1	1	NaN	NaN	0	0	12138	1	2
18	2	4	0	1	1	19	4	5	4	5	1	1	NaN	NaN	0	0	8189	0	1
18	2	5	0	1	2	37	49	2	3	2	1	1	NaN	NaN	0	0	4395	0	1
18	2	6	0	2	1	44	1	5	4	3	0	0	NaN	NaN	0	0	6062	NaN	NaN
18	2	7	0	2	2	49	17	3	2	2	2	1	NaN	NaN	0	0	5113	0	NaN
18	2	8	0	2	3	13	23	5	3	3	2	1	NaN	NaN	0	0	3353	0	1
18	2	9	0	2	4	41	39	2	5	5	2	1	NaN	NaN	0	0	4385	0	1
18	2	10	0	1	1	39	29	2	4	4	2	1	NaN	NaN	0	0	2123	1	1
18	2	1	1	2	1	2	39	2	4	2	1	1	2	1	3.950000e+00	3.950000e+00	4486	1	NaN
18	2	2	1	2	2	38	51	3	4	4	2	1	1	2	1.220000e+00	5.170000e+00	2508	0	2
18	2	3	1	2	3	47	37	3	4	4	2	1	1	2	2.060000e+00	7.230000e+00	3107	0	1
18	2	4	1	1	1	7	12	5	4	5	1	1	1	2	2.140000e+00	9.370000e+00	3470	0	2
18	2	5	1	1	2	8	14	2	5	5	2	1	2	1	3.860000e+00	1.323000e+01	2882	1	2
18	2	6	1	2	1	19	38	3	2	3	1	1	2	1	4.140000e+00	1.737000e+01	13541	1	2
18	2	7	1	2	2	47	26	5	4	5	1	1	2	1	4.140000e+00	2.151000e+01	7920	1	1
18	2	8	1	2	3	25	49	2	4	4	2	1	1	2	1.980000e+00	2.349000e+01	7877	0	2
18	2	9	1	2	4	17	36	5	3	3	2	1	1	2	2.150000e+00	2.564000e+01	5167	0	1
18	2	10	1	1	1	29	24	5	4	4	2	1	2	1	4.020000e+00	2.966000e+01	3958	1	1
18	2	11	1	1	2	31	42	2	5	2	1	1	1	2	1.910000e+00	3.157000e+01	2215	0	2
18	2	12	1	1	3	4	31	3	5	3	1	1	1	2	2.340000e+00	3.391000e+01	1913	0	1
18	2	13	1	1	4	7	37	3	2	2	2	1	2	1	3.930000e+00	3.784000e+01	2311	1	2
18	2	14	1	1	5	43	19	2	3	3	2	1	2	1	4.260000e+00	4.210000e+01	4553	1	1
18	2	15	1	1	6	45	6	3	4	4	2	1	2	1	3.980000e+00	4.608000e+01	1799	1	1
18	2	16	1	2	1	10	19	5	2	2	2	1	1	2	2.050000e+00	4.813000e+01	3304	0	1
18	2	17	1	2	2	20	32	5	3	3	2	1	1	2	2.500000e+00	5.063000e+01	7857	0	1
18	2	18	1	2	3	29	31	2	5	2	1	1	2	1	4.010000e+00	5.464000e+01	1474	1	2
18	2	19	1	2	4	46	49	5	3	5	1	1	2	1	3.990000e+00	5.863000e+01	7359	1	1
18	2	20	1	2	5	52	49	2	4	4	2	1	1	2	1.610000e+00	6.024000e+01	2425	0	2
