LEDISAS2	Code = 57	
SubNo	Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	RewardOutcome(0=inaccurate;1=lowReward;2=highReward)	VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
57	1	1	0	2	1	31	50	4	5	4	1	1	NaN	NaN	0	0	3678	1	NaN
57	1	2	0	2	2	43	9	5	3	5	1	1	NaN	NaN	0	0	2566	1	1
57	1	3	0	2	3	4	29	4	5	5	2	1	NaN	NaN	0	0	6348	0	2
57	1	4	0	2	4	1	36	3	2	2	2	1	NaN	NaN	0	0	7467	0	1
57	1	5	0	1	1	35	36	3	5	3	1	1	NaN	NaN	0	0	5967	0	2
57	1	6	0	1	2	38	49	5	4	4	2	1	NaN	NaN	0	0	6852	1	2
57	1	7	0	1	3	29	2	2	5	5	2	1	NaN	NaN	0	0	3887	1	1
57	1	8	0	2	1	19	5	2	3	2	1	1	NaN	NaN	0	0	7409	1	2
57	1	9	0	2	2	24	46	2	3	2	1	1	NaN	NaN	0	0	2711	1	1
57	1	10	0	2	3	31	26	3	5	5	2	1	NaN	NaN	0	0	8585	0	2
57	1	1	1	2	1	50	20	3	4	3	1	1	2	2	3.800000e+00	3.800000e+00	4978	1	NaN
57	1	2	1	2	2	24	53	2	3	2	1	1	2	2	3.220000e+00	7.020000e+00	1827	1	1
57	1	3	1	2	3	29	48	5	3	5	1	1	2	2	4.060000e+00	1.108000e+01	5590	1	1
57	1	4	1	2	4	36	21	4	2	2	2	1	1	1	2.030000e+00	1.311000e+01	3580	0	2
57	1	5	1	1	1	6	49	4	2	4	1	1	1	1	1.860000e+00	1.497000e+01	3114	0	2
57	1	6	1	1	2	8	33	2	4	2	1	1	1	1	2.140000e+00	1.711000e+01	3786	0	1
57	1	7	1	1	3	7	9	2	5	5	2	1	2	2	4.560000e+00	2.167000e+01	1377	1	2
57	1	8	1	2	1	8	5	3	4	4	2	1	1	1	2	2.367000e+01	1087	0	1
57	1	9	1	2	2	28	5	4	5	5	2	1	1	1	2.040000e+00	2.571000e+01	1122	0	1
57	1	10	1	2	3	22	16	3	2	3	1	1	2	2	4.080000e+00	2.979000e+01	2138	1	2
57	1	11	1	1	1	16	37	3	5	3	1	1	1	1	1.980000e+00	3.177000e+01	4386	0	1
57	1	12	1	1	2	40	38	3	2	3	1	1	1	1	2.090000e+00	3.386000e+01	2560	0	1
57	1	13	1	1	3	21	2	2	5	2	1	1	1	1	1.930000e+00	3.579000e+01	1032	0	1
57	1	14	1	1	4	10	29	3	4	3	1	1	1	1	2.260000e+00	3.805000e+01	4658	0	1
57	1	15	1	1	5	26	20	4	5	4	1	1	1	1	1.980000e+00	4.003000e+01	6382	0	1
57	1	16	1	1	6	35	13	5	2	2	2	1	2	2	4.050000e+00	4.408000e+01	7212	1	2
57	1	17	1	2	1	17	45	5	2	2	2	1	1	1	2.130000e+00	4.621000e+01	3849	0	1
57	1	18	1	2	2	54	31	5	3	3	2	1	1	1	2.010000e+00	4.822000e+01	6429	0	1
57	1	19	1	2	3	51	19	4	2	2	2	1	1	1	1.990000e+00	5.021000e+01	2017	0	1
57	1	20	1	2	4	26	49	4	2	4	1	1	2	2	3.610000e+00	5.382000e+01	7078	1	2
57	1	21	1	2	5	50	23	5	2	2	2	1	1	1	2.030000e+00	5.585000e+01	2841	0	2
57	1	22	1	1	1	42	5	4	5	4	1	1	1	1	1.840000e+00	5.769000e+01	2245	0	2
57	1	23	1	1	2	53	22	4	3	3	2	1	2	2	4.340000e+00	6.203000e+01	2233	1	2
57	1	24	1	1	3	15	9	5	4	4	2	1	2	2	4.770000e+00	6.680000e+01	3421	1	1
57	1	25	1	1	4	7	40	5	2	2	2	1	2	2	3.670000e+00	7.047000e+01	3353	1	1
57	1	26	1	1	5	27	26	5	4	4	2	1	2	2	4.400000e+00	7.487000e+01	2344	1	1
57	1	27	1	2	1	20	13	3	2	2	2	1	1	1	2.150000e+00	7.702000e+01	4167	0	1
57	1	28	1	2	2	49	4	3	5	5	2	1	1	1	1.810000e+00	7.883000e+01	3998	0	1
57	1	29	1	2	3	32	46	4	2	2	2	1	1	1	1.830000e+00	8.066000e+01	1843	0	1
57	1	30	1	2	4	41	32	2	5	5	2	1	1	1	2.070000e+00	8.273000e+01	2647	0	1
57	1	31	1	2	5	17	43	4	5	4	1	1	2	2	3.810000e+00	8.654000e+01	2154	1	2
57	1	32	1	2	6	13	48	3	5	3	1	1	2	2	4.330000e+00	9.087000e+01	3362	1	1
57	1	33	1	1	1	44	3	2	4	2	1	1	1	1	2.100000e+00	9.297000e+01	5841	0	1
57	1	34	1	1	2	49	42	3	4	3	1	1	1	1	2.080000e+00	9.505000e+01	2700	0	1
57	1	35	1	2	1	30	10	3	4	4	2	1	1	1	2.150000e+00	9.720000e+01	3726	0	2
57	1	36	1	2	2	1	26	3	5	5	2	1	1	1	2.080000e+00	9.928000e+01	2167	0	1
57	1	37	1	1	1	5	20	2	3	2	1	1	1	1	2.140000e+00	1.014200e+02	4573	0	2
57	1	38	1	2	1	50	10	2	4	2	1	1	2	2	3.430000e+00	1.048500e+02	4060	1	1
57	1	39	1	1	1	29	52	4	5	4	1	1	1	1	2	1.068500e+02	7703	0	1
57	1	40	1	1	2	12	11	3	2	2	2	1	2	2	3.930000e+00	1.107800e+02	1530	1	2
57	1	41	1	1	3	49	37	4	5	5	2	1	2	2	3.240000e+00	1.140200e+02	4689	1	1
57	1	42	1	1	4	5	30	5	3	3	2	1	2	2	4.120000e+00	1.181400e+02	1843	1	1
57	1	43	1	2	1	5	29	2	5	5	2	1	1	1	1.880000e+00	1.200200e+02	1351	0	1
57	1	44	1	2	2	48	49	4	3	4	1	1	2	2	4.670000e+00	1.246900e+02	2582	1	2
57	1	45	1	2	3	38	40	5	3	5	1	1	2	2	3.620000e+00	1.283100e+02	4428	1	1
57	1	46	1	2	4	36	40	5	2	5	1	1	2	2	4.250000e+00	1.325600e+02	7496	1	1
