window_id,Group,slope,intercept,r_squared,p_value,upper_ci,lower_ci
1,1,0.16940411612958234,0.5182548722933573,0.04179305134168165,0.15442018786600228,-0.06600004934022954,0.4048082815993942
1,2,-0.18491187011416846,0.6280270190039886,0.028281107875286926,0.2430486468390942,-0.4994689554739099,0.12964521524557301
2,1,0.16284005459202255,0.4993842030004551,0.050267800700757426,0.11751963477353129,-0.042573664357525964,0.36825377354157107
2,2,-0.17529718004137734,0.6282114501848739,0.020724188789046027,0.31856816174949987,-0.5250016959934858,0.17440733591073104
3,1,0.1764255094111934,0.4958144244441468,0.041357376877979246,0.15663253850643435,-0.07007954117403956,0.42293055999642637
3,2,0.020444364996763425,0.5937584953694248,0.0002551964774141213,0.912322707366825,-0.35091418992400103,0.3918029199175279
4,1,-0.03225490625128566,0.5306148073329426,0.0006631997393629074,0.8590980730248275,-0.39561909051357746,0.3311092780110061
4,2,-0.3174040603039461,0.6385742599983526,0.08487544371886435,0.04010166366225879,-0.6198683595950749,-0.014939761012817243
5,1,0.22443641619268997,0.4778036027947662,0.10941719230912039,0.018960817714171182,0.03861307580158857,0.4102597565837914
5,2,-0.2704903662646317,0.6340886673414371,0.08013715583381831,0.04636679619884496,-0.5364458474010683,-0.00453488512819511
6,1,0.18201726389169126,0.500436995832193,0.10413926078060265,0.02227235432212821,0.027086323934894185,0.33694820384848834
6,2,-0.43708108132567447,0.6643188516267114,0.24139428108032468,0.0002910897074036831,-0.6619446732817454,-0.21221748936960352
7,1,0.2347349063205066,0.4958037928447721,0.11673424376574071,0.015165808849942525,0.04734905199946704,0.42212076064154613
7,2,-0.28855656655747564,0.6257966115946675,0.13444514436118538,0.008817057640473008,-0.5010366687824496,-0.07607646433250173
8,1,0.2548627572750478,0.45926973672437316,0.20791791175394514,0.0008751538972421931,0.11049902934189443,0.3992264852082012
8,2,-0.44280599969954487,0.6542367703821682,0.254430343217834,0.0001876698962603387,-0.6627872794866321,-0.22282471991245761
9,1,0.3311961907893752,0.46755309130092865,0.20429150827713627,0.0009839175842906189,0.14150387461910635,0.5208885069596441
9,2,-0.4296525892049816,0.6463809225204938,0.18033868919131923,0.0021135497403033505,-0.6954818381878273,-0.16382334022213596
10,1,0.37302518537625656,0.45448785080851856,0.2714889885068069,0.00010465846638440824,0.19569091492095378,0.5503594558315593
10,2,-0.5233280912023758,0.6721867315950613,0.1692742306270819,0.002994103533544228,-0.8597777030896034,-0.18687847931514806
11,1,0.3124101715145699,0.44735861251364806,0.22858455338467265,0.0004454795075664792,0.14585487110988865,0.47896547191925115
11,2,-0.21713300358559615,0.6191051961091935,0.034389851981496466,0.19727820126008594,-0.5510389586232457,0.11677295145205338
12,1,0.1343880019202064,0.5141063530028905,0.024602423872049695,0.2766807144021636,-0.11118179540569093,0.37995779924610373
12,2,-0.5671362963633154,0.6555588062601094,0.23821249213835605,0.00032371052935671694,-0.8614663888719036,-0.2728062038547272
