participant_id,delta,delta_RPUT,decay,decay_RPUT,RT_delta,RT_decay,max_weight_model,max_weight,Best_Model,model_match
16,4.5380567087001723e-60,4.5379523243263127e-60,0.0015260457417518806,0.0017930071057711814,0.6117598071578636,0.38492113999461336,RT_delta,0.6117598071578636,RT_delta,True
17,1.997319416565518e-09,2.151570150330774e-09,0.41647382209517864,0.5827876586763788,3.8576843352829796e-09,0.0007385112218685437,decay_RPUT,0.5827876586763788,decay_RPUT,True
18,0.24310301263364165,0.3148884667485472,0.19658650227021895,0.19642247915290958,0.026612169001610547,0.02238737019307215,delta_RPUT,0.3148884667485472,delta_RPUT,True
19,0.09547272656254242,0.0965889099034275,0.0954605720851931,0.1519368364989805,0.3461885034925922,0.2143524514572643,RT_delta,0.3461885034925922,RT_delta,True
20,1.4392820485319743e-63,1.8861302372408706e-63,0.08142696782339995,0.48728085402141424,0.027896713154851475,0.40339546500033435,decay_RPUT,0.48728085402141424,decay_RPUT,True
21,0.22150498626476342,0.29791217802983194,0.20284996978474512,0.198265607269417,0.021098667698682474,0.05836859095256012,delta_RPUT,0.29791217802983194,delta_RPUT,True
22,7.717861623078814e-09,5.624209577809587e-09,0.9999434831766194,5.650024332362616e-05,1.3701261563348522e-09,1.867859811601666e-09,decay,0.9999434831766194,decay,True
23,7.231947824370549e-13,7.231908621465844e-13,0.3314142868997042,0.2190048289254596,0.2355400821619091,0.2140408020114806,decay,0.3314142868997042,decay,True
24,0.2373249658820404,0.40034426745424023,0.18247471278045693,0.1710783787600318,0.002958798332072374,0.005818876791158429,delta_RPUT,0.40034426745424023,delta_RPUT,True
25,0.24680389664298658,0.26836029507571774,0.2231356036413687,0.22368448906407656,0.016801083188036553,0.021214632387813744,delta_RPUT,0.26836029507571774,delta_RPUT,True
26,0.007122739066433688,6.904654527037877e-13,0.41476547840456585,0.5743701722795254,4.434550576447564e-07,0.003741166793727025,decay_RPUT,0.5743701722795254,decay_RPUT,True
27,0.005705416453088305,2.5861011384115327e-25,0.8725865251941385,0.11894315198759403,4.4046028181076286e-05,0.002720860336997995,decay,0.8725865251941385,decay,True
28,3.0486637300220974e-05,9.2708952697576e-14,0.9979303461438614,0.0018813058293597796,7.395410761836184e-06,0.00015046597862401084,decay,0.9979303461438614,decay,True
29,0.3484451197139644,6.54519786286753e-23,0.6292783390134654,0.019337950647012492,0.0027682823075138186,0.00017030831804401092,decay,0.6292783390134654,decay,True
30,0.42666213653204266,3.1650196102802484e-05,0.29657311581730356,0.2468443001095846,0.01819824800669828,0.011690549338267929,delta,0.42666213653204266,delta,True
31,5.513803776092586e-63,5.513625309263265e-63,0.32831585810947306,0.2383926187435531,0.2484123052496515,0.1848792178973224,decay,0.32831585810947306,decay,True
32,1.1570719501954063e-15,2.6032760737967615e-17,0.9996313939728705,0.0003631394755849735,2.6925717000351845e-12,5.466548850881285e-06,decay,0.9996313939728705,decay,True
33,1.1971288339906886e-62,1.197095185969419e-62,0.988137297024412,0.002069606876949482,0.009293457301135833,0.0004996387975027971,decay,0.988137297024412,decay,True
34,5.018719643787917e-05,6.627075323779062e-10,0.0036665457531967535,7.494198519684985e-05,0.9937328511256603,0.0024754732768004833,RT_delta,0.9937328511256603,RT_delta,True
35,0.04735606737051854,0.05150400080422189,0.5606450543587829,0.27622470272325156,0.005944552024531831,0.058325622718693265,decay,0.5606450543587829,decay,True
36,0.0003243976333804798,0.8578404032090194,0.0101651426147985,0.06667659403533077,0.06333806246883025,0.0016554000386405708,delta_RPUT,0.8578404032090194,delta_RPUT,True
37,0.09216931219128169,0.09216946085294933,0.21889930048494333,0.3536337693373344,0.0071235739108269575,0.2360045832226643,decay_RPUT,0.3536337693373344,decay_RPUT,True
38,0.02095275528019758,0.020952796622273114,0.30233113663468175,0.28625159611900364,0.0036319534536767006,0.36587976189016735,RT_decay,0.36587976189016735,RT_decay,True
39,0.14098031376764847,0.6028392189812183,0.10322211244889179,0.10218502966699168,0.0036059146679267326,0.04716741046732307,delta_RPUT,0.6028392189812183,delta_RPUT,True
40,0.5163205674585356,4.132449990094888e-06,0.29358781631588493,0.18380568174215492,0.0039193833387725936,0.0023624186946619853,delta,0.5163205674585356,delta,True
41,4.569700470722314e-13,4.569669851387556e-13,0.00018644842896357695,2.395012154411588e-10,0.9913305802307042,0.00848297109991702,RT_delta,0.9913305802307042,RT_delta,True
42,0.11124959433656507,0.1112496046686264,0.16093698045455493,0.11123865979136166,0.4074869563791955,0.09783820436969631,RT_delta,0.4074869563791955,RT_delta,True
43,0.004553356130191663,5.570517124578353e-06,0.9603924559888782,0.0350016021708575,1.291310652270269e-05,3.4102086425572895e-05,decay,0.9603924559888782,decay,True
44,1.868637954323819e-09,1.8640639258879146e-09,0.29845955335077673,0.022274206815915378,2.1001676372739742e-09,0.6792662340004384,RT_decay,0.6792662340004384,RT_decay,True
45,0.10607765032668053,0.12100205439937699,0.40664568710729954,0.31985208419581385,0.006964948129180245,0.03945757584164875,decay,0.40664568710729954,decay,True
46,0.10253711890097975,7.114920947753862e-12,0.41271193069520024,0.4847456930949181,4.408611088477901e-06,8.486906986431187e-07,decay_RPUT,0.4847456930949181,decay_RPUT,True
47,4.041080825963433e-15,5.418722326910889e-13,0.0012845078776891432,0.1401737516787846,2.453012412549234e-14,0.858541740442956,RT_decay,0.858541740442956,RT_decay,True
48,0.07610487557756113,0.09086610127011245,0.37192242675949977,0.3922700420020781,0.012715640990826216,0.056120913399922395,decay_RPUT,0.3922700420020781,decay_RPUT,True
49,0.042234161219106114,0.25081982954307847,0.030512842277781945,0.5717265514606757,0.001160201169257896,0.10354641433009977,decay_RPUT,0.5717265514606757,decay_RPUT,True
50,1.0751498679379105e-45,1.0751220725514949e-45,0.024445924481525744,0.0002199362141379074,0.9084934798999935,0.06684065940434285,RT_delta,0.9084934798999935,RT_delta,True
51,5.032580435855909e-09,1.0517511455493553e-16,0.9999765442662385,2.336210342234203e-05,2.5174801546825726e-10,8.834601055562375e-08,decay,0.9999765442662385,decay,True
52,0.0012191466147984291,0.0020949940028377324,0.9834894098459492,0.013183322615943946,6.716589137367442e-06,6.410331333158176e-06,decay,0.9834894098459492,decay,True
53,0.1311512491570024,0.21751991181664473,0.18348990240333243,0.2548248404177051,0.17383472828412533,0.03917936792119013,decay_RPUT,0.2548248404177051,decay_RPUT,True
54,2.472074714921971e-05,0.00015725685978624566,0.2519926130565322,0.5969578052291832,9.182192876532443e-06,0.1508584219144726,decay_RPUT,0.5969578052291832,decay_RPUT,True
55,0.12262176744440365,0.12465342514761424,0.1727964613507942,0.17644930829560654,0.04375041208448174,0.35972862567709957,RT_decay,0.35972862567709957,RT_decay,True
56,0.2098692303841014,0.20986947952032817,0.20983468382095216,0.20985703235907557,0.05352319130523656,0.107046382610306,delta_RPUT,0.20986947952032817,delta_RPUT,True
57,1.1218166051734899e-13,1.121811757228062e-13,0.00010764217776432036,1.1514844186968666e-09,0.7283341015476725,0.2715582551228545,RT_delta,0.7283341015476725,RT_delta,True
58,0.18466173888377405,0.184662081551238,0.21576314023560134,0.19096267179961046,0.04930964332929043,0.1746407242004856,decay,0.21576314023560134,decay,True
59,0.11448581114646336,6.468355370981314e-30,0.6597441666928093,0.2240614787226621,1.8628751974417236e-05,0.0016899146860906865,decay,0.6597441666928093,decay,True
60,0.05719937628185896,0.05719952492122054,0.18527664275460667,0.2436821477418087,0.003676928870065507,0.4529653794304397,RT_decay,0.4529653794304397,RT_decay,True
61,0.03822583216330889,6.416146130905056e-06,0.3027639174617675,0.6588982852775309,2.1996044617695717e-07,0.0001053289908156729,decay_RPUT,0.6588982852775309,decay_RPUT,True
62,0.027184056130055846,2.567507329651677e-12,0.970680908567623,0.0020619333839367493,6.1783211190030305e-06,6.692359469807548e-05,decay,0.970680908567623,decay,True
63,0.6475682831600977,0.02159195618233957,0.1626178840037436,0.14571439846765666,0.016374953974643967,0.006132524211518575,delta,0.6475682831600977,delta,True
64,0.16302455699377583,0.163024739963744,0.2363600083383647,0.23801218012596834,0.010470794101708954,0.18910772047643815,decay_RPUT,0.23801218012596834,decay_RPUT,True
65,0.23887928763505129,0.19174860745216057,0.27434472868690574,0.29217377248205023,0.00012636310076590606,0.0027272406430662276,decay_RPUT,0.29217377248205023,decay_RPUT,True
66,0.12347268047133012,0.3781877380121685,0.12404999152525381,0.21941674078298667,0.03991969371713322,0.11495315549112764,delta_RPUT,0.3781877380121685,delta_RPUT,True
67,0.6550690826709894,0.008548438196135237,0.2533993399175272,0.07318445089122565,0.00945527836505294,0.00034340995906936963,delta,0.6550690826709894,delta,True
68,0.2818855629812493,0.42378927959245793,0.14069444492851113,0.1359470569161003,0.005181433009684288,0.01250222257199689,delta_RPUT,0.42378927959245793,delta_RPUT,True
69,0.004600221484201167,0.0047354736178204055,0.2584508840409705,0.3950170384239587,0.000528332161601636,0.3366680502714476,decay_RPUT,0.3950170384239587,decay_RPUT,True
70,0.33751654761379685,0.0018130630268494202,0.4224604882442488,0.23513790788660696,0.0008397476559702073,0.0022322455725279095,decay,0.4224604882442488,decay,True
71,0.019032623095260447,0.019032641843015497,0.019032511536583325,0.019106114985058893,0.7656481962921791,0.15814791224790276,RT_delta,0.7656481962921791,RT_delta,True
72,0.21407889382622072,0.3444359104663237,0.15219618836811305,0.19762908324862102,0.015483013526761107,0.07617691056396023,delta_RPUT,0.3444359104663237,delta_RPUT,True
73,1.4540194276286375e-22,1.4540226522165537e-22,1.3715389101590881e-11,4.476231741782564e-12,0.6852746214089998,0.3147253785728086,RT_delta,0.6852746214089998,RT_delta,True
74,0.15193183193157933,0.15193218427443367,0.18582177445629963,0.19262614528652583,0.1260061180374993,0.19168194601366217,decay_RPUT,0.19262614528652583,decay_RPUT,True
75,0.017261774102661852,1.3187148845514867e-27,0.8256618960746063,0.15562011459200775,9.929704905467965e-08,0.0014561159336752229,decay,0.8256618960746063,decay,True
76,0.18657469985671224,7.952172897907212e-05,0.7179268325729702,0.09218059099681328,0.002032372122138865,0.00120598272238645,decay,0.7179268325729702,decay,True
77,0.03673502309568961,0.046036227518763434,0.09154592800605545,0.49029191872330513,0.017747506322017447,0.31764339633416894,decay_RPUT,0.49029191872330513,decay_RPUT,True
78,3.742064949126947e-07,1.6251754897066338e-18,0.9051858413612398,0.07961897034223842,2.252876033853847e-18,0.015194814090026683,decay,0.9051858413612398,decay,True
79,0.40470760944687456,6.080617788884615e-08,0.2848626285558635,0.2896069457020017,0.014365447396553327,0.00645730809252925,delta,0.40470760944687456,delta,True
80,1.8266837798355875e-07,1.8266856241904068e-07,0.9955187819259538,0.004167786691060396,1.6049333592812973e-08,0.00031304999671188943,decay,0.9955187819259538,decay,True
81,0.024207181390789426,0.024207200259852256,0.04087570756724173,0.03755085595745191,0.07478550642403267,0.7983735484006321,RT_decay,0.7983735484006321,RT_decay,True
82,0.00248767068010171,2.4157485173744548e-09,0.875688246823057,0.12180110739505604,9.312512701211419e-11,2.297259291131401e-05,decay,0.875688246823057,decay,True
83,0.00010888841976837078,0.00010888839817084447,0.0006294248506955885,0.0010653270313847976,0.6585492854965618,0.3395381858034187,RT_delta,0.6585492854965618,RT_delta,True
84,0.0008340693464256474,5.610736880642792e-14,0.7501633715367997,0.24872696051784576,1.6441365658251765e-08,0.0002755821575073305,decay,0.7501633715367997,decay,True
85,0.22598724196577286,0.23854916287346598,0.22601037621543302,0.22598061959700033,0.015932278790434472,0.0675403205578934,delta_RPUT,0.23854916287346598,delta_RPUT,True
86,0.21848326394356354,0.2184833941704774,0.21840898254918298,0.21843448060970727,0.016799257547343648,0.10939062117972516,delta_RPUT,0.2184833941704774,delta_RPUT,True
87,0.36142656546190194,0.005116559776670233,0.3353296816552288,0.2817466740692671,0.008355628694264327,0.008024890342667653,delta,0.36142656546190194,delta,True
88,4.1104805260818106e-11,4.283198069290387e-11,0.9985595831923637,0.0003639872886079575,2.7389096456039954e-12,0.0010764294323524612,decay,0.9985595831923637,decay,True
89,1.4290039895889675e-07,1.4290046280879756e-07,0.967042442889035,0.00539957978001573,1.1862572382557507e-08,0.027557679667514906,decay,0.967042442889035,decay,True
90,0.5148956388197415,7.879094744119556e-08,0.26170001052684766,0.20868724263827715,0.012364381804250597,0.002352647419935781,delta,0.5148956388197415,delta,True
91,0.05409943299673335,0.4316683407861829,0.1417347520993725,0.3541275965174708,0.010779481586319915,0.007590396013920606,delta_RPUT,0.4316683407861829,delta_RPUT,True
92,0.12800689939227738,0.13214636066610785,0.16290489339692063,0.43423866773449477,0.01963048763840088,0.12307269117179853,decay_RPUT,0.43423866773449477,decay_RPUT,True
93,0.007201908063367412,0.0005421834268098301,0.9899402115006071,0.002074794523359492,0.0001713248931465849,6.957759270965452e-05,decay,0.9899402115006071,decay,True
94,8.899595581005421e-11,6.330733584780867e-11,0.9977856990012628,0.0021128544292390253,4.1599943294088985e-12,0.00010144641303490339,decay,0.9977856990012628,decay,True
95,1.5476302393800326e-11,3.0058041879896785e-11,0.00252573775192324,0.9590552679978722,5.745828165243238e-13,0.03841899420409569,decay_RPUT,0.9590552679978722,decay_RPUT,True
96,0.06721421230446602,0.08550889682966833,0.7238178716899659,0.09384710771729934,0.004818915265064645,0.02479299619353573,decay,0.7238178716899659,decay,True
97,0.35753537871035596,0.29144353347726376,0.17234610763285652,0.1650416199519633,0.007388532939534218,0.006244827288026091,delta,0.35753537871035596,delta,True
98,6.864194984468718e-08,7.929038421043596e-11,0.9999925978551627,7.302418537767516e-06,2.814725077792074e-08,2.8578087053800692e-09,decay,0.9999925978551627,decay,True
99,3.485908102274519e-14,3.9103676033251553e-14,0.1974545676837426,0.1484505360380388,1.4367459597829117e-14,0.6540948962781302,RT_decay,0.6540948962781302,RT_decay,True
100,7.341788939786946e-05,8.682769676452925e-08,0.34963201006538347,0.648077249402631,0.00033866298956273855,0.0018785728253280698,decay_RPUT,0.648077249402631,decay_RPUT,True
