window_id,Group,slope,intercept,r_squared,p_value,upper_ci,lower_ci
1,1,0.20474870544859974,0.35250343596237516,0.3586994131979243,0.2077221297126433,-0.017641953306482164,0.07888142932994031
1,2,-0.008479036581657681,0.8018924386961945,0.35291472042186434,0.010666147696529411,-0.07676926259333461,-0.010685001641106119
2,1,0.19683516256188036,0.34285499163076066,0.3557544874753762,0.09503019210850389,-0.006692516679693457,0.0805464804167563
2,2,-0.08920004094181411,0.8100153124143696,0.49367341457690483,0.005862895597671168,-0.07883438322483431,-0.014138012666816649
3,1,0.2810957672192151,0.4001299625099226,0.39537242854562427,0.10311612483995128,-0.006255532537088868,0.06561049740703598
3,2,-0.22928713898042363,0.7683975658420968,0.5359155892737355,0.036416020090420526,-0.06807388339179607,-0.0023284875373125943
4,1,-0.013248194331370085,0.6263978728549374,0.24012955966043126,0.5110170068310363,-0.06789537960137589,0.034295597200259584
4,2,-0.1500911148713551,0.7858641693551373,0.5295959433460078,0.004145361370372952,-0.08109878683772673,-0.016239876961551332
5,1,0.254461827005571,0.362619157522311,0.259077071952705,0.3336091567944697,-0.020699377137756825,0.05969913176983237
5,2,-0.29020499613614165,0.8254203353355808,0.6362509480605564,0.006726215447802301,-0.06484155583767277,-0.011062325893571912
6,1,0.13184242551740133,0.33811512380714337,0.2667284786974713,0.10226100416989264,-0.006649812923194262,0.07068778756610383
6,2,-0.2958750209133684,0.8073066691378621,0.5495696199162414,0.017268770876914075,-0.07576391388433532,-0.007747623051348809
7,1,0.4096574965373257,0.383509538625035,0.41873278497316135,0.45593312012235254,-0.02652422056888188,0.058114217045471935
7,2,-0.09732432970744744,0.686826327685013,0.4120328539541067,0.08749457477321047,-0.06515398352029494,0.004634680987390588
8,1,0.2560359282923464,0.37267623442892306,0.43112169420829427,0.7443064460167644,-0.03946013768879389,0.05481308097539342
8,2,-0.2969209869551853,0.7842668387649517,0.5588333576735597,0.004753808950608951,-0.07737167361445167,-0.014868602597454192
9,1,0.3974966210305799,0.34379686666958675,0.42726767325405635,0.40021134334129893,-0.028555777260488076,0.07016817842414487
9,2,-0.4426111656681811,0.7518613092096398,0.5652344673180199,0.11025779628765586,-0.06439006653760718,0.006808533815032814
10,1,0.19420081074224071,0.45104582025959583,0.43415566499044955,0.8782867057023308,-0.04369986752539591,0.050932638351827056
10,2,-0.44995085220676606,0.7534452567017164,0.5707978312156338,0.025691718678107222,-0.07815334329485876,-0.005309059871840625
11,1,0.27705948621111,0.49798876396772923,0.40016515555337595,0.5763466487892507,-0.05178607298600023,0.02917306528680422
11,2,-0.4400447906751636,0.8151673559877832,0.5276576650335518,0.0050147858542105165,-0.08849202612521756,-0.016721041615726455
12,1,0.20283535422598165,0.47539378838416496,0.17670960666342994,0.7646925167769522,-0.057937021145972364,0.07829626907198335
12,2,-0.37793973960670635,0.8873636370184634,0.46023307376985,0.000956529497512614,-0.09305412624978371,-0.02554921149575235
13,1,0.20227542313980795,0.2583165527862808,0.2042600736006518,0.20745901317777035,-0.028717891462749022,0.1285656033312028
13,2,-0.4182649050354878,0.7600095710771254,0.5139115699259362,0.23968226933584208,-0.06893254879534688,0.017697958661011544
14,1,0.3375868210796046,0.37953839166162207,0.1478598456590562,0.7092162744667228,-0.06653898842566,0.09699476753683858
14,2,-0.46300705352737226,0.7756465480182446,0.28375405348670135,0.14522591442197083,-0.07856952659655192,0.011958700257029692
15,1,0.2699997686533867,0.2647237918027528,0.3798511821733034,0.46566547790735935,-0.047464951805603034,0.1020710026887098
15,2,-0.4620751667626696,0.7173692628180899,0.31539092618275044,0.36562405557684297,-0.05875772738945555,0.022087456783926585
16,1,0.256555434056951,0.10179382195384784,0.4762069479237572,0.05369181790287842,-0.001196119669043788,0.14538558765355863
16,2,-0.4300109127631195,0.7282899220081895,0.5064058774174387,0.3812442353618881,-0.04372516619015894,0.01705198609260974
17,1,0.15739854460240696,0.51429601772436,0.28118291432743103,0.7159121347306967,-0.059292443091736015,0.04105498721511774
17,2,-0.2973272127461253,1.1098175075892758,0.47296828728264684,0.0006279946598745754,-0.13915189361241248,-0.040717268803951996
18,1,-0.01887651816077653,0.4093058271594509,0.4015016446433789,0.6877198345106533,-0.04361626137019228,0.06552883568596157
18,2,-0.21649123132382514,0.9208283124290321,0.512948875654202,0.006887370469671982,-0.11303521927056298,-0.0191111970650703
19,1,0.08607747284484953,0.4027645443499237,0.36157632775415505,0.4827200574367375,-0.03353967926755549,0.06986098705837282
19,2,-0.35640263205256656,0.8151120535507627,0.5664744591323316,0.08609609793769266,-0.07209114447752202,0.00496364574653535
20,1,0.23315730448339583,0.35736236727995724,0.19295958367416444,0.22422149414336096,-0.020081047722607104,0.08334064864517413
20,2,-0.31408714186087205,0.9082090822404039,0.47910199288852817,0.010212105966129207,-0.11234730607062188,-0.01598685151292651
21,1,0.1882822365486052,0.33846293419150897,0.41773214787017865,0.2638861819970845,-0.022956394477271838,0.08175756289658694
21,2,-0.3177151051044592,0.7044928409269327,0.44041313702734486,0.05822530786235922,-0.09293665568972295,0.0016594417683254217
22,1,0.01905398276804589,0.36851648014281113,0.44209835505819295,0.21716726392275626,-0.02059597894832775,0.08816177219336623
22,2,-0.3115149882121211,0.641558454556022,0.3456071122393026,0.14571350146140966,-0.0823190849573112,0.01257928687267941
23,1,0.07604164355561681,0.4942668286099815,0.37548290634435455,0.23355757891729553,-0.021499104107568758,0.08581386570312827
23,2,-0.6367253482116182,0.7144382693367571,0.6651035513146768,0.1315665629489617,-0.04914459197739393,0.006625107916949469
24,1,-0.03737075639615286,0.6274696776675999,0.24610839306189447,0.7639090198578256,-0.06270768925709545,0.04635320732815504
24,2,-0.5035744703549265,1.0117441138241245,0.5497870641180267,0.00026266789836887073,-0.10721649021007587,-0.035006475505100755
25,1,-0.03033015881364977,0.324381472663873,0.2875950289069362,0.04309318454793375,0.00189276170216654,0.1146656713036747
25,2,-0.3257518611498789,0.7657246580234716,0.46384636550693914,0.00686706859399321,-0.08676687856916808,-0.014686549945886043
26,1,0.2948650224147767,0.4042128215674423,0.39433676715271404,0.09265786748878937,-0.005704269873748745,0.07185597003443267
26,2,-0.5099707572925036,0.6760016053421024,0.6135304894444031,0.23171243513056608,-0.04681287027723934,0.011639993195495621
27,1,-0.04722299761124862,0.43586189953962085,0.26743342892672306,0.41042480358530753,-0.036963181499114275,0.08883967869024752
