LeSaS1	Code = 13	
SubNo	Group(1=OptHighReward;2=OptLowReward)	Block_trial	Block	VarDist_cond	Run_number	Targ1_position	Targ2_position	Red_targ_digit	Blue_targ_digit	Response	Targ_Choice	Acc	OutcomeCond(0=inaccurate;1=lowReward;2=highReward)	OutcomeValue	Points	RT	Optimal_Choice	Repeat_Switch
13	1	1	0	2	1	49	23	5	2	2	2	1	NaN	0	0	3352	0	NaN
13	1	2	0	2	2	52	27	4	5	4	1	1	NaN	0	0	4037	1	2
13	1	3	0	1	1	8	41	4	3	2	0	0	NaN	0	0	1424	NaN	NaN
13	1	4	0	1	2	29	26	2	4	4	2	1	NaN	0	0	10152	1	NaN
13	1	5	0	2	1	13	8	3	4	4	2	1	NaN	0	0	1425	0	1
13	1	6	0	2	2	9	20	2	5	2	1	1	NaN	0	0	10164	1	2
13	1	7	0	2	3	52	14	5	3	3	2	1	NaN	0	0	15899	0	2
13	1	8	0	2	4	53	12	5	4	4	2	1	NaN	0	0	2748	0	1
13	1	9	0	2	5	3	50	3	2	3	1	1	NaN	0	0	6700	1	2
13	1	10	0	1	1	14	1	5	4	4	2	1	NaN	0	0	7069	1	2
13	1	1	1	2	1	23	17	3	5	3	1	1	2	6.200000e-01	6.200000e-01	6336	1	NaN
13	1	2	1	2	2	11	38	4	3	3	2	1	1	1.400000e-01	7.600000e-01	6334	0	2
13	1	3	1	1	1	42	39	5	2	5	1	1	1	3.500000e-01	1.110000e+00	5982	0	2
13	1	4	1	1	2	42	11	3	2	3	1	1	1	3.700000e-01	1.480000e+00	5421	0	1
13	1	5	1	2	1	46	7	4	5	4	1	1	2	5.300000e-01	2.010000e+00	8377	1	1
13	1	6	1	2	2	15	26	3	5	5	2	1	1	4.700000e-01	2.480000e+00	3558	0	2
13	1	7	1	2	3	27	36	3	2	3	1	1	2	8.100000e-01	3.290000e+00	4909	1	2
13	1	8	1	2	4	12	26	4	2	2	2	1	1	3.300000e-01	3.620000e+00	6351	0	2
13	1	9	1	2	5	4	38	4	2	4	1	1	2	7.100000e-01	4.330000e+00	10551	1	2
13	1	10	1	1	1	5	3	5	4	5	1	1	1	3.500000e-01	4.680000e+00	3397	0	1
13	1	11	1	1	2	27	13	5	4	4	2	1	2	6.500000e-01	5.330000e+00	2155	1	2
13	1	12	1	1	3	39	12	3	4	3	1	1	1	4.200000e-01	5.750000e+00	5690	0	2
13	1	13	1	1	4	23	49	4	3	4	1	1	1	2.600000e-01	6.010000e+00	3004	0	1
13	1	14	1	1	5	13	16	4	2	4	1	1	1	5.900000e-01	6.600000e+00	2754	0	1
13	1	15	1	2	1	15	12	3	2	3	1	1	2	6.500000e-01	7.250000e+00	1616	1	1
13	1	16	1	2	2	43	45	2	3	2	1	1	2	6.800000e-01	7.930000e+00	2893	1	1
13	1	17	1	2	3	54	4	2	3	3	2	1	1	4.600000e-01	8.390000e+00	5535	0	2
13	1	18	1	1	1	15	19	5	2	5	1	1	1	3.400000e-01	8.730000e+00	2735	0	2
13	1	19	1	1	2	34	30	3	2	3	1	1	1	3.200000e-01	9.050000e+00	6879	0	1
13	1	20	1	1	3	23	1	3	5	3	1	1	1	2.300000e-01	9.280000e+00	2417	0	1
13	1	21	1	1	4	48	20	4	3	4	1	1	1	3.700000e-01	9.650000e+00	5294	0	1
13	1	22	1	2	1	20	39	3	4	3	1	1	2	5.100000e-01	1.016000e+01	4744	1	1
13	1	23	1	2	2	4	13	2	3	3	2	1	1	4.200000e-01	1.058000e+01	8704	0	2
13	1	24	1	2	3	53	29	5	3	3	2	1	1	5.200000e-01	1.110000e+01	6977	0	1
13	1	25	1	2	4	13	24	4	5	4	1	1	2	5.900000e-01	1.169000e+01	7680	1	2
13	1	26	1	2	5	19	2	4	2	4	1	1	2	7.700000e-01	1.246000e+01	3866	1	1
13	1	27	1	2	6	29	28	2	5	2	1	1	2	8.100000e-01	1.327000e+01	3948	1	1
13	1	28	1	1	1	31	33	5	4	4	2	1	2	4.800000e-01	1.375000e+01	7084	1	2
13	1	29	1	2	1	20	35	4	5	5	2	1	1	1.600000e-01	1.391000e+01	4190	0	1
13	1	30	1	1	1	21	41	5	4	4	2	1	2	7.300000e-01	1.464000e+01	8708	1	1
13	1	31	1	1	2	47	3	5	2	2	2	1	2	6.200000e-01	1.526000e+01	3622	1	1
13	1	32	1	1	3	30	14	5	4	5	1	1	1	4.100000e-01	1.567000e+01	1914	0	2
13	1	33	1	1	4	12	26	3	4	4	2	1	2	7.600000e-01	1.643000e+01	2515	1	2
13	1	34	1	1	5	32	21	2	4	4	2	1	2	7.500000e-01	1.718000e+01	5155	1	1
13	1	35	1	1	6	40	39	2	5	2	1	1	1	4.900000e-01	1.767000e+01	2898	0	2
13	1	36	1	2	1	28	10	5	3	5	1	1	2	7.500000e-01	1.842000e+01	2956	1	1
13	1	37	1	2	2	16	52	2	4	4	2	1	1	4.700000e-01	1.889000e+01	6715	0	2
13	1	38	1	2	3	19	26	2	5	5	2	1	1	1.900000e-01	1.908000e+01	4444	0	1
13	1	39	1	2	4	33	48	2	4	2	1	1	2	6.600000e-01	1.974000e+01	2296	1	2
13	1	40	1	1	1	47	28	4	3	3	2	1	2	6.500000e-01	2.039000e+01	3193	1	2
13	1	41	1	1	2	47	40	2	3	3	2	1	2	4.800000e-01	2.087000e+01	3783	1	1
13	1	42	1	1	3	16	3	3	4	4	2	1	2	7.000000e-01	2.157000e+01	2214	1	1
13	1	43	1	2	1	2	23	4	3	3	2	1	1	2.100000e-01	2.178000e+01	1898	0	1
13	1	44	1	2	2	7	13	5	4	4	2	1	1	5.000000e-01	2.228000e+01	3275	0	1
13	1	45	1	2	3	15	10	4	2	2	2	1	1	2.400000e-01	2.252000e+01	6710	0	1
13	1	46	1	2	4	38	25	3	4	3	1	1	2	7.300000e-01	2.325000e+01	2887	1	2
13	1	47	1	2	5	39	15	3	2	3	1	1	2	6.900000e-01	2.394000e+01	2505	1	1
13	1	48	1	1	1	39	46	2	5	2	1	1	1	2.200000e-01	2.416000e+01	1058	0	1
13	1	49	1	1	2	16	36	2	4	4	2	1	2	4.100000e-01	2.457000e+01	3174	1	2
13	1	50	1	1	3	50	37	5	3	3	2	1	2	6.600000e-01	2.523000e+01	4300	1	1
13	1	51	1	1	4	52	38	5	2	5	1	1	1	2.100000e-01	2.544000e+01	1542	0	2
13	1	52	1	2	1	11	26	5	3	5	1	1	2	7.400000e-01	2.618000e+01	926	1	1
13	1	53	1	2	2	5	34	2	4	2	1	1	2	7.300000e-01	2.691000e+01	7447	1	1
13	1	54	1	1	1	44	22	2	4	2	1	1	1	5.300000e-01	2.744000e+01	3202	0	1
13	1	55	1	1	2	52	6	4	5	4	1	1	1	4.000000e-01	2.784000e+01	4455	0	1
13	1	56	1	1	3	31	27	4	2	4	1	1	1	2.600000e-01	2.810000e+01	3658	0	1
13	1	57	1	2	1	9	27	5	4	5	1	1	2	7.100000e-01	2.881000e+01	3974	1	1
13	1	58	1	2	2	46	32	2	5	2	1	1	2	5.500000e-01	2.936000e+01	3980	1	1
13	1	59	1	2	3	41	6	3	2	2	2	1	1	3.300000e-01	2.969000e+01	6154	0	2
13	1	60	1	2	4	36	52	2	5	2	1	1	2	6.600000e-01	3.035000e+01	4217	1	2
13	1	61	1	1	1	45	28	4	5	4	1	1	1	3.300000e-01	3.068000e+01	3302	0	1
13	1	62	1	1	2	43	4	5	3	3	2	1	2	6.300000e-01	3.131000e+01	4103	1	2
13	1	63	1	1	3	23	30	3	2	3	1	1	1	4.600000e-01	3.177000e+01	3033	0	2
13	1	64	1	1	4	44	15	2	3	2	1	1	1	1.100000e-01	3.188000e+01	4909	0	1
13	1	65	1	1	5	9	22	3	5	5	2	1	2	7.200000e-01	3.260000e+01	3095	1	2
13	1	66	1	2	1	53	40	3	5	3	1	1	2	7.700000e-01	3.337000e+01	1784	1	2
13	1	67	1	1	1	37	4	2	3	2	1	1	1	4.200000e-01	3.379000e+01	2758	0	1
13	1	68	1	1	2	11	23	5	3	3	2	1	2	7.400000e-01	3.453000e+01	7622	1	2
13	1	69	1	2	1	2	15	2	3	2	1	1	2	6.700000e-01	3.520000e+01	1426	1	2
